index	start	end	alignment-start	alignment-end
166	00:12:49.940	00:12:52.190	10054	10099
167	00:12:52.200	00:12:56.700	10100	10144
168	00:12:56.710	00:13:00.270	10145	10204
169	00:13:00.280	00:13:04.790	10205	10277
170	00:13:04.800	00:13:07.790	10278	10333
171	00:13:07.800	00:13:10.760	10334	10383
172	00:13:10.770	00:13:13.370	10384	10437
173	00:13:13.380	00:13:16.040	10438	10489
174	00:13:16.050	00:13:19.170	10490	10541
175	00:13:19.180	00:13:23.350	10542	10608
176	00:13:23.360	00:13:25.170	10609	10653
177	00:13:25.180	00:13:30.100	10654	10719
178	00:13:30.110	00:13:33.460	10720	10768
179	00:13:33.470	00:13:37.640	10769	10824
180	00:13:37.650	00:13:40.560	10825	10868
181	00:13:40.570	00:13:44.990	10869	10947
182	00:13:45.000	00:13:48.200	10948	11007
183	00:13:48.210	00:13:52.850	11008	11060
184	00:13:52.860	00:13:56.460	11061	11128
185	00:13:56.470	00:14:01.390	11129	11207
186	00:14:01.400	00:14:03.230	11208	11248
187	00:14:03.240	00:14:07.070	11249	11293
188	00:14:07.080	00:14:10.870	11294	11364
189	00:14:10.880	00:14:13.680	11365	11425
190	00:14:13.690	00:14:16.560	11426	11473
191	00:14:16.570	00:14:18.240	11474	11511
192	00:14:18.250	00:14:21.720	11512	11569
193	00:14:21.730	00:14:24.020	11570	11626
194	00:14:24.030	00:14:25.920	11627	11677
195	00:14:25.930	00:14:29.580	11678	11723
196	00:14:29.590	00:14:31.700	11724	11779
197	00:14:31.710	00:14:36.300	11780	11833
198	00:14:36.310	00:14:38.350	11834	11875
199	00:14:38.360	00:14:42.450	11876	11933
200	00:14:42.460	00:14:45.030	11934	12004
201	00:14:45.040	00:14:47.450	12005	12058
202	00:14:47.460	00:14:50.260	12059	12104
203	00:14:50.270	00:14:52.370	12105	12147
204	00:14:52.380	00:14:54.750	12148	12193
205	00:14:54.760	00:14:59.490	12194	12246
206	00:14:59.500	00:15:02.510	12247	12305
207	00:15:02.520	00:15:06.120	12306	12368
208	00:15:06.130	00:15:09.440	12369	12421
209	00:15:09.450	00:15:13.030	12422	12486
210	00:15:13.040	00:15:16.120	12487	12535
211	00:15:16.130	00:15:19.700	12536	12595
212	00:15:19.710	00:15:22.670	12596	12662
213	00:15:22.680	00:15:27.260	12663	12726
214	00:15:27.270	00:15:31.280	12727	12794
215	00:15:31.290	00:15:35.180	12795	12837
216	00:15:35.190	00:15:37.900	12838	12896
217	00:15:37.910	00:15:40.780	12897	12945
218	00:15:40.790	00:15:44.490	12946	12995
219	00:15:44.500	00:15:55.300	12996	13086
220	00:15:55.310	00:15:58.120	13087	13143
221	00:15:58.130	00:16:02.040	13144	13202
222	00:16:02.050	00:16:05.640	13203	13253
223	00:16:05.650	00:16:08.080	13254	13307
224	00:16:08.090	00:16:12.300	13308	13370
225	00:16:12.310	00:16:15.650	13371	13430
226	00:16:15.660	00:16:18.670	13431	13495
227	00:16:18.680	00:16:21.360	13496	13544
228	00:16:21.370	00:16:23.700	13545	13591
229	00:16:23.710	00:16:26.210	13592	13650
230	00:16:26.220	00:16:30.310	13651	13714
231	00:16:30.320	00:16:33.690	13715	13765
232	00:16:33.700	00:16:36.700	13766	13817
233	00:16:36.710	00:16:38.740	13818	13857
234	00:16:38.750	00:16:41.750	13858	13907
235	00:16:41.760	00:16:45.290	13908	13960
236	00:16:45.300	00:16:48.000	13961	14008
237	00:16:48.010	00:16:51.130	14009	14059
238	00:16:51.140	00:16:54.110	14060	14107
239	00:16:54.120	00:17:02.930	14108	14193
240	00:17:02.940	00:17:06.300	14194	14247
241	00:17:06.310	00:17:10.230	14248	14299
242	00:17:10.240	00:17:13.890	14300	14360
243	00:17:13.900	00:17:17.660	14361	14416
244	00:17:17.670	00:17:20.930	14417	14459
245	00:17:20.940	00:17:24.260	14460	14521
246	00:17:24.270	00:17:28.610	14522	14595
247	00:17:28.620	00:17:33.880	14596	14656
248	00:17:33.890	00:17:36.770	14657	14706
249	00:17:36.780	00:17:41.420	14707	14758
250	00:17:41.430	00:17:44.280	14759	14813
251	00:17:44.290	00:17:46.970	14814	14866
252	00:17:46.980	00:17:50.950	14867	14940
253	00:17:50.960	00:17:56.740	14941	15006
254	00:17:56.750	00:18:02.670	15007	15068
255	00:18:02.680	00:18:07.470	15069	15137
256	00:18:07.480	00:18:11.120	15138	15200
257	00:18:11.130	00:18:13.860	15201	15246
258	00:18:13.870	00:18:16.650	15247	15303
259	00:18:16.660	00:18:21.130	15304	15359
260	00:18:21.140	00:18:25.660	15360	15415
261	00:18:25.670	00:18:30.070	15416	15463
262	00:18:30.080	00:18:35.190	15464	15518
263	00:18:35.200	00:18:37.470	15519	15573
264	00:18:37.480	00:18:42.220	15574	15642
265	00:18:42.230	00:18:49.620	15643	15716
266	00:18:49.630	00:18:53.300	15717	15773
267	00:18:53.310	00:18:56.370	15774	15827
268	00:18:56.380	00:18:59.030	15828	15883
269	00:18:59.040	00:19:02.550	15884	15936
270	00:19:02.560	00:19:04.800	15937	15980
271	00:19:04.810	00:19:10.680	15981	16075
272	00:19:10.690	00:19:22.230	16076	16163
273	00:19:22.240	00:19:25.570	16164	16221
274	00:19:25.580	00:19:28.620	16222	16279
275	00:19:28.630	00:19:32.540	16280	16345
276	00:19:32.550	00:19:35.450	16346	16405
277	00:19:35.460	00:19:39.620	16406	16473
278	00:19:39.630	00:19:43.250	16474	16548
279	00:19:43.260	00:19:46.540	16549	16611
280	00:19:46.550	00:19:51.160	16612	16663
281	00:19:51.170	00:19:55.500	16664	16722
282	00:19:55.510	00:19:59.030	16723	16778
283	00:19:59.040	00:20:02.920	16779	16832
284	00:20:02.930	00:20:07.940	16833	16888
285	00:20:07.950	00:20:10.390	16889	16937
286	00:20:10.400	00:20:14.350	16938	16997
287	00:20:14.360	00:20:17.810	16998	17047
288	00:20:17.820	00:20:21.630	17048	17096
289	00:20:21.640	00:20:24.120	17097	17140
290	00:20:24.130	00:20:26.640	17141	17220
291	00:20:26.650	00:20:28.140	17221	17273
292	00:20:28.150	00:20:30.590	17274	17326
293	00:20:30.600	00:20:32.750	17327	17386
294	00:20:32.760	00:20:35.280	17387	17446
295	00:20:35.290	00:20:37.730	17447	17494
296	00:20:37.740	00:20:39.710	17495	17556
297	00:20:39.720	00:20:42.340	17557	17610
298	00:20:42.350	00:20:44.520	17611	17658
299	00:20:44.530	00:20:47.610	17659	17719
300	00:20:47.620	00:20:50.850	17720	17800
301	00:20:50.860	00:20:53.800	17801	17853
302	00:20:53.810	00:20:56.630	17854	17918
303	00:20:56.640	00:20:59.210	17919	17980
304	00:20:59.220	00:21:02.400	17981	18045
305	00:21:02.410	00:21:05.550	18046	18105
306	00:21:05.560	00:21:09.030	18106	18166
307	00:21:09.040	00:21:11.410	18167	18213
308	00:21:11.420	00:21:14.030	18214	18284
309	00:21:14.040	00:21:17.600	18285	18345
310	00:21:17.610	00:21:20.330	18346	18400
311	00:21:20.340	00:21:22.170	18401	18444
312	00:21:22.180	00:21:25.880	18445	18517
313	00:21:25.890	00:21:27.650	18518	18567
314	00:21:27.660	00:21:30.060	18568	18623
315	00:21:30.070	00:21:34.360	18624	18698
316	00:21:34.370	00:21:37.340	18699	18751
317	00:21:37.350	00:21:43.150	18752	18822
318	00:21:43.160	00:21:49.380	18823	18913
319	00:21:49.390	00:21:54.260	18914	18970
320	00:21:54.270	00:21:58.880	18971	19019
321	00:21:58.890	00:22:01.800	19020	19065
322	00:22:01.810	00:22:04.140	19066	19109
323	00:22:04.150	00:22:09.390	19110	19183
324	00:22:09.400	00:22:11.680	19184	19237
325	00:22:11.690	00:22:14.840	19238	19317
326	00:22:14.850	00:22:17.670	19318	19365
327	00:22:17.680	00:22:20.930	19366	19428
328	00:22:20.940	00:22:24.770	19429	19475
329	00:22:24.780	00:22:29.990	19476	19534
330	00:22:30.000	00:22:33.200	19535	19588
331	00:22:33.210	00:22:37.010	19589	19641
332	00:22:37.020	00:22:40.310	19642	19696
333	00:22:40.320	00:22:44.030	19697	19755
334	00:22:44.040	00:22:46.470	19756	19819
335	00:22:46.480	00:22:48.330	19820	19872
336	00:22:48.340	00:22:51.890	19873	19952
337	00:22:51.900	00:22:55.220	19953	20019
338	00:22:55.230	00:22:57.980	20020	20077
339	00:22:57.990	00:23:01.900	20078	20126
340	00:23:01.910	00:23:03.550	20127	20171
341	00:23:03.560	00:23:08.000	20172	20249
342	00:23:08.010	00:23:11.930	20250	20325
343	00:23:11.940	00:23:14.550	20326	20395
344	00:23:14.560	00:23:18.370	20396	20484
345	00:23:18.380	00:23:21.500	20485	20536
346	00:23:21.510	00:23:24.890	20537	20589
347	00:23:24.900	00:23:28.220	20590	20663
348	00:23:28.230	00:23:30.600	20664	20726
349	00:23:30.610	00:23:32.550	20727	20779
350	00:23:32.560	00:23:36.070	20780	20844
351	00:23:36.080	00:23:38.710	20845	20902
352	00:23:38.720	00:23:42.090	20903	20960
353	00:23:42.100	00:23:43.890	20961	21012
354	00:23:43.900	00:23:47.660	21013	21068
355	00:23:47.670	00:23:50.480	21069	21120
356	00:23:50.490	00:23:53.500	21121	21177
357	00:23:53.510	00:23:56.310	21178	21234
358	00:23:56.320	00:24:00.410	21235	21296
359	00:24:00.420	00:24:02.390	21297	21347
360	00:24:02.400	00:24:04.720	21348	21394
361	00:24:04.730	00:24:07.970	21395	21448
362	00:24:07.980	00:24:10.480	21449	21521
363	00:24:10.490	00:24:14.680	21522	21583
364	00:24:14.690	00:24:18.650	21584	21634
365	00:24:18.660	00:24:21.870	21635	21692
366	00:24:21.880	00:24:25.850	21693	21741
367	00:24:25.860	00:24:30.260	21742	21790
368	00:24:30.270	00:24:34.750	21791	21891
369	00:24:34.760	00:24:38.980	21892	21937
370	00:24:38.990	00:24:43.260	21938	21995
371	00:24:43.270	00:24:46.270	21996	22045
372	00:24:46.280	00:24:48.840	22046	22094
373	00:24:48.850	00:24:52.170	22095	22173
374	00:24:52.180	00:24:54.880	22174	22223
375	00:24:54.890	00:24:57.170	22224	22273
376	00:24:57.180	00:24:58.880	22274	22336
377	00:24:58.890	00:25:01.450	22337	22386
378	00:25:01.460	00:25:04.880	22387	22442
379	00:25:04.890	00:25:06.740	22443	22488
380	00:25:06.750	00:25:11.100	22489	22546
381	00:25:11.110	00:25:14.690	22547	22601
382	00:25:14.700	00:25:18.560	22602	22645
383	00:25:18.570	00:25:21.510	22646	22691
384	00:25:21.520	00:25:24.580	22692	22785
385	00:25:24.590	00:25:28.170	22786	22840
386	00:25:28.180	00:25:32.360	22841	22883
387	00:25:32.370	00:25:35.750	22884	22935
388	00:25:35.760	00:25:38.350	22936	22992
389	00:25:38.360	00:25:40.610	22993	23057
390	00:25:40.620	00:25:43.110	23058	23122
391	00:25:43.120	00:25:44.960	23123	23173
392	00:25:44.970	00:25:46.630	23174	23221
393	00:25:46.640	00:25:49.410	23222	23275
394	00:25:49.420	00:25:52.070	23276	23332
395	00:25:52.080	00:25:55.180	23333	23402
396	00:25:55.190	00:25:58.830	23403	23493
397	00:25:58.840	00:26:02.120	23494	23540
398	00:26:02.130	00:26:04.060	23541	23591
399	00:26:04.070	00:26:06.250	23592	23638
400	00:26:06.260	00:26:08.910	23639	23679
401	00:26:08.920	00:26:11.250	23680	23735
402	00:26:11.260	00:26:13.750	23736	23779
403	00:26:13.760	00:26:17.400	23780	23865
404	00:26:17.410	00:26:19.450	23866	23930
405	00:26:19.460	00:26:22.020	23931	23980
406	00:26:22.030	00:26:25.380	23981	24039
407	00:26:25.390	00:26:27.400	24040	24090
408	00:26:27.410	00:26:30.450	24091	24142
409	00:26:30.460	00:26:33.320	24143	24192
410	00:26:33.330	00:26:35.810	24193	24276
411	00:26:35.820	00:26:38.350	24277	24331
412	00:26:38.360	00:26:40.390	24332	24377
413	00:26:40.400	00:26:43.810	24378	24435
414	00:26:43.820	00:26:46.560	24436	24487
415	00:26:46.570	00:26:48.950	24488	24542
416	00:26:48.960	00:26:51.330	24543	24599
417	00:26:51.340	00:26:53.740	24600	24659
418	00:26:53.750	00:26:56.880	24660	24722
419	00:26:56.890	00:27:01.530	24723	24779
420	00:27:01.540	00:27:05.300	24780	24835
421	00:27:05.310	00:27:08.350	24836	24920
422	00:27:08.360	00:27:14.790	24921	25001
423	00:27:14.800	00:27:18.230	25002	25055
424	00:27:18.240	00:27:20.720	25056	25116
425	00:27:20.730	00:27:23.740	25117	25178
426	00:27:23.750	00:27:25.640	25179	25223
427	00:27:25.650	00:27:31.790	25224	25332
428	00:27:31.800	00:27:36.270	25333	25393
429	00:27:36.280	00:27:40.620	25394	25447
430	00:27:40.630	00:27:44.840	25448	25501
431	00:27:44.850	00:27:50.170	25502	25550
432	00:27:50.180	00:27:53.540	25551	25603
433	00:27:53.550	00:27:57.430	25604	25656
434	00:27:57.440	00:28:01.140	25657	25709
435	00:28:01.150	00:28:03.970	25710	25776
436	00:28:03.980	00:28:05.500	25777	25824
437	00:28:05.510	00:28:09.570	25825	25920
438	00:28:09.580	00:28:14.410	25921	25968
439	00:28:14.420	00:28:17.240	25969	26018
440	00:28:17.250	00:28:20.030	26019	26077
441	00:28:20.040	00:28:25.260	26078	26143
442	00:28:25.270	00:28:27.520	26144	26193
443	00:28:27.530	00:28:31.310	26194	26251
444	00:28:31.320	00:28:34.610	26252	26332
445	00:28:34.620	00:28:40.220	26333	26401
446	00:28:40.230	00:28:42.420	26402	26458
447	00:28:42.430	00:28:46.330	26459	26507
448	00:28:46.340	00:28:48.970	26508	26559
449	00:28:48.980	00:28:51.240	26560	26606
450	00:28:51.250	00:28:54.520	26607	26658
451	00:28:54.530	00:28:58.350	26659	26718
452	00:28:58.360	00:29:01.090	26719	26775
453	00:29:01.100	00:29:03.920	26776	26830
454	00:29:03.930	00:29:06.200	26831	26885
455	00:29:06.210	00:29:08.910	26886	26941
456	00:29:08.920	00:29:13.180	26942	26999
457	00:29:13.190	00:29:16.160	27000	27048
458	00:29:16.170	00:29:19.700	27049	27110
459	00:29:19.710	00:29:24.410	27111	27169
460	00:29:24.420	00:29:29.300	27170	27221
461	00:29:29.310	00:29:31.390	27222	27270
462	00:29:31.400	00:29:33.320	27271	27330
463	00:29:33.330	00:29:35.680	27331	27393
464	00:29:35.690	00:29:38.950	27394	27458
465	00:29:38.960	00:29:43.330	27459	27546
466	00:29:43.340	00:29:46.200	27547	27602
467	00:29:46.210	00:29:49.070	27603	27651
468	00:29:49.080	00:29:52.880	27652	27721
469	00:29:52.890	00:29:55.200	27722	27773
470	00:29:55.210	00:29:58.490	27774	27843
471	00:29:58.500	00:30:00.410	27844	27892
472	00:30:00.420	00:30:03.530	27893	27947
473	00:30:03.540	00:30:05.820	27948	27992
474	00:30:05.830	00:30:07.580	27993	28050
475	00:30:07.590	00:30:11.440	28051	28105
476	00:30:11.450	00:30:15.500	28106	28156
477	00:30:15.510	00:30:17.730	28157	28212
478	00:30:17.740	00:30:20.940	28213	28269
479	00:30:20.950	00:30:24.400	28270	28353
480	00:30:24.410	00:30:38.730	28354	28453
481	00:30:38.740	00:30:42.580	28454	28509
482	00:30:42.590	00:30:46.550	28510	28590
483	00:30:46.560	00:30:54.670	28591	28661
484	00:30:54.680	00:30:58.080	28662	28714
485	00:30:58.090	00:31:01.840	28715	28769
486	00:31:01.850	00:31:04.390	28770	28815
487	00:31:04.400	00:31:07.920	28816	28878
488	00:31:07.930	00:31:13.210	28879	28943
489	00:31:13.220	00:31:16.580	28944	29000
490	00:31:16.590	00:31:19.260	29001	29043
491	00:31:19.270	00:31:22.430	29044	29085
492	00:31:22.440	00:31:25.590	29086	29139
493	00:31:25.600	00:31:30.480	29140	29197
494	00:31:30.490	00:31:34.740	29198	29261
495	00:31:34.750	00:31:36.780	29262	29327
496	00:31:36.790	00:31:42.010	29328	29404
497	00:31:42.020	00:31:45.680	29405	29461
498	00:31:45.690	00:31:50.880	29462	29553
499	00:31:50.890	00:31:53.020	29554	29606
500	00:31:53.030	00:31:57.060	29607	29679
501	00:31:57.070	00:32:01.280	29680	29751
502	00:32:01.290	00:32:04.710	29752	29834
503	00:32:04.720	00:32:06.650	29835	29879
504	00:32:06.660	00:32:11.670	29880	29958
505	00:32:11.680	00:32:14.310	29959	30005
506	00:32:14.320	00:32:18.830	30006	30061
507	00:32:18.840	00:32:23.040	30062	30119
508	00:32:23.050	00:32:29.460	30120	30178
509	00:32:29.470	00:32:33.240	30179	30232
510	00:32:33.250	00:32:38.770	30233	30315
511	00:32:38.780	00:32:42.340	30316	30357
512	00:32:42.350	00:32:45.290	30358	30415
513	00:32:45.300	00:32:47.570	30416	30464
514	00:32:47.580	00:32:50.120	30465	30534
515	00:32:50.130	00:32:52.860	30535	30597
516	00:32:52.870	00:32:58.840	30598	30664
517	00:32:58.850	00:33:01.110	30665	30713
518	00:33:01.120	00:33:06.820	30714	30777
519	00:33:06.830	00:33:09.900	30778	30836
520	00:33:09.910	00:33:13.600	30837	30871
521	00:33:13.610	00:33:18.630	30872	30929
522	00:33:18.640	00:33:21.620	30930	30992
523	00:33:21.630	00:33:23.980	30993	31036
524	00:33:23.990	00:33:26.960	31037	31099
525	00:33:26.970	00:33:30.410	31100	31149
526	00:33:30.420	00:33:33.780	31150	31201
527	00:33:33.790	00:33:36.250	31202	31258
528	00:33:36.260	00:33:39.100	31259	31314
529	00:33:39.110	00:33:44.980	31315	31394
530	00:33:44.990	00:33:48.680	31395	31450
531	00:33:48.690	00:33:53.430	31451	31520
532	00:33:53.440	00:33:56.760	31521	31585
533	00:33:56.770	00:34:02.940	31586	31670
534	00:34:02.950	00:34:06.240	31671	31742
535	00:34:06.250	00:34:09.000	31743	31787
536	00:34:09.010	00:34:12.090	31788	31841
537	00:34:12.100	00:34:14.670	31842	31885
538	00:34:14.680	00:34:20.460	31886	31950
539	00:34:20.470	00:34:24.830	31951	32022
540	00:34:24.840	00:34:28.170	32023	32092
541	00:34:28.180	00:34:30.760	32093	32148
542	00:34:30.770	00:34:35.050	32149	32201
543	00:34:35.060	00:34:38.580	32202	32259
544	00:34:38.590	00:34:42.670	32260	32314
545	00:34:42.680	00:34:48.330	32315	32370
546	00:34:48.340	00:34:51.770	32371	32420
547	00:34:51.780	00:34:55.500	32421	32491
548	00:34:55.510	00:34:59.500	32492	32556
549	00:34:59.510	00:35:02.220	32557	32603
550	00:35:02.230	00:35:05.860	32604	32673
551	00:35:05.870	00:35:10.490	32674	32735
552	00:35:10.500	00:35:13.960	32736	32791
553	00:35:13.970	00:35:17.330	32792	32846
554	00:35:17.340	00:35:20.210	32847	32897
555	00:35:20.220	00:35:22.030	32898	32942
556	00:35:22.040	00:35:25.630	32943	33011
557	00:35:25.640	00:35:28.840	33012	33067
558	00:35:28.850	00:35:33.300	33068	33123
559	00:35:33.310	00:35:39.750	33124	33221
560	00:35:39.760	00:35:45.270	33222	33286
561	00:35:45.280	00:35:51.220	33287	33352
562	00:35:51.230	00:35:54.260	33353	33412
563	00:35:54.270	00:35:56.800	33413	33458
564	00:35:56.810	00:36:00.570	33459	33512
565	00:36:00.580	00:36:05.460	33513	33578
566	00:36:05.470	00:36:08.410	33579	33629
567	00:36:08.420	00:36:12.740	33630	33695
568	00:36:12.750	00:36:16.710	33696	33776
569	00:36:16.720	00:36:20.190	33777	33842
570	00:36:20.200	00:36:22.820	33843	33888
571	00:36:22.830	00:36:27.250	33889	33937
572	00:36:27.260	00:36:30.390	33938	33989
573	00:36:30.400	00:36:33.070	33990	34040
574	00:36:33.080	00:36:41.670	34041	34116
575	00:36:41.680	00:36:47.290	34117	34168
576	00:36:47.300	00:36:51.790	34169	34227
577	00:36:51.800	00:36:56.210	34228	34281
578	00:36:56.220	00:37:00.430	34282	34342
579	00:37:00.440	00:37:03.740	34343	34403
580	00:37:03.750	00:37:15.200	34404	34491
581	00:37:15.210	00:37:19.960	34492	34575
582	00:37:19.970	00:37:23.670	34576	34625
583	00:37:23.680	00:37:28.570	34626	34667
