guid	anno_id	type	begin_offset	end_offset	text	wiki_url	qid
cpb-aacip-507-vm42r3pt6h-transcript.ann	T14	event	420	455	rape trial of William Kennedy Smith		
cpb-aacip-507-vm42r3pt6h-transcript.ann	T15	person	619	631	Kwame Holman	https://en.wikipedia.org/wiki/Kwame_Holman	https://www.wikidata.org/wiki/Q50410244
cpb-aacip-507-vm42r3pt6h-transcript.ann	T16	title	712	724	NEWS SUMMARY		
cpb-aacip-507-vm42r3pt6h-transcript.ann	T17	person	727	737	MR. LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-vm42r3pt6h-transcript.ann	T18	organization	739	742	CIA	https://en.wikipedia.org/wiki/Central_Intelligence_Agency	https://www.wikidata.org/wiki/Q37230
cpb-aacip-507-vm42r3pt6h-transcript.ann	T19	person	743	764	Director Robert Gates	https://en.wikipedia.org/wiki/Robert_Gates	https://www.wikidata.org/wiki/Q212979
cpb-aacip-507-vm42r3pt6h-transcript.ann	T20	organization	797	809	Soviet Union	https://en.wikipedia.org/wiki/Soviet_Union	https://www.wikidata.org/wiki/Q15180
cpb-aacip-507-vm42r3pt6h-transcript.ann	T21	location	868	872	U.S.	https://en.wikipedia.org/wiki/United_States	https://www.wikidata.org/wiki/Q30
cpb-aacip-507-vm42r3pt6h-transcript.ann	T22	person	883	888	Gates	https://en.wikipedia.org/wiki/Robert_Gates	https://www.wikidata.org/wiki/Q212979
cpb-aacip-507-vm42r3pt6h-transcript.ann	T23	organization	962	992	House Armed Services Committee	https://en.wikipedia.org/wiki/United_States_House_Committee_on_Armed_Services	https://www.wikidata.org/wiki/Q1508630
cpb-aacip-507-vm42r3pt6h-transcript.ann	T24	person	1008	1020	ROBERT GATES	https://en.wikipedia.org/wiki/Robert_Gates	https://www.wikidata.org/wiki/Q212979
cpb-aacip-507-vm42r3pt6h-transcript.ann	T25	organization	1022	1025	CIA	https://en.wikipedia.org/wiki/Central_Intelligence_Agency	https://www.wikidata.org/wiki/Q37230
cpb-aacip-507-vm42r3pt6h-transcript.ann	T26	organization	1542	1546	USSR	https://en.wikipedia.org/wiki/Soviet_Union	https://www.wikidata.org/wiki/Q15180
cpb-aacip-507-vm42r3pt6h-transcript.ann	T27	organization	1557	1567	Bolsheviks	https://en.wikipedia.org/wiki/Bolsheviks	https://www.wikidata.org/wiki/Q83372
cpb-aacip-507-vm42r3pt6h-transcript.ann	T28	person	1590	1600	MR. LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-vm42r3pt6h-transcript.ann	T29	location	1602	1606	U.S.	https://en.wikipedia.org/wiki/United_States	https://www.wikidata.org/wiki/Q30
cpb-aacip-507-vm42r3pt6h-transcript.ann	T30	organization	1625	1637	Soviet Union	https://en.wikipedia.org/wiki/Soviet_Union	https://www.wikidata.org/wiki/Q15180
cpb-aacip-507-vm42r3pt6h-transcript.ann	T31	person	1639	1653	Robert Strauss	https://en.wikipedia.org/wiki/Robert_S._Strauss	https://www.wikidata.org/wiki/Q2158789
cpb-aacip-507-vm42r3pt6h-transcript.ann	T32	organization	1797	1808	Soviet army	https://en.wikipedia.org/wiki/Soviet_Army	https://www.wikidata.org/wiki/Q43456
cpb-aacip-507-vm42r3pt6h-transcript.ann	T33	location	1848	1854	Moscow	https://en.wikipedia.org/wiki/Moscow	https://www.wikidata.org/wiki/Q649
cpb-aacip-507-vm42r3pt6h-transcript.ann	T34	person	1907	1926	President Gorbachev	https://en.wikipedia.org/wiki/Mikhail_Gorbachev	https://www.wikidata.org/wiki/Q30487
cpb-aacip-507-vm42r3pt6h-transcript.ann	T35	person	1970	1979	Gorbachev	https://en.wikipedia.org/wiki/Mikhail_Gorbachev	https://www.wikidata.org/wiki/Q30487
cpb-aacip-507-vm42r3pt6h-transcript.ann	T36	title	1993	2008	Minsk agreement	https://en.wikipedia.org/wiki/Minsk_agreements	https://www.wikidata.org/wiki/Q110986621
cpb-aacip-507-vm42r3pt6h-transcript.ann	T37	person	2091	2100	Gaby Rado	https://en.wikipedia.org/wiki/Gaby_Rado	https://www.wikidata.org/wiki/Q5516158
cpb-aacip-507-vm42r3pt6h-transcript.ann	T38	organization	2104	2131	Independent Television News	https://en.wikipedia.org/wiki/ITV_News	https://www.wikidata.org/wiki/Q4189762
cpb-aacip-507-vm42r3pt6h-transcript.ann	T39	person	2135	2143	MR. RADO	https://en.wikipedia.org/wiki/Gaby_Rado	https://www.wikidata.org/wiki/Q5516158
cpb-aacip-507-vm42r3pt6h-transcript.ann	T40	person	2145	2158	Mr. Gorbachev	https://en.wikipedia.org/wiki/Mikhail_Gorbachev	https://www.wikidata.org/wiki/Q30487
cpb-aacip-507-vm42r3pt6h-transcript.ann	T41	location	2211	2218	Kremlin	https://en.wikipedia.org/wiki/Kremlin	https://www.wikidata.org/wiki/Q133274
cpb-aacip-507-vm42r3pt6h-transcript.ann	T42	person	2369	2378	Gorbachev	https://en.wikipedia.org/wiki/Mikhail_Gorbachev	https://www.wikidata.org/wiki/Q30487
cpb-aacip-507-vm42r3pt6h-transcript.ann	T43	person	2453	2472	Georgy Shakhnazarov	https://en.wikipedia.org/wiki/Georgy_Shakhnazarov	https://www.wikidata.org/wiki/Q4521270
cpb-aacip-507-vm42r3pt6h-transcript.ann	T44	organization	2486	2509	young politicians forum		
cpb-aacip-507-vm42r3pt6h-transcript.ann	T45	person	2563	2582	GEORGY SHAKHNAZAROV	https://en.wikipedia.org/wiki/Georgy_Shakhnazarov	https://www.wikidata.org/wiki/Q4521270
cpb-aacip-507-vm42r3pt6h-transcript.ann	T46	person	2591	2600	Gorbachev	https://en.wikipedia.org/wiki/Mikhail_Gorbachev	https://www.wikidata.org/wiki/Q30487
cpb-aacip-507-vm42r3pt6h-transcript.ann	T47	person	2873	2881	MR. RADO	https://en.wikipedia.org/wiki/Gaby_Rado	https://www.wikidata.org/wiki/Q5516158
cpb-aacip-507-vm42r3pt6h-transcript.ann	T48	person	2890	2906	Mr. Shakhnazarov	https://en.wikipedia.org/wiki/Georgy_Shakhnazarov	https://www.wikidata.org/wiki/Q4521270
cpb-aacip-507-vm42r3pt6h-transcript.ann	T49	person	2971	2980	Gorbachev	https://en.wikipedia.org/wiki/Mikhail_Gorbachev	https://www.wikidata.org/wiki/Q30487
cpb-aacip-507-vm42r3pt6h-transcript.ann	T50	person	3159	3173	ANDREI GRACHEV		
cpb-aacip-507-vm42r3pt6h-transcript.ann	T51	person	3269	3288	President Gorbachev	https://en.wikipedia.org/wiki/Mikhail_Gorbachev	https://www.wikidata.org/wiki/Q30487
cpb-aacip-507-vm42r3pt6h-transcript.ann	T52	person	3392	3400	MR. RADO	https://en.wikipedia.org/wiki/Gaby_Rado	https://www.wikidata.org/wiki/Q5516158
cpb-aacip-507-vm42r3pt6h-transcript.ann	T53	person	3440	3453	Mr. Gorbachev	https://en.wikipedia.org/wiki/Mikhail_Gorbachev	https://www.wikidata.org/wiki/Q30487
cpb-aacip-507-vm42r3pt6h-transcript.ann	T54	title	3474	3489	Minsk agreement	https://en.wikipedia.org/wiki/Minsk_agreements	https://www.wikidata.org/wiki/Q110986621
cpb-aacip-507-vm42r3pt6h-transcript.ann	T55	person	3536	3555	EDUARD SHEVARDNADZE	https://en.wikipedia.org/wiki/Eduard_Shevardnadze	https://www.wikidata.org/wiki/Q151929
cpb-aacip-507-vm42r3pt6h-transcript.ann	T56	person	3867	3875	MR. RADO	https://en.wikipedia.org/wiki/Gaby_Rado	https://www.wikidata.org/wiki/Q5516158
cpb-aacip-507-vm42r3pt6h-transcript.ann	T57	person	3877	3897	President Nazarbayev	https://en.wikipedia.org/wiki/Nursultan_Nazarbayev	https://www.wikidata.org/wiki/Q57394
cpb-aacip-507-vm42r3pt6h-transcript.ann	T58	location	3901	3911	Kazakhstan	https://en.wikipedia.org/wiki/Kazakhstan	https://www.wikidata.org/wiki/Q232
cpb-aacip-507-vm42r3pt6h-transcript.ann	T59	title	3952	3967	Minsk agreement	https://en.wikipedia.org/wiki/Minsk_agreements	https://www.wikidata.org/wiki/Q110986621
cpb-aacip-507-vm42r3pt6h-transcript.ann	T60	organization	4157	4162	Union	https://en.wikipedia.org/wiki/Soviet_Union	https://www.wikidata.org/wiki/Q15180
cpb-aacip-507-vm42r3pt6h-transcript.ann	T61	organization	4182	4192	parliament	https://en.wikipedia.org/wiki/Federal_Assembly_(Russia)	https://www.wikidata.org/wiki/Q457869
cpb-aacip-507-vm42r3pt6h-transcript.ann	T61	organization	4182	4192	parliament	https://en.wikipedia.org/wiki/Supreme_Council_of_Belarus	https://www.wikidata.org/wiki/Q2634021
cpb-aacip-507-vm42r3pt6h-transcript.ann	T62	location	4201	4208	Ukraine	https://en.wikipedia.org/wiki/Ukraine	https://www.wikidata.org/wiki/Q212
cpb-aacip-507-vm42r3pt6h-transcript.ann	T63	title	4302	4317	Minsk agreement	https://en.wikipedia.org/wiki/Minsk_agreements	https://www.wikidata.org/wiki/Q110986621
cpb-aacip-507-vm42r3pt6h-transcript.ann	T64	location	4337	4348	Byelorussia	https://en.wikipedia.org/wiki/Byelorussian_Soviet_Socialist_Republic	https://www.wikidata.org/wiki/Q2895
cpb-aacip-507-vm42r3pt6h-transcript.ann	T65	person	4364	4382	President Kravchuk	https://en.wikipedia.org/wiki/Leonid_Kravchuk	https://www.wikidata.org/wiki/Q189732
cpb-aacip-507-vm42r3pt6h-transcript.ann	T66	location	4386	4393	Ukraine	https://en.wikipedia.org/wiki/Ukraine	https://www.wikidata.org/wiki/Q212
cpb-aacip-507-vm42r3pt6h-transcript.ann	T67	person	4402	4419	Mikhail Gorbachev	https://en.wikipedia.org/wiki/Mikhail_Gorbachev	https://www.wikidata.org/wiki/Q30487
cpb-aacip-507-vm42r3pt6h-transcript.ann	T68	location	4580	4590	Red Square	https://en.wikipedia.org/wiki/Red_Square	https://www.wikidata.org/wiki/Q41116
cpb-aacip-507-vm42r3pt6h-transcript.ann	T69	person	4760	4773	Mr. Gorbachev	https://en.wikipedia.org/wiki/Mikhail_Gorbachev	https://www.wikidata.org/wiki/Q30487
cpb-aacip-507-vm42r3pt6h-transcript.ann	T70	person	4875	4885	MR. LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-vm42r3pt6h-transcript.ann	T71	location	4890	4900	Yugoslavia	https://en.wikipedia.org/wiki/Yugoslavia	https://www.wikidata.org/wiki/Q36704
cpb-aacip-507-vm42r3pt6h-transcript.ann	T72	location	4962	4968	Osijek	https://en.wikipedia.org/wiki/Osijek	https://www.wikidata.org/wiki/Q1640
cpb-aacip-507-vm42r3pt6h-transcript.ann	T73	organization	5070	5084	United Nations	https://en.wikipedia.org/wiki/United_Nations	https://www.wikidata.org/wiki/Q1065
cpb-aacip-507-vm42r3pt6h-transcript.ann	T74	location	5132	5139	Croatia	https://en.wikipedia.org/wiki/Croatia	https://www.wikidata.org/wiki/Q224
cpb-aacip-507-vm42r3pt6h-transcript.ann	T75	organization	5145	5149	U.N.	https://en.wikipedia.org/wiki/United_Nations	https://www.wikidata.org/wiki/Q1065
cpb-aacip-507-vm42r3pt6h-transcript.ann	T76	person	5150	5183	Secretary General Perez DeCuellar	https://en.wikipedia.org/wiki/Javier_P%C3%A9rez_de_Cu%C3%A9llar	https://www.wikidata.org/wiki/Q1259
cpb-aacip-507-vm42r3pt6h-transcript.ann	T77	person	5242	5246	Judy	https://en.wikipedia.org/wiki/Judy_Woodruff	https://www.wikidata.org/wiki/Q6304655
cpb-aacip-507-vm42r3pt6h-transcript.ann	T78	person	5250	5262	MS. WOODRUFF	https://en.wikipedia.org/wiki/Judy_Woodruff	https://www.wikidata.org/wiki/Q6304655
cpb-aacip-507-vm42r3pt6h-transcript.ann	T79	location	5284	5295	Middle East	https://en.wikipedia.org/wiki/Middle_East	https://www.wikidata.org/wiki/Q7204
cpb-aacip-507-vm42r3pt6h-transcript.ann	T80	location	5323	5333	Washington	https://en.wikipedia.org/wiki/Washington,_D.C.	https://www.wikidata.org/wiki/Q61
cpb-aacip-507-vm42r3pt6h-transcript.ann	T81	location	5423	5428	Syria	https://en.wikipedia.org/wiki/Syria	https://www.wikidata.org/wiki/Q858
cpb-aacip-507-vm42r3pt6h-transcript.ann	T82	location	5430	5437	Lebanon	https://en.wikipedia.org/wiki/Lebanon	https://www.wikidata.org/wiki/Q822
cpb-aacip-507-vm42r3pt6h-transcript.ann	T83	person	5740	5754	Terry Anderson	https://en.wikipedia.org/wiki/Terry_A._Anderson	https://www.wikidata.org/wiki/Q7704033
cpb-aacip-507-vm42r3pt6h-transcript.ann	T84	location	5775	5779	U.S.	https://en.wikipedia.org/wiki/United_States	https://www.wikidata.org/wiki/Q30
cpb-aacip-507-vm42r3pt6h-transcript.ann	T85	location	5909	5917	New York	https://en.wikipedia.org/wiki/New_York_City	https://www.wikidata.org/wiki/Q60
cpb-aacip-507-vm42r3pt6h-transcript.ann	T86	location	5920	5935	Kennedy Airport	https://en.wikipedia.org/wiki/John_F._Kennedy_International_Airport	https://www.wikidata.org/wiki/Q8685
cpb-aacip-507-vm42r3pt6h-transcript.ann	T87	person	5937	5945	Anderson	https://en.wikipedia.org/wiki/Terry_A._Anderson	https://www.wikidata.org/wiki/Q7704033
cpb-aacip-507-vm42r3pt6h-transcript.ann	T88	location	6008	6015	Lebanon	https://en.wikipedia.org/wiki/Lebanon	https://www.wikidata.org/wiki/Q822
cpb-aacip-507-vm42r3pt6h-transcript.ann	T89	person	6019	6029	MR. LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-vm42r3pt6h-transcript.ann	T90	location	6217	6221	U.S.	https://en.wikipedia.org/wiki/United_States	https://www.wikidata.org/wiki/Q30
cpb-aacip-507-vm42r3pt6h-transcript.ann	T91	event	6249	6257	Gulf War	https://en.wikipedia.org/wiki/Gulf_War	https://www.wikidata.org/wiki/Q37643
cpb-aacip-507-vm42r3pt6h-transcript.ann	T92	person	6259	6273	President Bush	https://en.wikipedia.org/wiki/George_H._W._Bush	https://www.wikidata.org/wiki/Q23505
cpb-aacip-507-vm42r3pt6h-transcript.ann	T93	location	6334	6341	Chicago	https://en.wikipedia.org/wiki/Chicago	https://www.wikidata.org/wiki/Q1297
cpb-aacip-507-vm42r3pt6h-transcript.ann	T94	location	6478	6482	U.S.	https://en.wikipedia.org/wiki/United_States	https://www.wikidata.org/wiki/Q30
cpb-aacip-507-vm42r3pt6h-transcript.ann	T95	organization	6576	6603	Chicago Mercantile Exchange	https://en.wikipedia.org/wiki/Chicago_Mercantile_Exchange	https://www.wikidata.org/wiki/Q1071967
cpb-aacip-507-vm42r3pt6h-transcript.ann	T96	person	6607	6621	PRESIDENT BUSH	https://en.wikipedia.org/wiki/George_H._W._Bush	https://www.wikidata.org/wiki/Q23505
cpb-aacip-507-vm42r3pt6h-transcript.ann	T97	location	6764	6771	America	https://en.wikipedia.org/wiki/United_States	https://www.wikidata.org/wiki/Q30
cpb-aacip-507-vm42r3pt6h-transcript.ann	T98	person	6986	6996	MR. LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-vm42r3pt6h-transcript.ann	T99	person	6998	7014	Patrick Buchanan	https://en.wikipedia.org/wiki/Pat_Buchanan	https://www.wikidata.org/wiki/Q149127
cpb-aacip-507-vm42r3pt6h-transcript.ann	T100	location	7165	7187	Concord, New Hampshire	https://en.wikipedia.org/wiki/Concord,_New_Hampshire	https://www.wikidata.org/wiki/Q28249
cpb-aacip-507-vm42r3pt6h-transcript.ann	T101	person	7219	7227	Buchanan	https://en.wikipedia.org/wiki/Pat_Buchanan	https://www.wikidata.org/wiki/Q149127
cpb-aacip-507-vm42r3pt6h-transcript.ann	T102	person	7314	7328	President Bush	https://en.wikipedia.org/wiki/George_H._W._Bush	https://www.wikidata.org/wiki/Q23505
cpb-aacip-507-vm42r3pt6h-transcript.ann	T103	person	7415	7427	MS. WOODRUFF	https://en.wikipedia.org/wiki/Judy_Woodruff	https://www.wikidata.org/wiki/Q6304655
cpb-aacip-507-vm42r3pt6h-transcript.ann	T104	organization	7433	7451	U.S. Supreme Court	https://en.wikipedia.org/wiki/Supreme_Court_of_the_United_States	https://www.wikidata.org/wiki/Q11201
cpb-aacip-507-vm42r3pt6h-transcript.ann	T105	location	7472	7480	New York	https://en.wikipedia.org/wiki/New_York_City	https://www.wikidata.org/wiki/Q60
cpb-aacip-507-vm42r3pt6h-transcript.ann	T106	organization	7843	7867	Federal Trade Commission	https://en.wikipedia.org/wiki/Federal_Trade_Commission	https://www.wikidata.org/wiki/Q786713
cpb-aacip-507-vm42r3pt6h-transcript.ann	T107	organization	7869	7872	TRW	https://en.wikipedia.org/wiki/Experian	https://www.wikidata.org/wiki/Q692157
cpb-aacip-507-vm42r3pt6h-transcript.ann	T108	organization	8084	8087	TRW	https://en.wikipedia.org/wiki/Experian	https://www.wikidata.org/wiki/Q692157
cpb-aacip-507-vm42r3pt6h-transcript.ann	T109	person	8153	8163	MR. LEHRER	https://en.wikipedia.org/wiki/Jim_Lehrer	https://www.wikidata.org/wiki/Q931148
cpb-aacip-507-vm42r3pt6h-transcript.ann	T110	person	8191	8202	Ansan Suchi	https://en.wikipedia.org/wiki/Aung_San_Suu_Kyi	https://www.wikidata.org/wiki/Q36740
cpb-aacip-507-vm42r3pt6h-transcript.ann	T111	location	8284	8289	Burma	https://en.wikipedia.org/wiki/Myanmar	https://www.wikidata.org/wiki/Q836
cpb-aacip-507-vm42r3pt6h-transcript.ann	T112	location	8314	8326	Oslo, Norway	https://en.wikipedia.org/wiki/Oslo	https://www.wikidata.org/wiki/Q585
cpb-aacip-507-vm42r3pt6h-transcript.ann	T113	location	8580	8585	Burma	https://en.wikipedia.org/wiki/Myanmar	https://www.wikidata.org/wiki/Q836
cpb-aacip-507-vm42r3pt6h-transcript.ann	T114	location	8620	8625	Burma	https://en.wikipedia.org/wiki/Myanmar	https://www.wikidata.org/wiki/Q836
cpb-aacip-507-vm42r3pt6h-transcript.ann	T115	location	8728	8743	Burmese capital	https://en.wikipedia.org/wiki/Yangon	https://www.wikidata.org/wiki/Q37995
cpb-aacip-507-vm42r3pt6h-transcript.ann	T116	person	8772	8784	MS. WOODRUFF	https://en.wikipedia.org/wiki/Judy_Woodruff	https://www.wikidata.org/wiki/Q6304655
cpb-aacip-507-vm42r3pt6h-transcript.ann	T117	title	8804	8816	News Summary		
cpb-aacip-507-vm42r3pt6h-transcript.ann	T118	title	8836	8844	NewsHour	https://en.wikipedia.org/wiki/PBS_NewsHour	https://www.wikidata.org/wiki/Q7118447
cpb-aacip-507-vm42r3pt6h-transcript.ann	T119	event	8863	8895	William Kennedy Smith rape trial		
cpb-aacip-507-vm42r3pt6h-transcript.ann	T120	title	8994	9010	FOCUS - TV TRIAL		
cpb-aacip-507-vm42r3pt6h-transcript.ann	T121	person	9013	9025	MS. WOODRUFF	https://en.wikipedia.org/wiki/Judy_Woodruff	https://www.wikidata.org/wiki/Q6304655
cpb-aacip-507-vm42r3pt6h-transcript.ann	T122	event	9031	9066	rape trial of William Kennedy Smith		
cpb-aacip-507-vm42r3pt6h-transcript.ann	T123	person	9144	9159	John F. Kennedy	https://en.wikipedia.org/wiki/John_F._Kennedy	https://www.wikidata.org/wiki/Q9696
cpb-aacip-507-vm42r3pt6h-transcript.ann	T124	person	9173	9195	Senator Edward Kennedy	https://en.wikipedia.org/wiki/Ted_Kennedy	https://www.wikidata.org/wiki/Q134549
cpb-aacip-507-vm42r3pt6h-transcript.ann	T125	location	9168	9172	U.S.	https://en.wikipedia.org/wiki/United_States	https://www.wikidata.org/wiki/Q30
cpb-aacip-507-vm42r3pt6h-transcript.ann	T126	location	9212	9236	West Palm Beach, Florida	https://en.wikipedia.org/wiki/West_Palm_Beach,_Florida	https://www.wikidata.org/wiki/Q163749
cpb-aacip-507-vm42r3pt6h-transcript.ann	T127	person	10199	10211	MS. WOODRUFF	https://en.wikipedia.org/wiki/Judy_Woodruff	https://www.wikidata.org/wiki/Q6304655
cpb-aacip-507-vm42r3pt6h-transcript.ann	T128	event	10305	10335	trial of William Kennedy Smith		
cpb-aacip-507-vm42r3pt6h-transcript.ann	T129	location	10387	10397	Palm Beach	https://en.wikipedia.org/wiki/Palm_Beach,_Florida	https://www.wikidata.org/wiki/Q695411
cpb-aacip-507-vm42r3pt6h-transcript.ann	T130	person	10566	10588	prosecutor Moira Lasch		
cpb-aacip-507-vm42r3pt6h-transcript.ann	T131	person	10592	10601	MS. LASCH		
cpb-aacip-507-vm42r3pt6h-transcript.ann	T132	event	10604	10615	Smith Trial		
cpb-aacip-507-vm42r3pt6h-transcript.ann	T133	person	10723	10732	MS. LASCH		
cpb-aacip-507-vm42r3pt6h-transcript.ann	T134	person	10782	10791	MS. LASCH		
cpb-aacip-507-vm42r3pt6h-transcript.ann	T135	person	10865	10874	MS. LASCH		
cpb-aacip-507-vm42r3pt6h-transcript.ann	T136	person	10980	10989	MS. LASCH		
cpb-aacip-507-vm42r3pt6h-transcript.ann	T137	person	11087	11096	MS. LASCH		
cpb-aacip-507-vm42r3pt6h-transcript.ann	T138	person	11155	11167	MS. WOODRUFF	https://en.wikipedia.org/wiki/Judy_Woodruff	https://www.wikidata.org/wiki/Q6304655
cpb-aacip-507-vm42r3pt6h-transcript.ann	T139	location	11350	11357	Florida	https://en.wikipedia.org/wiki/Florida	https://www.wikidata.org/wiki/Q812
cpb-aacip-507-vm42r3pt6h-transcript.ann	T140	person	11381	11386	Smith	https://en.wikipedia.org/wiki/William_Kennedy_Smith	https://www.wikidata.org/wiki/Q3568759
cpb-aacip-507-vm42r3pt6h-transcript.ann	T141	location	11443	11459	Kennedy compound		
cpb-aacip-507-vm42r3pt6h-transcript.ann	T142	person	11546	11555	MS. LASCH		
cpb-aacip-507-vm42r3pt6h-transcript.ann	T143	person	11687	11696	MS. LASCH		
cpb-aacip-507-vm42r3pt6h-transcript.ann	T144	person	11762	11771	MS. LASCH		
cpb-aacip-507-vm42r3pt6h-transcript.ann	T145	person	11957	11969	MS. WOODRUFF	https://en.wikipedia.org/wiki/Judy_Woodruff	https://www.wikidata.org/wiki/Q6304655
cpb-aacip-507-vm42r3pt6h-transcript.ann	T146	person	12094	12099	Smith	https://en.wikipedia.org/wiki/William_Kennedy_Smith	https://www.wikidata.org/wiki/Q3568759
cpb-aacip-507-vm42r3pt6h-transcript.ann	T147	person	12112	12117	SMITH	https://en.wikipedia.org/wiki/William_Kennedy_Smith	https://www.wikidata.org/wiki/Q3568759
cpb-aacip-507-vm42r3pt6h-transcript.ann	T148	person	12257	12262	SMITH	https://en.wikipedia.org/wiki/William_Kennedy_Smith	https://www.wikidata.org/wiki/Q3568759
cpb-aacip-507-vm42r3pt6h-transcript.ann	T149	person	12372	12377	SMITH	https://en.wikipedia.org/wiki/William_Kennedy_Smith	https://www.wikidata.org/wiki/Q3568759
cpb-aacip-507-vm42r3pt6h-transcript.ann	T150	person	12489	12494	SMITH	https://en.wikipedia.org/wiki/William_Kennedy_Smith	https://www.wikidata.org/wiki/Q3568759
cpb-aacip-507-vm42r3pt6h-transcript.ann	T151	person	12620	12625	SMITH	https://en.wikipedia.org/wiki/William_Kennedy_Smith	https://www.wikidata.org/wiki/Q3568759
cpb-aacip-507-vm42r3pt6h-transcript.ann	T152	person	12823	12828	SMITH	https://en.wikipedia.org/wiki/William_Kennedy_Smith	https://www.wikidata.org/wiki/Q3568759
cpb-aacip-507-vm42r3pt6h-transcript.ann	T153	person	13053	13058	SMITH	https://en.wikipedia.org/wiki/William_Kennedy_Smith	https://www.wikidata.org/wiki/Q3568759
cpb-aacip-507-vm42r3pt6h-transcript.ann	T154	person	13263	13268	SMITH	https://en.wikipedia.org/wiki/William_Kennedy_Smith	https://www.wikidata.org/wiki/Q3568759
cpb-aacip-507-vm42r3pt6h-transcript.ann	T155	person	13341	13346	SMITH	https://en.wikipedia.org/wiki/William_Kennedy_Smith	https://www.wikidata.org/wiki/Q3568759
cpb-aacip-507-vm42r3pt6h-transcript.ann	T156	person	13549	13554	SMITH	https://en.wikipedia.org/wiki/William_Kennedy_Smith	https://www.wikidata.org/wiki/Q3568759
cpb-aacip-507-vm42r3pt6h-transcript.ann	T157	person	13580	13592	MS. WOODRUFF	https://en.wikipedia.org/wiki/Judy_Woodruff	https://www.wikidata.org/wiki/Q6304655
cpb-aacip-507-vm42r3pt6h-transcript.ann	T158	person	13633	13638	Smith	https://en.wikipedia.org/wiki/William_Kennedy_Smith	https://www.wikidata.org/wiki/Q3568759
cpb-aacip-507-vm42r3pt6h-transcript.ann	T159	person	13814	13827	WILLIAM SMITH	https://en.wikipedia.org/wiki/William_Kennedy_Smith	https://www.wikidata.org/wiki/Q3568759
cpb-aacip-507-vm42r3pt6h-transcript.ann	T160	person	14204	14216	MS. WOODRUFF	https://en.wikipedia.org/wiki/Judy_Woodruff	https://www.wikidata.org/wiki/Q6304655
cpb-aacip-507-vm42r3pt6h-transcript.ann	T161	person	14456	14466	Ellen Hume		
cpb-aacip-507-vm42r3pt6h-transcript.ann	T162	organization	14500	14545	Shorenstein-Barone Center on Press & Politics	https://en.wikipedia.org/wiki/Shorenstein_Center_on_Media,_Politics_and_Public_Policy	https://www.wikidata.org/wiki/Q16980880
