guid	anno_id	type	begin_offset	end_offset	text	wiki_url	qid
cpb-aacip-507-vd6nz81n6r-transcript.ann	T19	organization	892	903	Coast Guard	https://en.wikipedia.org/wiki/United_States_Coast_Guard	https://www.wikidata.org/wiki/Q11224
cpb-aacip-507-vd6nz81n6r-transcript.ann	T20	location	958	968	Washington	https://en.wikipedia.org/wiki/Washington,_D.C.	https://www.wikidata.org/wiki/Q61
cpb-aacip-507-vd6nz81n6r-transcript.ann	T21	organization	988	994	Amtrak	https://en.wikipedia.org/wiki/Amtrak	https://www.wikidata.org/wiki/Q23239
cpb-aacip-507-vd6nz81n6r-transcript.ann	T22	person	1030	1044	CLIFFORD BLACK		
cpb-aacip-507-vd6nz81n6r-transcript.ann	T23	organization	1046	1052	Amtrak	https://en.wikipedia.org/wiki/Amtrak	https://www.wikidata.org/wiki/Q23239
cpb-aacip-507-vd6nz81n6r-transcript.ann	T24	organization	1230	1236	Amtrak	https://en.wikipedia.org/wiki/Amtrak	https://www.wikidata.org/wiki/Q23239
cpb-aacip-507-vd6nz81n6r-transcript.ann	T25	person	1404	1412	MR. MUDD	https://en.wikipedia.org/wiki/Roger_Mudd	https://www.wikidata.org/wiki/Q7358696
cpb-aacip-507-vd6nz81n6r-transcript.ann	T26	organization	1547	1565	CSX Transportation	https://en.wikipedia.org/wiki/CSX_Transportation	https://www.wikidata.org/wiki/Q856783
cpb-aacip-507-vd6nz81n6r-transcript.ann	T27	organization	1597	1633	National Transportation Safety Board	https://en.wikipedia.org/wiki/National_Transportation_Safety_Board	https://www.wikidata.org/wiki/Q1053145
cpb-aacip-507-vd6nz81n6r-transcript.ann	T28	person	1652	1660	Margaret	https://en.wikipedia.org/wiki/Margaret_Warner	https://www.wikidata.org/wiki/Q6760001
cpb-aacip-507-vd6nz81n6r-transcript.ann	T29	person	1664	1674	MS. WARNER	https://en.wikipedia.org/wiki/Margaret_Warner	https://www.wikidata.org/wiki/Q6760001
cpb-aacip-507-vd6nz81n6r-transcript.ann	T30	person	1676	1689	Boris Yeltsin	https://en.wikipedia.org/wiki/Boris_Yeltsin	https://www.wikidata.org/wiki/Q34453
cpb-aacip-507-vd6nz81n6r-transcript.ann	T31	location	1783	1789	Moscow	https://en.wikipedia.org/wiki/Moscow	https://www.wikidata.org/wiki/Q649
cpb-aacip-507-vd6nz81n6r-transcript.ann	T32	person	1807	1814	Yeltsin	https://en.wikipedia.org/wiki/Boris_Yeltsin	https://www.wikidata.org/wiki/Q34453
cpb-aacip-507-vd6nz81n6r-transcript.ann	T33	person	1903	1910	Yeltsin	https://en.wikipedia.org/wiki/Boris_Yeltsin	https://www.wikidata.org/wiki/Q34453
cpb-aacip-507-vd6nz81n6r-transcript.ann	T34	organization	1938	1956	Russian parliament	https://en.wikipedia.org/wiki/Federal_Assembly_(Russia)	https://www.wikidata.org/wiki/Q457869
cpb-aacip-507-vd6nz81n6r-transcript.ann	T35	person	2086	2103	Alexander Rutskoi	https://en.wikipedia.org/wiki/Alexander_Rutskoy	https://www.wikidata.org/wiki/Q314116
cpb-aacip-507-vd6nz81n6r-transcript.ann	T36	person	2211	2218	Yeltsin	https://en.wikipedia.org/wiki/Boris_Yeltsin	https://www.wikidata.org/wiki/Q34453
cpb-aacip-507-vd6nz81n6r-transcript.ann	T37	person	2325	2342	President Clinton	https://en.wikipedia.org/wiki/Bill_Clinton	https://www.wikidata.org/wiki/Q1124
cpb-aacip-507-vd6nz81n6r-transcript.ann	T38	person	2369	2376	Yeltsin	https://en.wikipedia.org/wiki/Boris_Yeltsin	https://www.wikidata.org/wiki/Q34453
cpb-aacip-507-vd6nz81n6r-transcript.ann	T39	person	2390	2401	Mr. Clinton	https://en.wikipedia.org/wiki/Bill_Clinton	https://www.wikidata.org/wiki/Q1124
cpb-aacip-507-vd6nz81n6r-transcript.ann	T40	location	2530	2537	Georgia	https://en.wikipedia.org/wiki/Georgia_(country)	https://www.wikidata.org/wiki/Q230
cpb-aacip-507-vd6nz81n6r-transcript.ann	T41	location	2621	2628	Sukhumi	https://en.wikipedia.org/wiki/Sukhumi	https://www.wikidata.org/wiki/Q40811
cpb-aacip-507-vd6nz81n6r-transcript.ann	T42	location	2667	2674	Georgia	https://en.wikipedia.org/wiki/Georgia_(country)	https://www.wikidata.org/wiki/Q230
cpb-aacip-507-vd6nz81n6r-transcript.ann	T43	location	2825	2834	Black Sea	https://en.wikipedia.org/wiki/Black_Sea	https://www.wikidata.org/wiki/Q166
cpb-aacip-507-vd6nz81n6r-transcript.ann	T44	person	2960	2968	MR. MUDD	https://en.wikipedia.org/wiki/Roger_Mudd	https://www.wikidata.org/wiki/Q7358696
cpb-aacip-507-vd6nz81n6r-transcript.ann	T45	person	2970	2987	President Clinton	https://en.wikipedia.org/wiki/Bill_Clinton	https://www.wikidata.org/wiki/Q1124
cpb-aacip-507-vd6nz81n6r-transcript.ann	T46	organization	3092	3100	Congress	https://en.wikipedia.org/wiki/United_States_Congress	https://www.wikidata.org/wiki/Q11268
cpb-aacip-507-vd6nz81n6r-transcript.ann	T47	person	3109	3128	Vice President Gore	https://en.wikipedia.org/wiki/Al_Gore	https://www.wikidata.org/wiki/Q19673
cpb-aacip-507-vd6nz81n6r-transcript.ann	T48	person	3133	3145	Mrs. Clinton	https://en.wikipedia.org/wiki/Hillary_Clinton	https://www.wikidata.org/wiki/Q6294
cpb-aacip-507-vd6nz81n6r-transcript.ann	T49	organization	3201	3212	White House	https://en.wikipedia.org/wiki/White_House	https://www.wikidata.org/wiki/Q35525
cpb-aacip-507-vd6nz81n6r-transcript.ann	T50	person	3329	3346	PRESIDENT CLINTON	https://en.wikipedia.org/wiki/Bill_Clinton	https://www.wikidata.org/wiki/Q1124
cpb-aacip-507-vd6nz81n6r-transcript.ann	T51	person	3988	3996	MR. MUDD	https://en.wikipedia.org/wiki/Roger_Mudd	https://www.wikidata.org/wiki/Q7358696
cpb-aacip-507-vd6nz81n6r-transcript.ann	T52	organization	4076	4079	GOP	https://en.wikipedia.org/wiki/Republican_Party_(United_States)	https://www.wikidata.org/wiki/Q29468
cpb-aacip-507-vd6nz81n6r-transcript.ann	T53	person	4158	4174	SEN. ROBERT DOLE	https://en.wikipedia.org/wiki/Bob_Dole	https://www.wikidata.org/wiki/Q319079
cpb-aacip-507-vd6nz81n6r-transcript.ann	T54	person	4231	4243	Mrs. Clinton	https://en.wikipedia.org/wiki/Hillary_Clinton	https://www.wikidata.org/wiki/Q6294
cpb-aacip-507-vd6nz81n6r-transcript.ann	T55	person	4561	4579	REP. RICHARD ARMEY	https://en.wikipedia.org/wiki/Dick_Armey	https://www.wikidata.org/wiki/Q781336
cpb-aacip-507-vd6nz81n6r-transcript.ann	T56	location	4585	4590	Texas	https://en.wikipedia.org/wiki/Texas	https://www.wikidata.org/wiki/Q1439
cpb-aacip-507-vd6nz81n6r-transcript.ann	T57	location	4679	4686	America	https://en.wikipedia.org/wiki/United_States	https://www.wikidata.org/wiki/Q30
cpb-aacip-507-vd6nz81n6r-transcript.ann	T58	location	4715	4722	America	https://en.wikipedia.org/wiki/United_States	https://www.wikidata.org/wiki/Q30
cpb-aacip-507-vd6nz81n6r-transcript.ann	T59	person	5033	5041	MR. MUDD	https://en.wikipedia.org/wiki/Roger_Mudd	https://www.wikidata.org/wiki/Q7358696
cpb-aacip-507-vd6nz81n6r-transcript.ann	T60	organization	5071	5079	Congress	https://en.wikipedia.org/wiki/United_States_Congress	https://www.wikidata.org/wiki/Q11268
cpb-aacip-507-vd6nz81n6r-transcript.ann	T61	person	5171	5182	Mr. Clinton	https://en.wikipedia.org/wiki/Bill_Clinton	https://www.wikidata.org/wiki/Q1124
cpb-aacip-507-vd6nz81n6r-transcript.ann	T62	person	5496	5506	MS. WARNER	https://en.wikipedia.org/wiki/Margaret_Warner	https://www.wikidata.org/wiki/Q6760001
cpb-aacip-507-vd6nz81n6r-transcript.ann	T63	person	5508	5531	Gen. John Shalikashvili	https://en.wikipedia.org/wiki/John_Shalikashvili	https://www.wikidata.org/wiki/Q471428
cpb-aacip-507-vd6nz81n6r-transcript.ann	T64	person	5533	5550	President Clinton	https://en.wikipedia.org/wiki/Bill_Clinton	https://www.wikidata.org/wiki/Q1124
cpb-aacip-507-vd6nz81n6r-transcript.ann	T65	organization	5584	5605	Joint Chiefs of Staff	https://en.wikipedia.org/wiki/Joint_Chiefs_of_Staff	https://www.wikidata.org/wiki/Q609474
cpb-aacip-507-vd6nz81n6r-transcript.ann	T66	organization	5616	5647	Senate Armed Services Committee	https://en.wikipedia.org/wiki/United_States_Senate_Committee_on_Armed_Services	https://www.wikidata.org/wiki/Q508577
cpb-aacip-507-vd6nz81n6r-transcript.ann	T67	event	5691	5703	World War II	https://en.wikipedia.org/wiki/World_War_II	https://www.wikidata.org/wiki/Q362
cpb-aacip-507-vd6nz81n6r-transcript.ann	T68	person	5745	5756	Mr. Clinton	https://en.wikipedia.org/wiki/Bill_Clinton	https://www.wikidata.org/wiki/Q1124
cpb-aacip-507-vd6nz81n6r-transcript.ann	T69	organization	5827	5839	Nazi Germany	https://en.wikipedia.org/wiki/Nazi_Germany	https://www.wikidata.org/wiki/Q7318
cpb-aacip-507-vd6nz81n6r-transcript.ann	T70	organization	5842	5850	Vofen SS	https://en.wikipedia.org/wiki/Waffen-SS	https://www.wikidata.org/wiki/Q153626
cpb-aacip-507-vd6nz81n6r-transcript.ann	T71	person	5854	5877	GEN. JOHN SHALIKASHVILI	https://en.wikipedia.org/wiki/John_Shalikashvili	https://www.wikidata.org/wiki/Q471428
cpb-aacip-507-vd6nz81n6r-transcript.ann	T72	organization	5889	5910	Joint Chiefs of Staff	https://en.wikipedia.org/wiki/Joint_Chiefs_of_Staff	https://www.wikidata.org/wiki/Q609474
cpb-aacip-507-vd6nz81n6r-transcript.ann	T73	organization	6112	6120	Vofen SS	https://en.wikipedia.org/wiki/Waffen-SS	https://www.wikidata.org/wiki/Q153626
cpb-aacip-507-vd6nz81n6r-transcript.ann	T74	location	6385	6392	Georgia	https://en.wikipedia.org/wiki/Georgia_(country)	https://www.wikidata.org/wiki/Q230
cpb-aacip-507-vd6nz81n6r-transcript.ann	T75	event	6453	6465	World War II	https://en.wikipedia.org/wiki/World_War_II	https://www.wikidata.org/wiki/Q362
cpb-aacip-507-vd6nz81n6r-transcript.ann	T76	person	6469	6479	MS. WARNER	https://en.wikipedia.org/wiki/Margaret_Warner	https://www.wikidata.org/wiki/Q6760001
cpb-aacip-507-vd6nz81n6r-transcript.ann	T77	person	6567	6581	Jane Alexander	https://en.wikipedia.org/wiki/Jane_Alexander	https://www.wikidata.org/wiki/Q242717
cpb-aacip-507-vd6nz81n6r-transcript.ann	T78	organization	6645	6676	National Endowment for the Arts	https://en.wikipedia.org/wiki/National_Endowment_for_the_Arts	https://www.wikidata.org/wiki/Q1967116
cpb-aacip-507-vd6nz81n6r-transcript.ann	T79	person	6678	6687	Alexander	https://en.wikipedia.org/wiki/Jane_Alexander	https://www.wikidata.org/wiki/Q242717
cpb-aacip-507-vd6nz81n6r-transcript.ann	T80	organization	6881	6884	NEA	https://en.wikipedia.org/wiki/National_Endowment_for_the_Arts	https://www.wikidata.org/wiki/Q1967116
cpb-aacip-507-vd6nz81n6r-transcript.ann	T81	person	6919	6927	MR. MUDD	https://en.wikipedia.org/wiki/Roger_Mudd	https://www.wikidata.org/wiki/Q7358696
cpb-aacip-507-vd6nz81n6r-transcript.ann	T82	person	6929	6942	Jon Demjanjuk	https://en.wikipedia.org/wiki/John_Demjanjuk	https://www.wikidata.org/wiki/Q152672
cpb-aacip-507-vd6nz81n6r-transcript.ann	T83	location	6963	6969	Israel	https://en.wikipedia.org/wiki/Israel	https://www.wikidata.org/wiki/Q801
cpb-aacip-507-vd6nz81n6r-transcript.ann	T84	person	7002	7019	Ivan the Terrible	https://en.wikipedia.org/wiki/Ivan_the_Terrible_(Treblinka_guard)	https://www.wikidata.org/wiki/Q1675953
cpb-aacip-507-vd6nz81n6r-transcript.ann	T85	location	7034	7038	Ohio	https://en.wikipedia.org/wiki/Ohio	https://www.wikidata.org/wiki/Q1397
cpb-aacip-507-vd6nz81n6r-transcript.ann	T86	location	7116	7124	New York	https://en.wikipedia.org/wiki/New_York_City	https://www.wikidata.org/wiki/Q60
cpb-aacip-507-vd6nz81n6r-transcript.ann	T87	person	7231	7240	Demjanjuk	https://en.wikipedia.org/wiki/John_Demjanjuk	https://www.wikidata.org/wiki/Q152672
cpb-aacip-507-vd6nz81n6r-transcript.ann	T88	organization	7303	7316	Supreme Court	https://en.wikipedia.org/wiki/Supreme_Court_of_Israel	https://www.wikidata.org/wiki/Q399798
cpb-aacip-507-vd6nz81n6r-transcript.ann	T89	location	7404	7408	U.S.	https://en.wikipedia.org/wiki/United_States	https://www.wikidata.org/wiki/Q30
cpb-aacip-507-vd6nz81n6r-transcript.ann	T90	person	7409	7436	Attorney General Janet Reno	https://en.wikipedia.org/wiki/Janet_Reno	https://www.wikidata.org/wiki/Q236421
cpb-aacip-507-vd6nz81n6r-transcript.ann	T91	person	7477	7487	MS. WARNER	https://en.wikipedia.org/wiki/Margaret_Warner	https://www.wikidata.org/wiki/Q6760001
cpb-aacip-507-vd6nz81n6r-transcript.ann	T92	location	7560	7567	Florida	https://en.wikipedia.org/wiki/Florida	https://www.wikidata.org/wiki/Q812
cpb-aacip-507-vd6nz81n6r-transcript.ann	T93	organization	7570	7590	Kennedy Space Center	https://en.wikipedia.org/wiki/Kennedy_Space_Center	https://www.wikidata.org/wiki/Q48821
cpb-aacip-507-vd6nz81n6r-transcript.ann	T94	organization	7653	7657	NASA	https://en.wikipedia.org/wiki/NASA	https://www.wikidata.org/wiki/Q23548
cpb-aacip-507-vd6nz81n6r-transcript.ann	T95	title	7857	7869	News Summary		
cpb-aacip-507-vd6nz81n6r-transcript.ann	T96	title	7884	7892	NewsHour	https://en.wikipedia.org/wiki/PBS_NewsHour	https://www.wikidata.org/wiki/Q7118447
cpb-aacip-507-vd6nz81n6r-transcript.ann	T97	location	7910	7916	Moscow	https://en.wikipedia.org/wiki/Moscow	https://www.wikidata.org/wiki/Q649
cpb-aacip-507-vd6nz81n6r-transcript.ann	T98	person	7922	7929	Clinton	https://en.wikipedia.org/wiki/Bill_Clinton	https://www.wikidata.org/wiki/Q1124
cpb-aacip-507-vd6nz81n6r-transcript.ann	T99	person	7989	8011	Charlayne Hunter-Gault	https://en.wikipedia.org/wiki/Charlayne_Hunter-Gault	https://www.wikidata.org/wiki/Q5074602
cpb-aacip-507-vd6nz81n6r-transcript.ann	T100	title	8026	8043	UPDATE - STANDOFF		
cpb-aacip-507-vd6nz81n6r-transcript.ann	T101	person	8046	8054	MR. MUDD	https://en.wikipedia.org/wiki/Roger_Mudd	https://www.wikidata.org/wiki/Q7358696
cpb-aacip-507-vd6nz81n6r-transcript.ann	T102	location	8129	8135	Russia	https://en.wikipedia.org/wiki/Russia	https://www.wikidata.org/wiki/Q159
cpb-aacip-507-vd6nz81n6r-transcript.ann	T103	location	8137	8143	Russia	https://en.wikipedia.org/wiki/Russia	https://www.wikidata.org/wiki/Q159
cpb-aacip-507-vd6nz81n6r-transcript.ann	T104	person	8283	8296	Boris Yeltsin	https://en.wikipedia.org/wiki/Boris_Yeltsin	https://www.wikidata.org/wiki/Q34453
cpb-aacip-507-vd6nz81n6r-transcript.ann	T105	person	8371	8397	Correspondent Ian Williams		
cpb-aacip-507-vd6nz81n6r-transcript.ann	T106	organization	8401	8428	Independent Television News	https://en.wikipedia.org/wiki/ITV_News	https://www.wikidata.org/wiki/Q4189762
cpb-aacip-507-vd6nz81n6r-transcript.ann	T107	person	8432	8444	MR. WILLIAMS		
cpb-aacip-507-vd6nz81n6r-transcript.ann	T108	location	8466	8477	White House	https://en.wikipedia.org/wiki/White_House	https://www.wikidata.org/wiki/Q35525
cpb-aacip-507-vd6nz81n6r-transcript.ann	T109	person	8572	8589	President Yeltsin	https://en.wikipedia.org/wiki/Boris_Yeltsin	https://www.wikidata.org/wiki/Q34453
cpb-aacip-507-vd6nz81n6r-transcript.ann	T110	organization	8693	8711	Russian parliament	https://en.wikipedia.org/wiki/Federal_Assembly_(Russia)	https://www.wikidata.org/wiki/Q457869
cpb-aacip-507-vd6nz81n6r-transcript.ann	T111	person	8820	8827	Yeltsin	https://en.wikipedia.org/wiki/Boris_Yeltsin	https://www.wikidata.org/wiki/Q34453
cpb-aacip-507-vd6nz81n6r-transcript.ann	T112	organization	9094	9105	Kalashnikov	https://en.wikipedia.org/wiki/Kalashnikov_Concern	https://www.wikidata.org/wiki/Q7427495
cpb-aacip-507-vd6nz81n6r-transcript.ann	T113	person	9166	9173	Yeltsin	https://en.wikipedia.org/wiki/Boris_Yeltsin	https://www.wikidata.org/wiki/Q34453
cpb-aacip-507-vd6nz81n6r-transcript.ann	T114	person	9303	9310	Yeltsin	https://en.wikipedia.org/wiki/Boris_Yeltsin	https://www.wikidata.org/wiki/Q34453
cpb-aacip-507-vd6nz81n6r-transcript.ann	T115	person	9312	9352	Parliamentary Speaker Ruslan Khasbulatov	https://en.wikipedia.org/wiki/Ruslan_Khasbulatov	https://www.wikidata.org/wiki/Q537251
cpb-aacip-507-vd6nz81n6r-transcript.ann	T116	person	9410	9427	Alexander Rutskoi	https://en.wikipedia.org/wiki/Alexander_Rutskoy	https://www.wikidata.org/wiki/Q314116
cpb-aacip-507-vd6nz81n6r-transcript.ann	T117	person	9438	9453	Mr. Khasbulatov	https://en.wikipedia.org/wiki/Ruslan_Khasbulatov	https://www.wikidata.org/wiki/Q537251
cpb-aacip-507-vd6nz81n6r-transcript.ann	T118	person	9507	9525	RUSLAN KHASBULATOV	https://en.wikipedia.org/wiki/Ruslan_Khasbulatov	https://www.wikidata.org/wiki/Q537251
cpb-aacip-507-vd6nz81n6r-transcript.ann	T119	organization	9537	9555	Russian Parliament	https://en.wikipedia.org/wiki/Federal_Assembly_(Russia)	https://www.wikidata.org/wiki/Q457869
cpb-aacip-507-vd6nz81n6r-transcript.ann	T120	person	9612	9619	Rutskoi	https://en.wikipedia.org/wiki/Alexander_Rutskoy	https://www.wikidata.org/wiki/Q314116
cpb-aacip-507-vd6nz81n6r-transcript.ann	T121	person	9713	9725	MR. WILLIAMS		
cpb-aacip-507-vd6nz81n6r-transcript.ann	T122	person	9803	9821	RUSLAN KHASBULATOV	https://en.wikipedia.org/wiki/Ruslan_Khasbulatov	https://www.wikidata.org/wiki/Q537251
cpb-aacip-507-vd6nz81n6r-transcript.ann	T123	person	10003	10015	MR. WILLIAMS		
cpb-aacip-507-vd6nz81n6r-transcript.ann	T124	event	10021	10031	Afghan war	https://en.wikipedia.org/wiki/Soviet%E2%80%93Afghan_War	https://www.wikidata.org/wiki/Q83085
cpb-aacip-507-vd6nz81n6r-transcript.ann	T125	person	10041	10052	Mr. Rutskoi	https://en.wikipedia.org/wiki/Alexander_Rutskoy	https://www.wikidata.org/wiki/Q314116
cpb-aacip-507-vd6nz81n6r-transcript.ann	T126	person	10125	10142	ALEXANDER RUTSKOI	https://en.wikipedia.org/wiki/Alexander_Rutskoy	https://www.wikidata.org/wiki/Q314116
cpb-aacip-507-vd6nz81n6r-transcript.ann	T127	person	10335	10342	Yeltsin	https://en.wikipedia.org/wiki/Boris_Yeltsin	https://www.wikidata.org/wiki/Q34453
cpb-aacip-507-vd6nz81n6r-transcript.ann	T128	person	10406	10418	MR. WILLIAMS		
cpb-aacip-507-vd6nz81n6r-transcript.ann	T129	person	10533	10540	Rutskoi	https://en.wikipedia.org/wiki/Alexander_Rutskoy	https://www.wikidata.org/wiki/Q314116
cpb-aacip-507-vd6nz81n6r-transcript.ann	T130	person	10554	10561	Yeltsin	https://en.wikipedia.org/wiki/Boris_Yeltsin	https://www.wikidata.org/wiki/Q34453
cpb-aacip-507-vd6nz81n6r-transcript.ann	T131	person	10869	10876	Yeltsin	https://en.wikipedia.org/wiki/Boris_Yeltsin	https://www.wikidata.org/wiki/Q34453
cpb-aacip-507-vd6nz81n6r-transcript.ann	T132	person	10888	10905	ALEXANDER RUTSKOI	https://en.wikipedia.org/wiki/Alexander_Rutskoy	https://www.wikidata.org/wiki/Q314116
cpb-aacip-507-vd6nz81n6r-transcript.ann	T133	person	11122	11134	MR. WILLIAMS		
cpb-aacip-507-vd6nz81n6r-transcript.ann	T134	person	11243	11250	Yeltsin	https://en.wikipedia.org/wiki/Boris_Yeltsin	https://www.wikidata.org/wiki/Q34453
cpb-aacip-507-vd6nz81n6r-transcript.ann	T135	person	11376	11383	Rutskoi	https://en.wikipedia.org/wiki/Alexander_Rutskoy	https://www.wikidata.org/wiki/Q314116
cpb-aacip-507-vd6nz81n6r-transcript.ann	T136	person	11500	11507	Yeltsin	https://en.wikipedia.org/wiki/Boris_Yeltsin	https://www.wikidata.org/wiki/Q34453
cpb-aacip-507-vd6nz81n6r-transcript.ann	T137	person	11528	11541	Havel Grachov	https://en.wikipedia.org/wiki/Pavel_Grachev	https://www.wikidata.org/wiki/Q238754
cpb-aacip-507-vd6nz81n6r-transcript.ann	T138	person	11704	11717	Boris Yeltsin	https://en.wikipedia.org/wiki/Boris_Yeltsin	https://www.wikidata.org/wiki/Q34453
cpb-aacip-507-vd6nz81n6r-transcript.ann	T139	location	11752	11758	Russia	https://en.wikipedia.org/wiki/Russia	https://www.wikidata.org/wiki/Q159
cpb-aacip-507-vd6nz81n6r-transcript.ann	T140	person	12153	12164	Khasbulatov	https://en.wikipedia.org/wiki/Ruslan_Khasbulatov	https://www.wikidata.org/wiki/Q537251
cpb-aacip-507-vd6nz81n6r-transcript.ann	T141	person	12190	12197	Yeltsin	https://en.wikipedia.org/wiki/Boris_Yeltsin	https://www.wikidata.org/wiki/Q34453
cpb-aacip-507-vd6nz81n6r-transcript.ann	T142	organization	10461	10471	Parliament	https://en.wikipedia.org/wiki/Federal_Assembly_(Russia)	https://www.wikidata.org/wiki/Q457869
cpb-aacip-507-vd6nz81n6r-transcript.ann	T143	organization	11873	11883	Parliament	https://en.wikipedia.org/wiki/Federal_Assembly_(Russia)	https://www.wikidata.org/wiki/Q457869
cpb-aacip-507-vd6nz81n6r-transcript.ann	T144	location	12309	12323	Pushkin Square	https://en.wikipedia.org/wiki/Pushkinskaya_Square	https://www.wikidata.org/wiki/Q1110313
cpb-aacip-507-vd6nz81n6r-transcript.ann	T145	location	12340	12346	Moscow	https://en.wikipedia.org/wiki/Moscow	https://www.wikidata.org/wiki/Q649
cpb-aacip-507-vd6nz81n6r-transcript.ann	T146	location	12669	12675	Russia	https://en.wikipedia.org/wiki/Russia	https://www.wikidata.org/wiki/Q159
cpb-aacip-507-vd6nz81n6r-transcript.ann	T147	location	12725	12736	White House	https://en.wikipedia.org/wiki/White_House	https://www.wikidata.org/wiki/Q35525
cpb-aacip-507-vd6nz81n6r-transcript.ann	T148	location	12851	12862	White House	https://en.wikipedia.org/wiki/White_House	https://www.wikidata.org/wiki/Q35525
cpb-aacip-507-vd6nz81n6r-transcript.ann	T149	person	12881	12888	Yeltsin	https://en.wikipedia.org/wiki/Boris_Yeltsin	https://www.wikidata.org/wiki/Q34453
cpb-aacip-507-vd6nz81n6r-transcript.ann	T150	location	12995	13001	Moscow	https://en.wikipedia.org/wiki/Moscow	https://www.wikidata.org/wiki/Q649
cpb-aacip-507-vd6nz81n6r-transcript.ann	T151	title	13218	13240	FOCUS - CLINTON'S CURE		
cpb-aacip-507-vd6nz81n6r-transcript.ann	T152	person	13243	13253	MS. WARNER	https://en.wikipedia.org/wiki/Margaret_Warner	https://www.wikidata.org/wiki/Q6760001
cpb-aacip-507-vd6nz81n6r-transcript.ann	T153	person	13273	13280	Clinton	https://en.wikipedia.org/wiki/Bill_Clinton	https://www.wikidata.org/wiki/Q1124
cpb-aacip-507-vd6nz81n6r-transcript.ann	T154	organization	13407	13415	Congress	https://en.wikipedia.org/wiki/United_States_Congress	https://www.wikidata.org/wiki/Q11268
cpb-aacip-507-vd6nz81n6r-transcript.ann	T155	person	13624	13636	Kwame Holman	https://en.wikipedia.org/wiki/Kwame_Holman	https://www.wikidata.org/wiki/Q50410244
cpb-aacip-507-vd6nz81n6r-transcript.ann	T156	person	13653	13663	MR. HOLMAN	https://en.wikipedia.org/wiki/Kwame_Holman	https://www.wikidata.org/wiki/Q50410244
cpb-aacip-507-vd6nz81n6r-transcript.ann	T157	person	13741	13755	Harris Wofford	https://en.wikipedia.org/wiki/Harris_Wofford	https://www.wikidata.org/wiki/Q323511
cpb-aacip-507-vd6nz81n6r-transcript.ann	T158	person	13823	13830	Wofford	https://en.wikipedia.org/wiki/Harris_Wofford	https://www.wikidata.org/wiki/Q323511
cpb-aacip-507-vd6nz81n6r-transcript.ann	T159	person	13832	13839	Wofford	https://en.wikipedia.org/wiki/Harris_Wofford	https://www.wikidata.org/wiki/Q323511
