at,scene-type,subtype label,modifier
00:27:26.044,C,,False
00:27:26.544,C,,False
00:27:27.545,C,,False
00:27:28.046,C,,False
00:27:28.546,C,,False
00:27:29.047,C,,False
00:27:30.548,C,,False
00:27:33.051,C,,False
00:27:34.552,C,,False
00:27:35.053,C,,False
00:27:36.554,R,,False
00:27:37.055,R,,False
00:27:37.555,R,,False
00:27:38.056,R,,False
00:27:38.556,R,,False
00:27:39.057,R,,False
00:27:39.557,R,,False
00:27:40.058,R,,False
00:27:40.558,R,,True
00:27:43.561,G,,False
00:27:44.062,G,,False
00:27:44.562,G,,False
00:27:45.563,G,,False
00:27:46.064,G,,False
00:27:46.564,G,,False
00:27:49.534,G,,False
00:27:50.035,G,,False
00:27:50.535,G,,False
00:27:52.037,G,,False
00:27:52.537,G,,False
00:27:53.538,G,,False
00:27:56.041,G,,False
00:27:56.541,G,,False
00:27:57.042,G,,False
00:27:57.542,G,,False
00:27:59.044,G,,False
00:28:00.545,G,,False
00:28:01.046,G,,False
00:28:01.546,G,,False
00:28:02.047,G,,False
00:28:03.048,G,,False
00:28:06.051,G,,False
00:28:06.551,G,,False
00:28:09.054,G,,False
00:28:10.555,G,,False
00:28:11.056,G,,False
00:28:12.057,G,,False
00:28:14.059,G,,False
