at,scene-type,subtype label,modifier
00:42:17.535,F,,False
00:42:19.036,-,,False
00:43:06.550,-,,False
00:43:15.059,-,,False
00:43:43.554,E,,False
00:43:44.555,-,,False
00:43:54.031,-,,False
00:45:07.037,-,,False
00:45:51.548,P,,False
00:46:49.039,-,,False
00:47:26.043,P,,False
00:48:03.046,P,,False
00:48:42.552,-,,False
00:49:14.551,-,,False
00:49:21.558,-,,False
00:49:33.537,P,,False
00:50:01.031,-,,False
00:50:20.050,F,,False
00:50:40.537,-,,False
00:51:26.049,P,,False
00:51:29.553,P,,False
00:51:30.053,P,,False
00:51:34.057,P,,False
00:51:37.060,P,,False
00:51:45.535,-,,False
00:52:41.057,-,,False
00:53:10.554,P,,False
00:53:26.536,-,,False
00:53:53.530,-,,False
00:54:06.543,F,,False
00:54:20.056,-,,False
00:54:28.031,F,,False
00:54:49.052,P,,False
00:54:50.553,P,,False
00:54:59.062,P,,False
00:55:05.535,-,,False
00:55:17.547,-,,False
00:55:18.048,-,,False
00:55:29.559,-,,False
00:55:30.560,-,,False
00:55:36.032,-,,False
00:55:36.533,F,,False
00:55:51.548,P,,False
00:55:52.048,P,,False
00:55:52.549,P,,False
00:55:56.052,-,,False
00:56:08.531,C,,False
00:56:10.033,C,,False
00:56:13.536,C,,False
00:56:16.539,C,,False
00:56:23.046,C,,False
00:56:27.550,C,,False
00:56:29.052,C,,False
00:56:31.054,C,,False
00:56:32.555,C,,False
00:56:34.557,C,,False
00:56:35.058,C,,False
00:56:35.558,C,,False
00:56:36.059,C,,False
00:56:38.061,C,,False
00:56:39.562,C,,False
00:56:41.030,C,,False
00:56:41.531,C,,False
00:56:44.534,C,,False
00:56:49.038,C,,False
00:56:52.041,C,,False
00:56:56.546,C,,False
00:56:57.547,C,,False
00:57:05.555,R,,False
00:57:13.062,G,,False
00:57:14.030,G,,False
00:57:14.531,G,,False
00:57:15.031,G,,False
00:57:16.032,G,,False
00:57:16.533,G,,False
00:57:17.033,G,,False
00:57:18.034,G,,False
00:57:18.535,G,,False
00:57:19.035,G,,False
00:57:21.538,G,,False
00:57:22.038,L,,True
00:57:22.539,L,,True
00:57:23.039,L,,True
00:57:23.540,L,,False
00:57:24.541,L,,False
00:57:25.041,L,,False
00:57:27.544,L,,False
00:57:28.044,L,,False
00:57:28.545,L,,False
00:57:29.045,L,,True
00:57:31.047,G,,False
00:57:31.548,G,,False
00:57:32.048,G,,False
00:57:33.550,G,,False
00:57:34.050,G,,False
00:57:34.551,G,,False
00:57:35.051,G,,False
00:57:36.052,G,,False
00:57:37.554,G,,False
00:57:38.555,G,,False
00:57:39.055,G,,False
00:57:39.556,G,,False
00:57:40.557,G,,False
00:57:41.558,G,,False
00:57:42.058,G,,False
00:57:42.559,G,,False
00:57:43.059,G,,False
00:57:44.060,G,,False
00:57:44.561,G,,False
00:57:50.033,L,,False
