at,scene-type,subtype label,modifier
00:09:28.534,F,,False
00:10:12.044,-,,False
00:10:21.053,-,,False
00:10:22.054,-,,False
00:10:23.055,-,,False
00:11:24.050,I,,False
00:11:53.546,P,,False
00:12:08.060,P,,False
00:12:09.562,F,,False
00:12:10.563,F,,False
00:12:11.063,F,,False
00:12:12.064,F,,False
00:12:36.055,I,,False
00:12:37.056,I,,False
00:13:35.548,F,,False
00:13:36.549,F,,False
00:13:37.049,-,,False
00:13:45.558,F,,False
00:14:10.549,P,,False
00:14:17.056,P,,False
00:14:41.547,I,,False
00:14:42.548,I,,False
00:14:43.549,I,,False
00:14:56.061,P,,False
00:16:22.548,P,,False
00:16:32.558,E,,False
00:16:35.060,E,,False
00:16:36.562,E,,False
00:16:37.062,E,,False
00:16:37.563,E,,False
00:16:38.564,E,,False
00:16:40.065,E,,False
00:16:42.534,E,,False
00:17:21.540,I,,False
00:17:32.051,F,,False
00:17:37.056,-,,False
00:17:46.565,F,,False
00:17:50.035,F,,False
00:17:50.536,F,,False
00:17:51.036,F,,False
00:17:59.545,F,,False
00:18:12.558,P,,False
00:18:17.563,P,,False
00:18:23.535,-,,False
00:18:24.536,-,,False
00:18:34.546,F,,False
00:18:35.047,F,,False
00:18:36.548,F,,False
00:18:39.551,F,,False
00:19:08.046,P,,False
00:19:09.047,P,,False
00:19:13.051,P,,False
00:19:13.552,P,,False
00:19:16.054,P,,False
00:19:21.560,F,,False
00:19:34.540,I,,False
00:19:45.050,-,,False
00:19:49.054,P,,False
00:20:42.040,F,,False
00:21:29.554,-,,False
00:21:43.035,P,,False
00:21:44.036,P,,False
00:21:53.045,-,,False
00:22:03.055,-,,False
00:22:04.056,-,,False
00:22:07.059,-,,False
00:23:37.549,F,,False
00:23:38.049,F,,False
00:23:39.050,F,,False
00:23:39.551,F,,False
00:24:00.539,-,,False
00:24:08.547,-,,False
00:24:09.548,-,,False
00:24:10.549,-,,False
00:24:24.563,-,,False
00:25:08.039,F,,False
00:26:10.535,F,,False
00:26:11.536,-,,False
00:26:16.041,-,,False
00:26:25.550,-,,False
00:26:56.548,-,,False
00:27:02.053,I,,False
00:27:02.554,I,,False
00:27:23.041,I,,True
00:27:23.541,I,,False
00:27:24.042,I,,False
00:27:25.043,I,,False
00:27:25.543,I,,False
00:27:26.044,I,,False
00:27:26.544,I,,False
00:27:27.045,I,,False
00:27:28.046,P,,False
00:27:30.048,P,,False
00:27:31.549,P,,False
00:27:40.558,-,,False
00:27:41.559,-,,False
00:27:42.560,-,,False
00:27:45.563,-,,False
00:27:46.064,-,,False
00:27:49.534,I,,False
00:27:52.537,I,,False
00:28:30.041,F,,False
00:28:30.542,F,,False
00:28:31.042,F,,False
00:28:32.043,F,,False
00:28:53.531,I,,False
00:28:59.037,P,,False
00:29:03.541,F,,False
00:29:04.042,F,,False
00:29:07.545,F,,False
00:29:28.533,-,,False
00:30:00.064,M,,False
00:30:13.044,C,,False
00:30:14.045,C,,False
00:30:15.046,C,,False
00:30:16.548,C,,False
00:30:17.048,C,,False
00:30:17.549,C,,False
00:30:19.050,C,,True
00:30:20.552,C,,False
00:30:21.052,C,,False
00:30:21.553,C,,False
00:30:22.554,C,,False
00:30:27.058,C,,False
00:30:30.061,R,,True
00:30:30.562,R,,False
00:30:31.062,R,,False
00:30:32.063,R,,False
00:30:35.533,R,,True
