at,scene-type,subtype label,modifier
00:28:15.560,I,,False
00:28:17.562,I,,False
00:28:18.063,I,,False
00:28:45.056,-,,False
00:28:57.035,-,,False
00:29:30.034,-,,False
00:30:35.033,-,,False
00:30:35.533,-,,False
00:30:41.039,I,,False
00:30:41.539,I,,False
00:30:42.040,I,,False
00:30:42.540,I,,False
00:30:43.041,I,,False
00:30:44.042,I,,False
00:30:44.542,I,,False
00:30:45.543,I,,False
00:30:46.044,I,,False
00:30:46.544,I,,False
00:30:47.045,I,,False
00:30:47.545,I,,False
00:30:48.546,N,,False
00:30:50.048,N,,False
00:30:51.049,N,,False
00:30:51.549,N,,False
00:30:52.550,N,,False
00:30:53.551,N,,False
00:30:54.052,N,,False
00:30:54.552,N,,False
00:31:04.562,P,,False
00:31:08.032,P,,False
00:31:11.536,P,,False
00:31:13.538,P,,False
00:31:15.039,P,,False
00:31:27.051,P,,False
00:31:30.054,P,,False
00:31:32.056,P,,False
00:31:39.564,P,,False
00:32:09.560,P,,False
00:32:10.061,P,,False
00:32:15.033,P,,False
00:32:15.533,P,,False
00:32:18.536,P,,False
00:32:19.037,P,,False
00:32:21.539,P,,False
00:32:23.041,P,,False
00:32:34.052,P,,False
00:32:41.059,P,,False
00:32:42.060,P,,False
00:32:44.062,P,,False
00:32:46.564,P,,False
00:32:47.031,P,,False
00:32:47.532,P,,False
00:32:48.032,P,,False
00:32:48.533,P,,False
00:33:35.546,P,,False
00:33:38.049,P,,False
00:33:39.050,P,,False
00:33:40.051,P,,False
00:33:52.063,P,,False
00:34:18.056,P,,False
00:34:19.056,P,,False
00:34:24.562,P,,False
00:34:28.032,P,,False
00:34:34.038,P,,False
00:34:34.539,P,,False
00:35:00.064,P,,False
00:35:04.035,P,,False
00:35:08.039,P,,False
00:35:19.050,P,,False
00:36:04.061,-,,False
00:36:34.559,Y,,False
00:36:35.560,Y,,False
00:36:37.562,Y,,False
00:36:38.062,Y,,False
00:36:45.536,P,,False
00:36:46.037,P,,False
00:36:48.539,P,,False
00:36:55.546,P,,False
00:36:56.047,P,,False
00:37:03.554,P,,False
00:37:06.057,I,,False
00:37:06.557,I,,False
00:37:07.058,I,,False
00:37:07.558,I,,False
00:37:08.059,I,,False
00:37:08.559,I,,False
00:37:09.060,I,,False
00:37:09.560,I,,False
00:37:10.061,I,,False
00:37:10.561,I,,False
00:37:11.062,I,,False
00:37:11.562,I,,False
00:37:12.063,I,,False
00:37:12.563,I,,True
00:37:14.532,P,,False
00:37:23.040,I,,False
00:37:32.049,P,,False
00:37:47.531,-,,False
00:37:57.541,-,,False
00:38:03.547,P,,False
00:38:05.549,P,,False
00:38:56.534,-,,False
00:39:02.540,-,,False
00:39:20.057,-,,False
00:39:20.558,-,,False
00:39:23.561,-,,False
00:39:24.562,-,,False
00:39:25.563,-,,False
00:39:26.564,-,,False
00:39:27.031,-,,False
00:39:31.035,-,,False
00:39:47.551,P,,False
00:39:48.052,P,,False
00:39:48.552,P,,False
00:39:51.055,P,,False
00:40:11.041,P,,False
00:40:12.042,P,,False
00:40:16.547,P,,False
00:40:29.059,P,,False
00:40:32.062,P,,False
00:40:33.063,P,,False
00:40:33.531,P,,False
00:40:34.031,P,,False
00:40:35.032,P,,False
00:40:35.533,P,,False
00:40:37.034,P,,False
00:40:38.536,P,,False
00:40:52.550,P,,False
00:40:58.055,P,,False
00:41:10.534,-,,False
00:41:11.035,-,,False
00:41:11.535,-,,False
00:41:14.038,-,,False
00:41:14.538,-,,False
00:41:16.540,-,,False
00:41:17.041,-,,False
00:41:19.043,-,,False
00:41:20.044,P,,False
00:41:21.545,P,,False
00:41:23.547,P,,False
00:41:30.054,P,,False
00:41:32.056,P,,False
00:41:43.534,-,,False
00:41:51.041,-,,False
00:41:54.545,-,,False
00:41:56.547,-,,False
00:42:05.055,-,,False
00:42:15.533,F,,False
00:43:42.052,-,,False
00:43:43.053,-,,False
00:43:43.554,-,,False
00:43:47.057,-,,False
00:43:48.559,-,,False
00:43:52.563,-,,False
00:43:56.033,-,,False
00:44:16.053,-,,False
00:44:36.040,P,,False
00:44:48.052,T,,False
00:44:48.552,T,,False
00:44:49.053,T,,False
00:44:50.054,T,,False
00:45:04.034,-,,False
00:45:18.549,-,,False
00:45:20.551,-,,False
00:45:22.052,I,,False
00:45:23.554,I,,False
00:45:24.054,I,,False
00:45:24.555,I,,False
00:45:25.055,I,,False
00:45:26.056,I,,False
00:45:26.557,I,,False
00:45:27.558,I,,False
00:45:29.560,P,,False
00:45:30.060,P,,False
00:45:32.062,P,,False
00:45:34.531,P,,False
00:45:37.534,P,,False
00:45:45.542,P,,False
00:45:46.043,P,,False
00:45:47.544,P,,False
00:45:54.551,P,,False
00:45:55.052,P,,False
00:45:55.552,P,,False
00:45:57.554,P,,False
00:46:00.057,P,,False
00:46:01.058,P,,False
00:46:04.061,P,,False
00:46:31.054,P,,False
00:46:40.531,P,,False
00:46:41.532,P,,False
00:46:49.540,P,,False
00:46:54.044,P,,False
00:46:54.545,P,,False
00:47:00.551,P,,False
00:47:01.051,P,,False
00:47:29.546,-,,False
00:48:18.562,P,,False
00:48:54.531,-,,False
00:49:01.038,P,,False
00:49:11.048,P,,False
00:49:30.534,T,,False
00:49:32.536,T,,False
00:49:34.037,T,,False
00:49:34.538,T,,False
00:49:35.539,T,,False
00:49:36.039,T,,False
00:50:02.032,F,,False
00:50:07.037,P,,False
00:50:27.057,P,,False
00:50:43.540,-,,False
00:50:56.553,P,,False
00:50:57.554,P,,False
00:51:30.554,P,,False
00:51:32.556,-,,False
00:51:35.058,-,,False
00:51:44.534,-,,False
00:51:54.544,-,,False
00:52:20.036,P,,False
00:52:22.038,P,,False
00:52:38.054,-,,False
00:53:24.534,P,,False
00:53:47.557,P,,False
00:53:48.558,-,,False
00:53:49.559,-,,False
00:54:45.548,-,,False
00:54:49.552,-,,False
00:54:51.054,-,,False
00:55:15.045,-,,False
00:55:53.049,-,,False
00:56:17.040,P,,False
00:56:29.052,-,,False
00:56:34.557,-,,False
00:56:35.058,-,,False
00:56:36.559,-,,False
00:56:49.539,-,,False
00:57:01.050,-,,False
00:57:01.551,-,,False
00:57:02.552,-,,False
00:57:04.053,-,,False
00:57:04.554,-,,False
00:57:05.054,-,,False
00:57:06.556,-,,False
00:57:10.560,C,,False
00:57:11.060,C,,False
00:57:11.561,C,,False
00:57:12.061,C,,False
00:57:36.553,C,,False
00:57:37.053,C,,False
00:57:44.561,C,,False
00:57:59.542,C,,False
00:58:01.544,C,,False
00:58:10.053,R,,True
00:58:13.056,L,,False
00:58:17.560,L,,False
00:58:18.061,L,,True
00:58:19.062,G,,False
00:58:21.030,G,,False
00:58:21.531,G,,False
00:58:22.031,G,,False
00:58:24.033,L,,False
00:58:25.034,L,,False
00:58:29.038,L,,False
00:58:35.044,L,,False
