index	starts	ends	content
67	00:06:16.600	00:06:20.960	White House to Mrs. Clinton to ask if she can
68	00:06:20.970	00:06:24.970	identify the number or the person. Basically, we'll, after we
69	00:06:24.980	00:06:30.970	make some typographical and grammar corrections, we'll have it available.
70	00:06:30.980	00:06:34.530	Pardon. Oh, we have a corrected copy. Well, let's have
71	00:06:34.540	00:06:40.110	it verified and, and we will ask that this interrogatory
72	00:06:40.120	00:06:46.520	be undertaken by Mrs. Clinton. Mr. Chairman, I appreciate we
73	00:06:46.530	00:06:51.790	had the opportunity to consult. This is--it's obviously an
74	00:06:51.800	00:06:57.830	unusual and unprecedented action, to send interrogatories to the First
75	00:06:57.840	00:07:02.200	Lady, and this is an unusual situation, this particular one.
76	00:07:02.210	00:07:05.550	We made every effort to obtain information from the sources,
77	00:07:05.560	00:07:08.360	the telephone company and so forth, and we have not
78	00:07:08.370	00:07:11.770	been able to get full information. So I think the
79	00:07:11.780	00:07:16.980	interrogatories in this instance are appropriate. House Speaker Gingrich attacked
80	00:07:16.990	00:07:20.990	the Federal Election Commission today. He denied an FEC charge
81	00:07:21.000	00:07:25.930	yesterday that a Republican Political Action Committee called GOPAC violated
82	00:07:25.940	00:07:30.240	election laws. The FEC said GOPAC, then headed by Gingrich,
83	00:07:30.250	00:07:36.100	gave $250,000 to his reelection campaign in 1990. Until '91,
84	00:07:36.110	00:07:38.990	GOPAC was limited by law to spending money on state
85	00:07:39.000	00:07:44.290	and local candidates. Gingrich responded to reporters' questions this morning.
86	00:07:44.300	00:07:46.120	Did GOPAC ever contribute to your 1990 campaign? No, it
87	00:07:46.130	00:07:47.970	did not in any way. Not at all? And the
88	00:07:47.980	00:07:51.780	FEC filings are false and malicious. There's an old rule.
89	00:07:51.790	00:07:53.900	If you have the facts, pound the facts. If you
90	00:07:53.910	00:07:55.850	have the law, pound the law. If you don't have
91	00:07:55.860	00:07:58.230	the facts or the law, pound the table. The FEC
92	00:07:58.240	00:08:01.500	is pounding the table. It's a false and malicious charge.
93	00:08:01.510	00:08:04.500	Bill Clinton became the first American President to visit Northern
94	00:08:04.510	00:08:08.060	Ireland today. Hundreds of well-wishers turned out to greet him
95	00:08:08.070	00:08:11.570	and Mrs. Clinton as they arrived in Belfast. They visited
96	00:08:11.580	00:08:15.140	both Catholic and Protestant neighborhoods, shaking hands with people in
97	00:08:15.150	00:08:18.510	the crowd. At the Mackie Engineering plant, the President was
98	00:08:18.520	00:08:23.050	introduced by two children of plant workers. My first daddy
99	00:08:23.060	00:08:25.700	died in the troubles. It was the saddest day of
100	00:08:25.710	00:08:30.500	my life. I still think of him. Now it is
101	00:08:30.510	00:08:33.410	nice and peaceful. I like having peace and quiet for
102	00:08:33.420	00:08:38.050	a change, instead of people shooting and killing. My Christmas
103	00:08:38.060	00:08:40.630	wish is that peace and love will last in Ireland
104	00:08:40.640	00:08:45.300	forever. Please have a safe journey back to America. I
105	00:08:45.310	00:08:49.040	hope you enjoyed your visit to Ireland. And now, ladies
106	00:08:49.050	00:08:52.210	and gentlemen, we would like to introduce the President of
107	00:08:52.220	00:09:04.200	the United States. This is one of those occasions where
108	00:09:04.210	00:09:08.430	I really feel that all that needs to be said
109	00:09:08.440	00:09:14.910	has already been said. For 25 years now, the history
110	00:09:14.920	00:09:17.940	of Northern Ireland has been written in the blood of
111	00:09:17.950	00:09:22.000	its children and their parents. The ceasefire turned the page
112	00:09:22.010	00:09:25.350	on that history. It must not be allowed to turn
113	00:09:25.360	00:09:31.730	back. Later, the Clintons traveled to Londonderry. Thousands were on
114	00:09:31.740	00:09:34.020	hand for the President's speech in the streets of the
115	00:09:34.030	00:09:38.770	300-year-old city. They waved British, Irish, and American flags. President
116	00:09:38.780	00:09:41.570	Clinton told them to work together for peace. The Clintons
117	00:09:41.580	00:09:44.060	returned to Belfast later in the day, where the President
118	00:09:44.070	00:09:46.710	lit a Christmas tree donated by the city of Nashville,
119	00:09:46.720	00:09:50.800	Tennessee. Fifty thousand people attended the ceremony in the square
120	00:09:50.810	00:09:53.480	in front of City Hall. Mr. and Mrs. Clinton will
121	00:09:53.490	00:09:57.840	travel to the Irish capital of Dublin tomorrow. Lumpectomies are
122	00:09:57.850	00:10:01.900	effective in treating early-stage breast cancer. That conclusion from the
123	00:10:01.910	00:10:05.000	National Cancer Institute was published today in the "New England
124	00:10:05.010	00:10:08.380	Journal of Medicine." The report was prompted by questions that
125	00:10:08.390	00:10:13.000	had arisen about the reliability of a 1985 landmark study
126	00:10:13.010	00:10:15.860	of lumpectomies. We'll have more on this story later in
127	00:10:15.870	00:10:19.250	the program. Three days of rain have triggered heavy flooding
128	00:10:19.260	00:10:23.060	in the Pacific Northwest. Every major river in Western Washington
129	00:10:23.070	00:10:27.270	State has flooded, forcing hundreds to evacuate. Gov. Lowry declared
130	00:10:27.280	00:10:30.980	a state of emergency in 14 counties. And in Northwestern
131	00:10:30.990	00:10:35.900	Oregon, mudslides have closed sections of Highway 101 and flood
132	00:10:35.910	00:10:40.530	warnings are issued near four rivers. A volcano in Nicaragua
133	00:10:40.540	00:10:44.780	called Cerro Negro erupted today. It exploded in Leon, northwest
134	00:10:44.790	00:10:48.410	of the capital of Managua. Sand and lava covered fields,
135	00:10:48.420	00:10:52.850	blocked roads, and contaminated wells. No injuries were reported, but
136	00:10:52.860	00:10:56.610	thousands of people have been forced to flee their homes.
137	00:10:56.620	00:10:58.970	And that's it for the News Summary tonight. Now it's
138	00:10:58.980	00:11:03.500	on to Senator McCain, Bosnia hearings, the U.S. as the
139	00:11:03.510	00:11:08.320	world's peacemakers and keepers, new word on breast cancer treatment,
140	00:11:08.330	00:11:21.560	and Gergen and Gates. The Bosnia mission again leads the
141	00:11:21.570	00:11:25.830	program tonight. Our continuing coverage begins with an important development
142	00:11:25.840	00:11:30.330	on the Senate floor today. Elizabeth Farnsworth has that story.
143	00:11:30.340	00:11:33.080	Senate Majority Leader Robert Dole took the floor late this
144	00:11:33.090	00:11:36.760	afternoon along with a bipartisan group of colleagues. They said
145	00:11:36.770	00:11:39.320	they were working on a resolution that would support the
146	00:11:39.330	00:11:43.050	administration's troop deployment in Bosnia and try to define its
147	00:11:43.060	00:11:46.630	limits. One of the Senators joining Dole was Republican John
148	00:11:46.640	00:11:50.520	McCain of Arizona, who had previously raised numerous questions about
149	00:11:50.530	00:11:53.590	the deployment. He joins us now from the Senate. Thank
150	00:11:53.600	00:11:56.030	you for being with us, Senator McCain. Thank you, Elizabeth.
151	00:11:56.040	00:11:59.220	What has led you to move towards supporting the President
152	00:11:59.230	00:12:03.020	in the deployment of troops in Bosnia, albeit with reservations?
153	00:12:03.030	00:12:06.730	Elizabeth, I don't support the deployment of the troops. I've
154	00:12:06.740	00:12:10.060	accepted the fact that the troops are going. There is
155	00:12:10.070	00:12:13.990	nothing the Congress of the United States can do in
156	00:12:14.000	00:12:18.750	reality to stop the deployment. We could pass a block
157	00:12:18.760	00:12:22.950	cutting off funds. The President's veto of that could clearly
158	00:12:22.960	00:12:27.920	be sustained. So we are faced with the situation where
159	00:12:27.930	00:12:31.600	very shortly 20,000 Americans are going to be in Bosnia.
160	00:12:31.610	00:12:35.220	It seems to me that then if that is the
161	00:12:35.230	00:12:38.520	case, and it clearly is, that we should then do
162	00:12:38.530	00:12:42.520	whatever we can to make sure that that deployment is
163	00:12:42.530	00:12:45.940	successful, that they are back in a year, and that
164	00:12:45.950	00:12:48.320	when they leave, there is an opportunity for a lasting
165	00:12:48.330	00:12:50.830	peace, and could I add one more point? Now that
166	00:12:50.840	00:12:54.260	the President of the United States has committed these troops
167	00:12:54.270	00:12:57.710	for us to, if we could, say that isn't going
168	00:12:57.720	00:13:00.770	to happen, then I think it could have negative consequences
169	00:13:00.780	00:13:05.390	on our credibility as a nation, on the NATO alliance,
170	00:13:05.400	00:13:08.530	and, of course, in the view of the three parties
171	00:13:08.540	00:13:11.690	that signed the agreement in Dayton, it could reignite the
172	00:13:11.700	00:13:16.200	conflict in Bosnia. So I guess what I'm saying is
173	00:13:16.210	00:13:18.780	I'm playing the hand that we're dealt. What conditions do
174	00:13:18.790	00:13:20.760	you and your colleagues hope to get in to a
175	00:13:20.770	00:13:25.800	resolution of, of into the authorization resolution? Well, Senator Dole
176	00:13:25.810	00:13:29.100	and I have consulted with people like Jean Kirkpatrick, Richard
177	00:13:29.110	00:13:34.460	Perle, Brent Scowcroft, Paul Wolfowitz, Zbig Brzezinski and others, and
178	00:13:34.470	00:13:39.040	basically what we've sought is fundamentally two things. One is
179	00:13:39.050	00:13:42.190	that our American military will be confined to purely military
180	00:13:42.200	00:13:47.300	mission, this business of resettling refugees or nation building, or
181	00:13:47.310	00:13:50.260	repeating the mistakes we made in places like Somalia that
182	00:13:50.270	00:13:54.450	we just do not believe that that is a reasonable
183	00:13:54.460	00:13:57.140	role, and we want it, their role to be confined
184	00:13:57.150	00:13:59.930	to pure military activities. So second and probably far more
185	00:13:59.940	00:14:03.290	important is that we believe that if there's going to
186	00:14:03.300	00:14:06.070	be a lasting peace or, in the words of one
187	00:14:06.080	00:14:08.720	of our witnesses before the Armed Services Committee, a lasting
188	00:14:08.730	00:14:14.520	ceasefire, that there must be a battlefield of stability and
189	00:14:14.530	00:14:18.290	parity, and as far as the military capabilities of the
190	00:14:18.300	00:14:21.710	Bosnians are concerned. And we want the Bosnians trained, armed,
191	00:14:21.720	00:14:25.670	and equipped, and capable of defending themselves when we leave.
192	00:14:25.680	00:14:28.500	How about a clear exit strategy, is that something you'll
193	00:14:28.510	00:14:32.350	be working on too? Yes, Elizabeth, but the most important
194	00:14:32.360	00:14:36.460	part of the exit strategy would be a stable military
195	00:14:36.470	00:14:40.900	situation in the region, so that fighting wouldn't start right
196	00:14:40.910	00:14:45.070	away. We would envision the United States being there for
197	00:14:45.080	00:14:48.490	a year, everything remaining quiet. If the Bosnians are very
198	00:14:48.500	00:14:52.030	weak, then of course they might fall prey to an
199	00:14:52.040	00:14:55.900	attack by the Serbs or even the Croats at some
200	00:14:55.910	00:14:59.220	point in the not-too-distant future after the United States troops
201	00:14:59.230	00:15:02.970	leave. Senator, you said no non-military activities. As you understand
202	00:15:02.980	00:15:06.840	the annexes to the peace agreement, are there non-military activities
203	00:15:06.850	00:15:09.850	called for? Well, there's a great deal of ambivalence about
204	00:15:09.860	00:15:14.460	that, Elizabeth. The agreement, itself, calls, as you know, for
205	00:15:14.470	00:15:20.750	resettlement of refugees, for elections, for all kinds of civilian
206	00:15:20.760	00:15:24.460	or civil kinds of activities. And we don't object to
207	00:15:24.470	00:15:26.860	any of that, although I think it's very unrealistic, to
208	00:15:26.870	00:15:29.240	be honest. But we don't object to that. We just
209	00:15:29.250	00:15:32.190	don't--we just want to make absolutely sure that American
210	00:15:32.200	00:15:36.260	military personnel are not engaged in those kinds of activities.
211	00:15:36.270	00:15:38.900	In your statement on the Senate floor today, you urged
212	00:15:38.910	00:15:42.650	your Republican colleagues to consider very carefully the institution of
213	00:15:42.660	00:15:45.770	the presidency as they make this decision. Could you elaborate
214	00:15:45.780	00:15:48.830	on that? I absolutely will, Elizabeth, and I think this
215	00:15:48.840	00:15:51.900	is a fundamental and important point. Thomas Jefferson sent the
216	00:15:51.910	00:15:54.500	United States Navy, without the permission of Congress, to wipe
217	00:15:54.510	00:15:59.380	out the Barbary Pirates. President Reagan sent Americans to invade
218	00:15:59.390	00:16:02.980	Grenada. President Bush invaded Panama, et cetera. And as you
219	00:16:02.990	00:16:05.220	know, President Bush made it very clear that if he
220	00:16:05.230	00:16:08.020	did not receive authorization from Congress, he was still going
221	00:16:08.030	00:16:11.140	into the Persian Gulf. He believed he had that constitutional
222	00:16:11.150	00:16:14.270	authority, and by the way, I believe he does too.
223	00:16:14.280	00:16:18.490	So I want us to consider this issue and the
224	00:16:18.500	00:16:22.800	President's authority to commit American troops in a nonpartisan fashion
225	00:16:22.810	00:16:24.980	and to treat it exactly the same as if it
226	00:16:24.990	00:16:28.010	were a Republican President as it is with a Democrat
227	00:16:28.020	00:16:31.150	President. Otherwise, I think in the long run, we could
228	00:16:31.160	00:16:35.340	show disrespect to the very document under which we function.
229	00:16:35.350	00:16:38.430	You also said in your statement that you recognize that
230	00:16:38.440	00:16:41.260	you will bear some of the responsibility in the event
231	00:16:41.270	00:16:43.900	that something goes wrong. Do you think this is important
232	00:16:43.910	00:16:48.250	for our government, that Congress also is bearing the responsibility?
233	00:16:48.260	00:16:50.750	I do. And that's why I think the proposals I've
234	00:16:50.760	00:16:54.290	heard that one of the--maybe the House would just
235	00:16:54.300	00:16:58.940	say we don't vote at all, or a straight vote
236	00:16:58.950	00:17:03.530	of disapproval, which would not be--have to be adhered
237	00:17:03.540	00:17:07.450	to, those things, I think, might make us feel good,
238	00:17:07.460	00:17:10.250	but I do believe that if we accept, as I
239	00:17:10.260	00:17:12.310	said at the beginning of our conversation, that the troops
240	00:17:12.320	00:17:15.940	are going, then it is our obligation to minimize the
241	00:17:15.950	00:17:18.550	loss of life and do whatever we can in our
242	00:17:18.560	00:17:23.100	best judgment to ensure that the mission is most successful.
243	00:17:23.110	00:17:27.700	It seems to me that we abrogate our responsibilities if
244	00:17:27.710	00:17:31.430	we don't actively engage in that effort. Have you spoken
245	00:17:31.440	00:17:35.100	about this with Senator Gramm, whose campaign for the presidency,
246	00:17:35.110	00:17:36.940	you, I think you're the national chairman of it, aren't
247	00:17:36.950	00:17:39.100	you, and who has come out--at least he has
248	00:17:39.110	00:17:42.560	spoken in opposition to the deployment of troops. Absolutely. And
249	00:17:42.570	00:17:45.510	I oppose the deployment as well. I don't think he
250	00:17:45.520	00:17:50.040	agrees with this, this authorization proposal that we're working on,
251	00:17:50.050	00:17:54.090	but Senator Gramm and I have disagreed in the past,
252	00:17:54.100	00:17:57.410	for example, on the issue of normalization of relations with
253	00:17:57.420	00:18:02.250	Vietnam. But we--I'll remain his supporter and I will
254	00:18:02.260	00:18:06.460	remain in close consultation with him on this issue. Senator
255	00:18:06.470	00:18:08.800	McCain, you come to this with a very unique vantage
256	00:18:08.810	00:18:11.530	point, having been a POW in Vietnam for so many
257	00:18:11.540	00:18:14.140	years. I would imagine this has been difficult for you,
258	00:18:14.150	00:18:16.330	thinking this through, and then deciding to do what you're
259	00:18:16.340	00:18:19.580	doing now. Elizabeth, could I say, first of all, I
260	00:18:19.590	00:18:23.670	try to put that behind me and try to do
261	00:18:23.680	00:18:25.310	what I think is in the best interest of the
262	00:18:25.320	00:18:29.660	country. And I'll tell you candidly these phone calls and
263	00:18:29.670	00:18:35.280	sentiment in my state are overwhelmingly against supporting this deployment.
264	00:18:35.290	00:18:38.950	I don't support it, but I do believe that my
265	00:18:38.960	00:18:41.720	obligation is not to take a hike on issues like
266	00:18:41.730	00:18:45.500	these, but it is to try to do what's best.
267	00:18:45.510	00:18:50.030	If one young American dies because we didn't do everything
268	00:18:50.040	00:18:53.600	we could to make this very risky expedition as safe
269	00:18:53.610	00:18:55.980	as possible, then I don't think we have a clear
270	00:18:55.990	00:19:01.150	conscience. And I also feel that we are judged by
271	00:19:01.160	00:19:05.320	history, not by the daily polls. Thank you for being
272	00:19:05.330	00:19:08.600	with us, Senator. Thank you, Elizabeth. Elsewhere on the capital
273	00:19:08.610	00:19:11.680	today, the administration went about the job of selling the
274	00:19:11.690	00:19:16.200	Bosnia mission. Margaret Warner reports on that. Three top Clinton
275	00:19:16.210	00:19:20.030	administration officials came before the House International Affairs Committee today
276	00:19:20.040	00:19:23.470	to outline the proposed U.S. mission in Bosnia. It was
277	00:19:23.480	00:19:26.750	the first time that administration officials had laid out the
278	00:19:26.760	00:19:31.180	specifics of the Bosnia military operation to Congress since President
279	00:19:31.190	00:19:34.940	Clinton announced his intention to have U.S. troops participate in
280	00:19:34.950	00:19:39.860	a NATO peace enforcement operation. Secretary of State Warren Christopher
281	00:19:39.870	00:19:43.730	began by arguing that American ground troops offer the only
282	00:19:43.740	00:19:47.540	viable option for sustaining a peace in Bosnia. We have
283	00:19:47.550	00:19:51.280	a fundamental choice in this situation. As the President made
284	00:19:51.290	00:19:54.520	clear, if the United States does not participate, there will
285	00:19:54.530	00:19:58.400	be no NATO force. And if there's no NATO force,
286	00:19:58.410	00:20:01.190	there will be no peace in Bosnia, and the war
287	00:20:01.200	00:20:05.620	will reignite. We know what would happen. There would be
288	00:20:05.630	00:20:11.050	more massacres, more concentration camps, more hunger, a real threat
289	00:20:11.060	00:20:14.770	of a wider war, and immense danger to our leadership
290	00:20:14.780	00:20:18.330	in NATO, in Europe, and the world as a whole.
291	00:20:18.340	00:20:22.810	Those are the alternatives that we absolutely must avoid. Defense
292	00:20:22.820	00:20:26.970	Secretary William Perry came armed with elaborate charts detailing the
293	00:20:26.980	00:20:31.360	specifics of the operation. The troops would number 32,000, he
294	00:20:31.370	00:20:36.330	said, 20,000 in Bosnia, itself, another 5,000 in Croatia, and
295	00:20:36.340	00:20:40.460	7,000 in neighboring countries. The cost, Perry said, would be
296	00:20:40.470	00:20:47.900	about $2 billion. They start going in about mid-December, assuming
297	00:20:47.910	00:20:50.830	that the peace agreement is signed on the 14th of
298	00:20:50.840	00:20:53.630	December, which is the present plan. They will be going
299	00:20:53.640	00:20:59.330	in a day or so after that. General Shalikashvili can
300	00:20:59.340	00:21:02.430	describe to you in more detail the deployment plan. I
301	00:21:02.440	00:21:06.600	will simply say it will be a rapid deployment. Perry
302	00:21:06.610	00:21:09.770	insisted that all steps were being taken to minimize the
303	00:21:09.780	00:21:12.670	risk to the U.S. forces and to limit the scope
304	00:21:12.680	00:21:17.160	of their mission. We will not repeat the mistakes of
305	00:21:17.170	00:21:21.020	the UN force which is in Bosnia, which allowed itself
306	00:21:21.030	00:21:23.810	to get pushed around, which allowed itself to have its
307	00:21:23.820	00:21:30.230	freedom of movement curtailed. Our troops will be sufficient size,
308	00:21:30.240	00:21:35.570	sufficiently well armed, and sufficiently well trained and with sufficiently
309	00:21:35.580	00:21:38.510	strong rules of engagement that they will be able to
310	00:21:38.520	00:21:43.950	carry out this mission. Still, committee Republicans were skeptical. Gentlemen,
311	00:21:43.960	00:21:49.000	I have here about 140 letters that have come in
312	00:21:49.010	00:21:53.260	since the President's speech opposing the use of ground forces
313	00:21:53.270	00:21:57.960	by my constituents. I have two letters from my constituents
314	00:21:57.970	00:22:02.340	supporting it. What do I tell them when they say
315	00:22:02.350	00:22:04.750	we can't control the peace on our streets in Los
316	00:22:04.760	00:22:10.260	Angeles, New York, Chicago, across this country, with the murders
317	00:22:10.270	00:22:12.670	and killings going on, yet we can go to the
318	00:22:12.680	00:22:15.270	foreign soil and put our young men in harm's way
319	00:22:15.280	00:22:19.210	in a no-win situation? The President has said that we,
320	00:22:19.220	00:22:22.470	unfortunately, can expect casualties. From the studies you do in
321	00:22:22.480	00:22:26.070	the Pentagon on the different scenarios, could you give us
322	00:22:26.080	00:22:29.660	some idea of what kind of casualties we can expect,
323	00:22:29.670	00:22:31.870	because that's the greatest concern we have on this committee
324	00:22:31.880	00:22:35.380	and in the Congress. There are no models for casualty
325	00:22:35.390	00:22:38.050	in this kind of an operation. And anybody that represents
326	00:22:38.060	00:22:41.520	to you that the casualties will be such and such
327	00:22:41.530	00:22:47.230	is misrepresenting, I think, is extending his information farther than
328	00:22:47.240	00:22:49.750	the data will support. I want to ask you very
329	00:22:49.760	00:22:53.650	seriously, Mr. Secretary, because many of us were around at
330	00:22:53.660	00:22:57.600	the time of Vietnam, do you really, really, really, deep
331	00:22:57.610	00:23:00.610	down in your heart, feel this is doable? I don't
332	00:23:00.620	00:23:03.870	want to go through the McNamara experience again, where a
333	00:23:03.880	00:23:06.830	Secretary of Defense comes and says, I knew at the
334	00:23:06.840	00:23:10.830	very beginning it wasn't doable. It's an easy answer, because
335	00:23:10.840	00:23:13.080	it's the same as my official position. Yes, I believe
336	00:23:13.090	00:23:16.280	it's doable. If I did not believe it were doable,
337	00:23:16.290	00:23:18.230	I would not be representing that to you. I would
338	00:23:18.240	00:23:20.370	leave my job before I would come over and tell
339	00:23:20.380	00:23:23.200	the Congress something I didn't believe on an issue this
340	00:23:23.210	00:23:27.400	important. This afternoon, the three Clinton officials went before the
341	00:23:27.410	00:23:31.820	House National Security Committee, the committee with direct oversight over
342	00:23:31.830	00:23:35.670	the military. If the going got tough, committee Republicans wanted
343	00:23:35.680	00:23:39.470	to know, would the President maintain his resolve? And I
344	00:23:39.480	00:23:43.880	haven't seen in this administration the political backbone, if you
345	00:23:43.890	00:23:47.570	will, the moral authority, if you really believe that this
346	00:23:47.580	00:23:52.410	is a mission that has to be accomplished to stand
347	00:23:52.420	00:23:59.270	and continue to, to maintain a force in the face
348	00:23:59.280	00:24:03.370	of overwhelming negative public opinion. One thing I would say
349	00:24:03.380	00:24:05.890	is that this has to be a demonstration that the
350	00:24:05.900	00:24:10.060	President is not unduly motivated by polls, because, if he
351	00:24:10.070	00:24:16.100	were, he would not be recommending the deployment of American
352	00:24:16.110	00:24:20.760	forces. By, by all accounts, this action is, is not
353	00:24:20.770	00:24:24.380	popular, and yet, he's doing it because he believes it's
354	00:24:24.390	00:24:27.900	right. The administration's trio will be back on the Hill
355	00:24:27.910	00:24:32.260	tomorrow before the Senate Foreign Relations Committee. Still to come
356	00:24:32.270	00:24:35.330	on the NewsHour tonight: Why is the United States the
357	00:24:35.340	00:24:51.120	peacemaker, a breast cancer development, and Gergen talks to Gates.
358	00:24:51.130	00:24:54.280	Now to a central point underlying the U.S. mission to
359	00:24:54.290	00:24:57.030	Bosnia; that there can be no peace agreements like the
360	00:24:57.040	00:25:00.190	one in Bosnia and no peace on the ground without
361	00:25:00.200	00:25:03.630	the direct involvement of the United States of America. We
362	00:25:03.640	00:25:07.120	explore that premise with three men who have written extensively
363	00:25:07.130	00:25:10.310	about the modern, as well as the ancient world: Ronald
364	00:25:10.320	00:25:13.330	Steel, a professor of international relations at the University of
365	00:25:13.340	00:25:17.850	Southern California, author of the Temptations of a Superpower; Donald
366	00:25:17.860	00:25:21.310	Kagan, professor of history at Yale University whose latest book
367	00:25:21.320	00:25:24.710	is on the origins of war; and John Lukacs, author
368	00:25:24.720	00:25:27.970	of many histories of modern Europe, a professor at Chestnut
369	00:25:27.980	00:25:33.050	Hill College in Philadelphia. Ronald Steel, how important a development
370	00:25:33.060	00:25:35.900	is this that only the United States can make and
371	00:25:35.910	00:25:40.560	keep peace in Bosnia? I think it's probably more accurate
372	00:25:40.570	00:25:43.530	to say that only the United States will intervene to
373	00:25:43.540	00:25:45.520	keep peace in Bosnia. If it's just a question of
374	00:25:45.530	00:25:48.740	20,000 men, clearly the Europeans have the capacity to do
375	00:25:48.750	00:25:51.460	that. But they don't have the will to do that.
376	00:25:51.470	00:25:54.840	And I think this is the crucial element that's missing.
