index	starts	ends	content
303	00:21:43.910	00:21:48.410	not been taking Sadr very seriously. Adeed Dawisha, should they
304	00:21:48.420	00:21:52.880	have been taking him seriously? Well, it depends on what
305	00:21:52.890	00:21:56.410	you mean by taking him seriously. They've been eying him
306	00:21:56.420	00:22:00.770	very closely, and last fall, for example, when some of
307	00:22:00.780	00:22:05.580	his people ambushed an American group and killed two or
308	00:22:05.590	00:22:10.420	three Americans, the CPA actually went in and threatened him
309	00:22:10.430	00:22:13.770	with imprisonment, and as a result of that in fact
310	00:22:13.780	00:22:17.180	you find that for about September, October, up until very
311	00:22:17.190	00:22:20.810	recently about a month ago his rhetoric had been toned
312	00:22:20.820	00:22:24.140	down considerably. It's only in the last two or three
313	00:22:24.150	00:22:26.790	weeks that he's kind of upped the ante again and
314	00:22:26.800	00:22:31.230	began calling for violence against the Americans and insurrection, and
315	00:22:31.240	00:22:36.060	that's when the Americans began to do something about it,
316	00:22:36.070	00:22:38.790	or at least in a sense it began with closing
317	00:22:38.800	00:22:47.510	down his newspaper, and imprisoning his main lieutenant. Why the
318	00:22:47.520	00:22:50.980	suddenly stepped up rhetoric? What was it that triggered that
319	00:22:50.990	00:22:54.710	which led to this? You know, it's very difficult to
320	00:22:54.720	00:22:58.040	know why. I think that a lot of these groups,
321	00:22:58.050	00:23:01.180	including his are now jockeying for power in anticipation of
322	00:23:01.190	00:23:04.550	the transfer of power that the CPA is going to
323	00:23:04.560	00:23:08.850	be doing, and in June. It also probably is a
324	00:23:08.860	00:23:11.610	result of what's been happening in Fallujah, which has been
325	00:23:11.620	00:23:15.530	creating an image of the Americans as being somewhat weak,
326	00:23:15.540	00:23:19.820	unable to quell the insurrection in a town like Fallujah,
327	00:23:19.830	00:23:26.780	and with these people, especially the--Sadr and his group,
328	00:23:26.790	00:23:29.680	any sign of weakness is immediately pounced upon. So I
329	00:23:29.690	00:23:33.390	think that the events of the last month or so
330	00:23:33.400	00:23:37.520	have had a major impact on the change in strategy
331	00:23:37.530	00:23:41.600	of Sadr. And Professor Shehata, the events of the last
332	00:23:41.610	00:23:44.330	month or so have been all centered in the Sunni
333	00:23:44.340	00:23:51.000	Triangle--the only concerns about the Shia population had been
334	00:23:51.010	00:23:56.220	revolving around Ayatollah al-Sistani, who is obviously, what is his
335	00:23:56.230	00:23:59.930	relationship to al-Sadr, if any? Well, it's not a very
336	00:23:59.940	00:24:04.700	good one, it's a rival relationship really, over influence on
337	00:24:04.710	00:24:10.380	the Shia majority in Iraq. Although publicly, Sistani has not
338	00:24:10.390	00:24:15.890	said anything negatively against Sadr, Sadr has criticized al-Sistani and
339	00:24:15.900	00:24:20.450	other religious leaders in Iraq who have been willing to
340	00:24:20.460	00:24:23.630	engage in some kind of negotiations as it were with
341	00:24:23.640	00:24:26.590	the coalition provisional authority and the Americans. So they can
342	00:24:26.600	00:24:31.800	be seen as rival religious leaders, vying for the allegiance
343	00:24:31.810	00:24:35.310	of Iraq's Shia population. But rival on the same level?
344	00:24:35.320	00:24:38.690	Not at all, not on the same level. Sistani is
345	00:24:38.700	00:24:42.190	revered, he is a man of religious learning, a scholar,
346	00:24:42.200	00:24:45.720	he's reclusive; he's not somebody who has dirtied his hands
347	00:24:45.730	00:24:49.740	in the day-to-day politics of Iraq. Moqtada al-Sadr is the
348	00:24:49.750	00:24:53.430	opposite, he's young and inexperienced he has not had that
349	00:24:53.440	00:24:57.590	much religious learning whatsoever. And his main appeal is his
350	00:24:57.600	00:25:05.660	fiery anti-American, anti-occupation, nationalism really, a Shia nationalism that appeals
351	00:25:05.670	00:25:10.080	to the most disenfranchised elements of the population. Professor Dawisha,
352	00:25:10.090	00:25:13.630	Professor Shehata said he's not certain how many people that
353	00:25:13.640	00:25:17.960	Mr. Al-Sadr actually controls. Do you have a sense of
354	00:25:17.970	00:25:21.520	that, of who he's actually speaking to and whether it's
355	00:25:21.530	00:25:25.850	potent? Well, I agree that his main support comes from
356	00:25:25.860	00:25:30.470	the disenfranchised section of the Shiite community in Iraq, that's
357	00:25:30.480	00:25:33.970	why you find the demonstrations for example in Baghdad coming
358	00:25:33.980	00:25:36.540	out of Sadr City, which used to be called Saddam
359	00:25:36.550	00:25:41.040	City, which is the worst slums in Iraq--in Baghdad.
360	00:25:41.050	00:25:43.330	Now on the other side of the city, there is
361	00:25:43.340	00:25:47.240	an area which is also heavily Shiite, but this is
362	00:25:47.250	00:25:51.920	the area of middle class merchants, professionals and so on,
363	00:25:51.930	00:25:55.030	and so far nothing has come out of that area.
364	00:25:55.040	00:25:57.910	That tells you something about the kind of support he
365	00:25:57.920	00:26:02.240	has. In terms of militia, he controls, a militia called
366	00:26:02.250	00:26:07.020	a Mahdi army which is probably about 10,000 men. These
367	00:26:07.030	00:26:10.410	are all a bunch of, to be quite honest and
368	00:26:10.420	00:26:13.320	to say it plainly, a bunch of thugs who go
369	00:26:13.330	00:26:18.000	around these southern cities terrorizing women for not wearing the
370	00:26:18.010	00:26:24.210	right clothes, terrorizing professors who are probably secular; in fact
371	00:26:24.220	00:26:29.780	last week this Mahdi army went into a small village,
