index	starts	ends	content
33	00:04:01.190	00:04:05.330	Other Western diplomats in Stockholm said Moscow's Warsaw Pact allies
34	00:04:05.340	00:04:09.340	were suggesting that those talks resume in mid-March. Meanwhile, the
35	00:04:09.350	00:04:12.590	Soviets say they have begun deploying nuclear missiles in East
36	00:04:12.600	00:04:16.410	Germany and Czechoslovakia to counter the NATO deployments. This was
37	00:04:16.420	00:04:20.990	reported today by the Soviet army newspaper Red Star. Judy?
38	00:04:21.000	00:04:25.830	The Federal Communications Commission today tentatively postponed proposed new charges
39	00:04:25.840	00:04:29.330	on local phone bills. In so doing, in delaying the
40	00:04:29.340	00:04:34.160	so-called access fees, the FCC officials acknowledged they were cancelling
41	00:04:34.170	00:04:37.820	most, if not all, of a planned reduction in interstate
42	00:04:37.830	00:04:41.730	long distance rates. AT&T had planned to cut its long
43	00:04:41.740	00:04:45.470	distance rates by more than 10% this April, but that
44	00:04:45.480	00:04:48.100	reduction had been tied to the payment of the access
45	00:04:48.110	00:04:52.070	fees, an added $2 a month, also beginning in April.
46	00:04:52.080	00:04:54.570	The FCC said it had decided to take most of
47	00:04:54.580	00:04:57.730	this year to conduct further studies to see whether the
48	00:04:57.740	00:05:00.390	fees would force some customers to give up their phone
49	00:05:00.400	00:05:04.670	service altogether. The FCC had been under heavy pressure from
50	00:05:04.680	00:05:08.390	Congress to delay the access fees and thus eliminate any
51	00:05:08.400	00:05:11.770	need for Congress to take action to block them. Republican
52	00:05:11.780	00:05:16.480	Senator Robert Dole today applauded the FCC move. Here we're
53	00:05:16.490	00:05:19.410	faced with legislation coming from the House, saying you're going
54	00:05:19.420	00:05:21.240	to have a permanent moratorium, it's never going to take
55	00:05:21.250	00:05:24.600	effect. And you have the Packwood bill, which I'm a
56	00:05:24.610	00:05:26.950	cosponsor of, which says you're going to have a four-year
57	00:05:26.960	00:05:31.800	delay. Now, facing that, I think the commission, the Federal
58	00:05:31.810	00:05:36.440	Communications Commission, said okay, let's act on this before--and
59	00:05:36.450	00:05:40.310	avoid any need for congressional action with a one-year moratorium.
60	00:05:40.320	00:05:43.930	That's essentially what's happened. They report to Congress by December
61	00:05:43.940	00:05:47.280	1st of this year. Then there's time for comments, and
62	00:05:47.290	00:05:50.220	I would guess it'll be probably next April, May or
63	00:05:50.230	00:05:56.240	June of 1985 before any final decision is made. However,
64	00:05:56.250	00:06:00.630	AT&T, some consumer groups and another member of Congress condemned
65	00:06:00.640	00:06:04.680	the FCC decision. AT&T said it would prove a disservice
66	00:06:04.690	00:06:07.760	to the customers it is intended to help by scuttling
67	00:06:07.770	00:06:12.350	long distance rate reductions. Colorado Congressman Timothy Wirth, who chairs
68	00:06:12.360	00:06:15.980	a communications subcommittee in the House, joined with a consumer
69	00:06:15.990	00:06:20.530	research group in charging the agency with playing politics, defusing
70	00:06:20.540	00:06:23.660	the issue during an election year while sticking by its
71	00:06:23.670	00:06:27.660	ultimate goal of imposing the fees. Among others applauding the
72	00:06:27.670	00:06:32.400	FCC decision was one of AT&T's chief competitors, MCI. The
73	00:06:32.410	00:06:35.720	FCC today joined the House of Representatives, the Department of
74	00:06:35.730	00:06:39.700	Justice, the Department of Commerce and a number of members
75	00:06:39.710	00:06:42.660	of the Senate in the view that AT&T's competitors should
76	00:06:42.670	00:06:46.350	not be required to pay so much more for access
77	00:06:46.360	00:06:50.900	until equal interconnection is available to them. And that could
78	00:06:50.910	00:06:55.840	have affected the competitive vitality of this industry. The net
79	00:06:55.850	00:06:59.000	effect, I believe, will be a healthy competition in the
80	00:06:59.010	00:07:03.410	long distance market and a growing number of alternative long
81	00:07:03.420	00:07:08.300	distance competitors for the consumer. Now we look at the
82	00:07:08.310	00:07:12.480	impact of today's news about delayed access charges and the
83	00:07:12.490	00:07:16.630	fees for AT&T's long distance competitors on the phone users.
84	00:07:16.640	00:07:19.530	With us is Merrill Brown, who covers telecommunications for The
85	00:07:19.540	00:07:23.270	Washington Post. Mr. Brown, let's take the delayed access charges
86	00:07:23.280	00:07:26.940	first, the $2 monthly charge that was to be imposed
87	00:07:26.950	00:07:30.250	for access for home users on long distance lines. How
88	00:07:30.260	00:07:34.380	much is it going to save consumers? Well, certainly this
89	00:07:34.390	00:07:38.210	year it'll save consumers $2 a month from April on
90	00:07:38.220	00:07:41.800	for the rest of this year. Therefore, $18 or so.
91	00:07:41.810	00:07:44.040	But in the long run it's very hard to tell
92	00:07:44.050	00:07:46.910	because of the conflicting estimates on costs you get about
93	00:07:46.920	00:07:50.190	long distance service. Clearly on local bills, though, $2 a
94	00:07:50.200	00:07:52.880	month is the consumer saving this year. So what will
95	00:07:52.890	00:07:57.730	make the difference presumably is whether the long distance rates
96	00:07:57.740	00:08:00.420	themselves will go down, what you charge for a national
97	00:08:00.430	00:08:03.910	long distance call, not the access fee. That's right. AT&T
98	00:08:03.920	00:08:06.420	said today that it may or may not--depending on
99	00:08:06.430	00:08:09.160	how it evaluates the numbers and how it evaluates the
100	00:08:09.170	00:08:13.670	FCC's final decision--lower its rates 10%. It's unclear what
101	00:08:13.680	00:08:16.240	they're going to do. There's a faction within AT&T that
102	00:08:16.250	00:08:18.450	says perhaps they ought to, to be able to compete
103	00:08:18.460	00:08:22.570	with the other long distance carriers like MCI. I see.
104	00:08:22.580	00:08:25.070	And then there's a faction that says what? That says
105	00:08:25.080	00:08:27.020	they ought not to take the hit on their bottom
106	00:08:27.030	00:08:30.760	line, that that inevitably will bring about if they do
107	00:08:30.770	00:08:33.210	cut rates that much. Now that they are no longer
108	00:08:33.220	00:08:36.160	a monopoly and they have to compete on Wall Street
109	00:08:36.170	00:08:42.880	with--well, with their competitors. Absolutely. Now, the FCC's decision,
110	00:08:42.890	00:08:45.300	as I understand it--am I right?--does not affect
111	00:08:45.310	00:08:49.260	the $6 access charge that big business has to pay,
112	00:08:49.270	00:08:52.080	that business of a certain size will have to pay
113	00:08:52.090	00:08:54.070	to get into the long distance lines. That's still in
114	00:08:54.080	00:08:58.030	place. Businesses of any size over two lines will pay
115	00:08:58.040	00:09:01.520	$6 a month beginning this year, and that is designed
116	00:09:01.530	00:09:05.340	to try to bring about an equilibrium. Also, the business
117	00:09:05.350	00:09:08.150	community didn't have the pressure mounted on Capitol Hill that
118	00:09:08.160	00:09:10.920	consumer groups did, and they're not the political force on
119	00:09:10.930	00:09:14.630	this issue that Congress perceived phone users and residences to
120	00:09:14.640	00:09:17.230	be. There aren't as many businesses as there are individual
121	00:09:17.240	00:09:21.160	phone users and voters. Exactly. Certainly not voters. But small
122	00:09:21.170	00:09:24.510	businesses that--am I right?--who have only one, who
123	00:09:24.520	00:09:27.280	use only one phone line and were to have to
124	00:09:27.290	00:09:30.630	pay the same $2 a month access charge, they like
125	00:09:30.640	00:09:32.860	individual consumers are relieved of that, is that right? As
126	00:09:32.870	00:09:36.180	of today's decision, they're exempted, yes. Now, how are the
127	00:09:36.190	00:09:39.890	local phone companies going to make up the revenues that
128	00:09:39.900	00:09:43.610	the $2 access fee was designed to pay them to
129	00:09:43.620	00:09:46.550	replace, as I understand it, the subsidy they used to
130	00:09:46.560	00:09:50.310	get from the long distance rates? Well, Bell System officials
131	00:09:50.320	00:09:53.720	say today that that's not really a problem, because the
132	00:09:53.730	00:09:58.550	same formulas by which long distance carriers subsidize local phone
133	00:09:58.560	00:10:01.590	service, in effect, are still in effect. And AT&T and
134	00:10:01.600	00:10:03.840	the other long distance companies are going to be paying
135	00:10:03.850	00:10:07.190	those local companies the same they paid them before divestiture
136	00:10:07.200	00:10:10.750	as it was. So I don't think that that's necessarily
137	00:10:10.760	00:10:13.220	going to be the case. Local phone-rate increases need not
138	00:10:13.230	00:10:17.060	take place because of today's decision. And even if proposals
139	00:10:17.070	00:10:19.680	are made to do so, state regulators can reject them
140	00:10:19.690	00:10:23.930	as they've been rejecting local phone-rate increases all year. Now,
141	00:10:23.940	00:10:27.830	why, if this is good for consumers, as Senator Dole
142	00:10:27.840	00:10:31.600	and the head of MCI we just heard say it
143	00:10:31.610	00:10:38.010	was, why are people like Nader's Congress Watch, a consumer
144	00:10:38.020	00:10:40.890	group, and Tim Wirth, a congressional Democrat who's been very
145	00:10:40.900	00:10:43.590	involved in this--why are they against this? Well, they
146	00:10:43.600	00:10:46.720	don't like the whole concept of access charges, basically. They
147	00:10:46.730	00:10:49.700	think it unfairly distributes the burden of the costs in
148	00:10:49.710	00:10:52.880	the phone system too much onto residential users. They say
149	00:10:52.890	00:10:55.600	that's unfair, and they'd like to see a permanent ban
150	00:10:55.610	00:10:59.190	on access charges put into place. Next year--As the
151	00:10:59.200	00:11:01.970	House in fact voted, a permanent moratorium. As the full
152	00:11:01.980	00:11:05.740	House has voted. They say that after June '85, when
153	00:11:05.750	00:11:08.920	access charges could go in place again, access charges may
154	00:11:08.930	00:11:10.850	well be in place again because there won't be the
155	00:11:10.860	00:11:13.500	election-year political pressure that was put on the FCC this
156	00:11:13.510	00:11:17.340	year. Since they are so unpopular with so many people,
157	00:11:17.350	00:11:20.340	is it likely that instead of just an interim solution,
158	00:11:20.350	00:11:23.650	this delay could become permanent and we'll never see access
159	00:11:23.660	00:11:26.270	charges? Well, that gets to the political question of what
160	00:11:26.280	00:11:27.880	Congress is going to do, and that is a very
161	00:11:27.890	00:11:31.210	difficult one to call right now. Thirty-two senators wrote to
162	00:11:31.220	00:11:34.420	the FCC just yesterday to ask them to do essentially
163	00:11:34.430	00:11:36.610	what they did today. That's a significant part of the
164	00:11:36.620	00:11:40.520	United States Senate. There's another 60-some-odd members who didn't express
165	00:11:40.530	00:11:43.130	their views, and there is a bill from Senator Packwood
166	00:11:43.140	00:11:45.430	which he intends to press for which would put on
167	00:11:45.440	00:11:50.210	a moratorium. We'll have to see. Political pressures in election
168	00:11:50.220	00:11:53.880	years, particularly on pocketbook issues, play funny twists, and they
169	00:11:53.890	00:11:55.450	should on this one too, I would think. So the
170	00:11:55.460	00:11:59.110	access charges could come back in the summer of 1985
171	00:11:59.120	00:12:01.400	or they could go away forever, we just don't know
172	00:12:01.410	00:12:03.720	yet. We don't know yet. Now, on the other decision
173	00:12:03.730	00:12:06.580	that was announced today, would you explain it to me?
174	00:12:06.590	00:12:12.050	As I understand it, AT&T's long distance competitors, like MCI,
175	00:12:12.060	00:12:15.570	had the rates they will have to pay for long
176	00:12:15.580	00:12:18.960	distance to the local companies to hook in for long
177	00:12:18.970	00:12:21.850	distance--were much lower than was expected. Now, can you
178	00:12:21.860	00:12:24.290	tell us the figures and what it means? Well, what
179	00:12:24.300	00:12:27.130	it means, according to the long distance industry, the competitive
180	00:12:27.140	00:12:29.900	long distance industry, that is, is that that's a much
181	00:12:29.910	00:12:32.730	more competitive business under this decision than under the previous
182	00:12:32.740	00:12:36.920	decision. They'll pay about half of what AT&T pays for
183	00:12:36.930	00:12:40.200	hookups into the local phone system now. Before, under the
184	00:12:40.210	00:12:42.830	previous decision they were paying considerably more than that, about
185	00:12:42.840	00:12:46.510	50% more than that. So if AT&T pays nine cents,
186	00:12:46.520	00:12:48.650	say, which is roughly what the figure is, to hook
187	00:12:48.660	00:12:52.370	into a local line now, MCI will pay four-some cents
188	00:12:52.380	00:12:55.050	to do the same thing. And it's their contention that
189	00:12:55.060	00:12:57.630	they shouldn't pay the same amount as AT&T as long
190	00:12:57.640	00:13:00.110	as they don't have the same kind of easy access
191	00:13:00.120	00:13:03.010	to consumers that AT&T has. If you want to use
192	00:13:03.020	00:13:05.820	MCI or Sprint or Allnet or a host of other
193	00:13:05.830	00:13:07.760	services that are out there, you have to punch a
194	00:13:07.770	00:13:10.430	lot of buttons, dial into the service, punch in your
195	00:13:10.440	00:13:14.460	personal billing code. It's a slightly more complicated procedure. And
196	00:13:14.470	00:13:17.600	the long distance competitors argue that until they have the
197	00:13:17.610	00:13:22.050	same kind of simple pushbutton, one-button access that the AT&T
198	00:13:22.060	00:13:25.450	company has, they shouldn't pay the same rates. And, briefly,
199	00:13:25.460	00:13:29.860	is the long-term effect of that through more competition to
200	00:13:29.870	00:13:32.570	bring down long distance phone rates, do you think? Well,
201	00:13:32.580	00:13:35.150	certainly for the people around the country who have access
202	00:13:35.160	00:13:38.420	to a long distance service, a competitive one, one competitive
203	00:13:38.430	00:13:41.270	with AT&T, it ensures that they'll keep the same kind
204	00:13:41.280	00:13:44.280	of low rates they have. For AT&T users or for
205	00:13:44.290	00:13:47.010	people who need AT&T for business services or for other
206	00:13:47.020	00:13:49.750	things, it probably suggests that they won't get the same
207	00:13:49.760	00:13:52.680	kind of cut AT&T was planning on. Well, Mr. Brown,
208	00:13:52.690	00:13:56.750	thank you. Judy? More good news about the economy today
209	00:13:56.760	00:14:00.220	on several fronts. The government said that Americans' personal income
210	00:14:00.230	00:14:05.620	was up 6.3% last year, the best showing since 1977.
211	00:14:05.630	00:14:09.860	Economists attributed the relatively healthy increase to last summer's income
212	00:14:09.870	00:14:14.270	tax cuts, more people finding work and lower inflation. Most
213	00:14:14.280	00:14:18.820	predicted personal income would not grow as much in 1984.
214	00:14:18.830	00:14:21.450	At the White House, however, a spokesman said the prospects
215	00:14:21.460	00:14:25.270	for a sustained economic recovery are very good. In another
216	00:14:25.280	00:14:28.800	measure of the recovery, the government also reported personal consumption
217	00:14:28.810	00:14:33.170	spending rose 8.4% last year, a little better than the
218	00:14:33.180	00:14:36.670	year before. That was mostly attributed to a sharp drop
219	00:14:36.680	00:14:40.100	in the rate of savings. In addition, first-time claims for
220	00:14:40.110	00:14:44.500	unemployment benefits hit their lowest point in four-and-a-half years in
221	00:14:44.510	00:14:48.720	the first week in January. President Reagan and his speechwriters
222	00:14:48.730	00:14:51.800	will use all that good economic news and more in
223	00:14:51.810	00:14:54.580	preparing his State of the Union address for next week,
224	00:14:54.590	00:14:57.310	a speech that reportedly will paint a rosy picture of
225	00:14:57.320	00:15:00.950	the nation's health. But today in Washington the National Urban
226	00:15:00.960	00:15:04.500	League, in its annual "State of Black America," offered a
227	00:15:04.510	00:15:09.310	very different portrayal of the economic conditions facing American blacks.
228	00:15:09.320	00:15:14.340	The report included chapters on such subjects as unemployment, education
229	00:15:14.350	00:15:18.540	and voter registration, and it cited numerous bleak statistics: an
230	00:15:18.550	00:15:22.400	18% unemployment rate for blacks, and the fact that more
231	00:15:22.410	00:15:26.420	than 50% of all black children live in families below
232	00:15:26.430	00:15:30.330	the poverty line. In releasing the report, Urban League president
233	00:15:30.340	00:15:34.020	John Jacob said simply, "The state of black America is
234	00:15:34.030	00:15:36.540	a disaster." Mr. Jacob is with is with us here
235	00:15:36.550	00:15:41.920	tonight to elaborate. Mr. Jacob, is the situation facing American
236	00:15:41.930	00:15:45.280	blacks as serious as what you have said? We believe
237	00:15:45.290	00:15:49.460	that all the evidence points in that direction. Clearly, as
238	00:15:49.470	00:15:52.720	the nation is moving toward an economic recovery, as unemployment
239	00:15:52.730	00:15:57.020	is going down around the nation somewhere around 8.1, 8.2%,
240	00:15:57.030	00:16:02.080	unemployment for blacks is at 18%; teenage unemployment is at
241	00:16:02.090	00:16:06.620	49%; a third of black people are living in poverty.
242	00:16:06.630	00:16:10.930	Therefore, even as the nation is going through a spirited
243	00:16:10.940	00:16:13.970	recovery, it is not trickling down to black America, and
244	00:16:13.980	00:16:16.480	black America is suffering and in desperate straits. Well, why
245	00:16:16.490	00:16:19.510	is that? Why is, despite the fact that we're seeing
246	00:16:19.520	00:16:22.320	all these improvements you mentioned in inflation and unemployment, that
247	00:16:22.330	00:16:24.720	blacks aren't able to share in the goodies? Well, I
248	00:16:24.730	00:16:26.350	think there are a number of factors, one of which
249	00:16:26.360	00:16:29.570	is that blacks have traditionally been in those jobs where
250	00:16:29.580	00:16:34.200	the industries are hemorrhaging--steel, rubber, auto--and many of
251	00:16:34.210	00:16:37.330	those jobs, even as they go through recovery will never
252	00:16:37.340	00:16:39.700	replace many of the jobs that they lost during the
253	00:16:39.710	00:16:42.150	recession. And so we paid a dear price for that.
254	00:16:42.160	00:16:45.320	Secondly I think blacks are confronted with the notion that
255	00:16:45.330	00:16:47.200	they were the last hired and first fired as a
256	00:16:47.210	00:16:50.050	result of the deep recession that we found ourselves in,
257	00:16:50.060	00:16:53.060	and therefore we are affected by all of that that
258	00:16:53.070	00:16:56.100	is happening. But I think thirdly, as you will note
259	00:16:56.110	00:16:59.330	when you go through this paper, that there is a
260	00:16:59.340	00:17:02.620	high-tech revolution that has taken place in the country, and
261	00:17:02.630	00:17:05.290	blacks are in a mismatch with that revolution. We either
262	00:17:05.300	00:17:08.160	live in the wrong place where high tech is being
263	00:17:08.170	00:17:12.790	suburbanized. We picked up degrees in education and social science
264	00:17:12.800	00:17:16.220	when high tech calls for another whole set of skills.
265	00:17:16.230	00:17:19.810	We are dealing with a phenomenon that suggests that there
266	00:17:19.820	00:17:21.150	are going to be a lot of jobs in the
267	00:17:21.160	00:17:23.850	high-tech area, and they're simple not coming about. Blacks only
268	00:17:23.860	00:17:27.400	occupy one out of every 20 high-tech jobs. And therefore
269	00:17:27.410	00:17:30.810	we have simply, for some reason, been faced with a
270	00:17:30.820	00:17:34.500	condition that has placed us in opposition to that particular
271	00:17:34.510	00:17:37.390	trend. Who's to blame for this? Well, I think there
272	00:17:37.400	00:17:40.720	are a number of places to place blame, one of
273	00:17:40.730	00:17:44.810	which is clearly that our society has never admitted that
274	00:17:44.820	00:17:47.050	it has to make a concerted effort for inclusion of
275	00:17:47.060	00:17:50.330	black people. The whole notion about affirmative action was designed
276	00:17:50.340	00:17:55.360	to do that. The whole notion about the public-service sector
277	00:17:55.370	00:17:59.330	accommodating a large sector of the black middle class allowed
278	00:17:59.340	00:18:02.740	for an upward mobility of blacks, and then the decimation
279	00:18:02.750	00:18:06.010	of the public-service arena calls for a broadening of the
280	00:18:06.020	00:18:08.270	gap between black America and white America. When you blame
281	00:18:08.280	00:18:10.450	it on society, you're not saying it's the fault of
282	00:18:10.460	00:18:12.780	the Republicans or the Democrats or Ronald Reagan or anyone
283	00:18:12.790	00:18:15.910	else; you're just saying white America? Well, I'm just saying
284	00:18:15.920	00:18:19.670	there are a set of economic circumstances that have not
285	00:18:19.680	00:18:22.420	worked to the advantage of black people, and that black
286	00:18:22.430	00:18:25.730	people have not been included in all of the developments
287	00:18:25.740	00:18:28.330	that have taken place. I am blaming on the administration,
288	00:18:28.340	00:18:32.590	however, in the exacerbation of the problem. When in fact
289	00:18:32.600	00:18:36.250	you look at where black people were three years ago,
290	00:18:36.260	00:18:40.900	four years ago, with the new administration and the reduction
291	00:18:40.910	00:18:44.730	or elimination of many of the vital programs that service
292	00:18:44.740	00:18:48.970	black people, that service poor people, where blacks were disproportionately
293	00:18:48.980	00:18:52.470	placed, conditions have, as a result of that, grown worse
294	00:18:52.480	00:18:54.660	for black America. What does the report say should be
295	00:18:54.670	00:18:57.130	done to remedy this? Well, we make a number of
296	00:18:57.140	00:19:00.050	proposals, one of which is that we believe that the
297	00:19:00.060	00:19:04.260	first priority item for black America must be jobs. Therefore
298	00:19:04.270	00:19:08.550	there must be a multidimensional strategy to provide work and
299	00:19:08.560	00:19:11.820	training opportunities for black people. That is not going to
300	00:19:11.830	00:19:14.510	be done with a single-dimensional program, and so we call
301	00:19:14.520	00:19:16.950	for public works, we call for public service, we call
302	00:19:16.960	00:19:20.050	for rewarding the private sector for hiring the long-term unemployed,
303	00:19:20.060	00:19:22.570	in training the long-term unemployed, and we call for an
304	00:19:22.580	00:19:27.400	industrial policy commitment that says that we will retrain those
305	00:19:27.410	00:19:30.430	people that are being displaced out of the smokestack industries.
306	00:19:30.440	00:19:31.960	And who's going to pay for all those jobs and
307	00:19:31.970	00:19:34.770	all that retraining? Well, I think what we ought to
308	00:19:34.780	00:19:37.780	ask is who's paying for all the high unemployment, because
309	00:19:37.790	00:19:40.220	if you look at the numbers today, all economists will
310	00:19:40.230	00:19:43.900	agree that for every point of unemployment above 4%, it
311	00:19:43.910	00:19:47.790	costs this country, either in lost taxes or in supporting
312	00:19:47.800	00:19:51.890	higher unemployment, from $20 billion to $30 billion per point.
313	00:19:51.900	00:19:55.130	So even with 8% unemployment, on the low side we're
314	00:19:55.140	00:19:58.680	talking about $80 billion to support unemployment, and on the
315	00:19:58.690	00:20:01.890	high side we're talking about $120 billion. I submit to
316	00:20:01.900	00:20:04.000	you there ought to be more creative use of those
317	00:20:04.010	00:20:06.090	dollars in order to get people working and training. But
318	00:20:06.100	00:20:08.400	Mr. Jacob, you know what the political climate is in
319	00:20:08.410	00:20:11.420	this country with Ronald Reagan maintaining pretty high ratings in
320	00:20:11.430	00:20:13.440	the public opinion polls right now, and we know what
321	00:20:13.450	00:20:16.710	his philosophy is. What do you think the chances are
322	00:20:16.720	00:20:19.180	realistically that that sort of program would ever pass the
323	00:20:19.190	00:20:22.000	Congress? Well, I think the chances are that the black
324	00:20:22.010	00:20:24.450	vote is going to be decisive in 1984, and is
325	00:20:24.460	00:20:26.690	going to be decisive not only in the presidential election
326	00:20:26.700	00:20:29.410	but in senatorial elections. And I submit to you that
327	00:20:29.420	00:20:33.010	those who are serious about attracting the black vote will
328	00:20:33.020	00:20:35.220	have to address these problems that are critical to black
329	00:20:35.230	00:20:37.570	America. What do you mean by that? I mean that
330	00:20:37.580	00:20:39.940	they will have to come forth with an agenda that
331	00:20:39.950	00:20:43.460	deals specifically with the interests and needs of black America
332	00:20:43.470	00:20:46.430	if in fact they expect to get the black vote.
333	00:20:46.440	00:20:49.930	But Ronald Reagan, one would presume, doesn't feel that he
334	00:20:49.940	00:20:52.050	needs the black vote, or very much of the black
335	00:20:52.060	00:20:54.410	vote, in order to win again. Well, I would hope
336	00:20:54.420	00:20:56.760	that Mr. Reagan would reassess that because I think the
337	00:20:56.770	00:20:59.910	black vote is going to be very decisive, particularly in
338	00:20:59.920	00:21:03.270	determining the electoral college votes. Our report speaks to where
339	00:21:03.280	00:21:08.250	those black voters are concentrated. They are concentrated in the
340	00:21:08.260	00:21:10.850	large cities and the large states where the electoral college
341	00:21:10.860	00:21:13.010	votes must come from. And so I would say that
342	00:21:13.020	00:21:15.950	Mr. Reagan must reassess if in fact he hoped to
343	00:21:15.960	00:21:18.950	remain at 1600 Pennsylvania Avenue. So you haven't given up
344	00:21:18.960	00:21:21.440	on Ronald Reagan; you're saying you hope to change his
345	00:21:21.450	00:21:23.830	mind, is that right? Well, no, what I'm saying is
346	00:21:23.840	00:21:27.190	that I hope Mr. Reagan understands the political realities that
347	00:21:27.200	00:21:29.670	all the other candidates must come to grips with, and
348	00:21:29.680	00:21:32.780	that in 1984 it is our contention that the black
349	00:21:32.790	00:21:34.700	vote is going to play a major role in who
350	00:21:34.710	00:21:37.530	occupies the White House. All right, thank you very much,
351	00:21:37.540	00:21:40.790	John Jacob, for being with us. Thank you. Robin? The
352	00:21:40.800	00:21:44.260	United Nations Food and Agricultural Organization said today that nearly
353	00:21:44.270	00:21:47.530	half the countries in Africa are threatened by massive hunger
354	00:21:47.540	00:21:51.350	and starvation this year. The FAO said a significant part
355	00:21:51.360	00:21:55.170	of the 150 million people living in 24 countries in
356	00:21:55.180	00:21:59.530	East, West and Southern Africa faced grave food shortages. The
357	00:21:59.540	00:22:04.530	causes were bushfires, livestock diseases, pests and civil disturbances, but
358	00:22:04.540	00:22:07.470	the greatest was drought, considered the worst in a century
359	00:22:07.480	00:22:11.550	in some areas. The U.N. agency said that 5.3 million
360	00:22:11.560	00:22:16.760	tons of grains were needed for 1983-1984, of which 3.7
361	00:22:16.770	00:22:21.280	million tons had already been secured. Meanwhile in Washington, Senator
362	00:22:21.290	00:22:24.660	John Danforth reported on his own personal observation of the
363	00:22:24.670	00:22:28.180	hunger problem in Africa. The Missouri Republican was asked by
364	00:22:28.190	00:22:31.830	Majority Leader Howard Baker to make a personal inspection trip.
365	00:22:31.840	00:22:35.650	The results, including Senator Danforth's own photographs, were presented to
366	00:22:35.660	00:22:38.910	President Reagan yesterday and made public at a news conference
367	00:22:38.920	00:22:46.910	today. Africa now is the number one hunger problem in
368	00:22:46.920	00:22:51.740	the world. This mother could not give milk to the
369	00:22:51.750	00:22:56.630	child. She was very hungry herself, and, as often true
370	00:22:56.640	00:23:00.800	with hungry mothers, they cannot produce sufficient milk for the
371	00:23:00.810	00:23:06.590	child, and you see the result. And all ages, of
372	00:23:06.600	00:23:13.370	course, affected. The legs on that boy I think are
373	00:23:13.380	00:23:18.700	illustrative. The people in one of the villages had had
374	00:23:18.710	00:23:24.790	no food since November, and their diet consisted of leaves
375	00:23:24.800	00:23:30.430	from trees, roots, and cashew nuts. And one of the
376	00:23:30.440	00:23:34.670	things that I talked to the President about yesterday is
377	00:23:34.680	00:23:38.660	the immediate need in Mozambique not only to make sure
378	00:23:38.670	00:23:42.600	food is available--I think more important than anything else
379	00:23:42.610	00:23:48.480	is to designate some organization, such as CARE or some
380	00:23:48.490	00:23:52.670	other organization, to actually be present and to be responsible
381	00:23:52.680	00:23:56.060	for the delivery of the food and the distribution of
382	00:23:56.070	00:23:59.450	the food. I think if we're going to have any
383	00:23:59.460	00:24:05.590	type of possible--any sort of possibility of relative independence
384	00:24:05.600	00:24:07.240	for that part of the world, there is going to
385	00:24:07.250	00:24:10.280	have to be development assistance, again targeted to those countries
386	00:24:10.290	00:24:13.930	where it's going to do some good. The United States
