index	starts	ends	content
66	00:06:17.190	00:06:21.700	at 2082. The city of Boston geared up for another
67	00:06:21.710	00:06:24.630	victory parade today. This time it will be for the
68	00:06:24.640	00:06:28.010	New England Patriots' victory in the Super Bowl. They beat
69	00:06:28.020	00:06:33.670	the Philadelphia Eagles 24-21 on Sunday, in Jacksonville, Florida. It
70	00:06:33.680	00:06:37.930	was New England's third NFL championship in four years and
71	00:06:37.940	00:06:40.440	the second in a row. We'll have more on the
72	00:06:40.450	00:06:43.630	Super Bowl at the end of the program tonight. And
73	00:06:43.640	00:06:48.770	between now and then: the budget, Senators Gregg and Conrad,
74	00:06:48.780	00:07:03.990	a Middle East update, and medical errors. President Bush put
75	00:07:04.000	00:07:08.280	a proposed budget on the public and congressional table today.
76	00:07:08.290	00:07:16.220	Kwame Holman begins our coverage. Representing the House Budget Committee,
77	00:07:16.230	00:07:18.790	Kansas Republican Jim Ryun was one of the first to
78	00:07:18.800	00:07:21.120	receive a copy of the president's budget when they were
79	00:07:21.130	00:07:23.510	delivered to the capitol early this morning. A lot of
80	00:07:23.520	00:07:27.410	numbers, a lot of good reading. The nearly 2,500-page document
81	00:07:27.420	00:07:31.510	lays out more than $2.5 trillion of federal spending for
82	00:07:31.520	00:07:35.580	fiscal year 2006, and includes the first cut in basic
83	00:07:35.590	00:07:39.530	domestic programs since Ronald Reagan was president. Meeting with his
84	00:07:39.540	00:07:42.940	cabinet this morning, President Bush defended his budget. I fully
85	00:07:42.950	00:07:47.860	understand that sometimes it's hard to eliminate a program that
86	00:07:47.870	00:07:53.260	sounds good. But by getting people to focus on results
87	00:07:53.270	00:07:55.620	and saying to members of Congress, "show us the results
88	00:07:55.630	00:07:57.940	as to whether or not this program is working," I
89	00:07:57.950	00:08:01.280	think we'll get a pretty good response. Presidents send their
90	00:08:01.290	00:08:04.700	budgets to Congress early in February hoping to influence the
91	00:08:04.710	00:08:07.820	final legislative decisions members will make by the start of
92	00:08:07.830	00:08:12.000	the new fiscal year in October. And traditionally, members immediately
93	00:08:12.010	00:08:15.430	rate the proposals anywhere from "a good starting point" to
94	00:08:15.440	00:08:19.310	"dead on arrival." In that tradition, Senate Democratic leader Harry
95	00:08:19.320	00:08:23.010	Reid today called the president's budget "the most irresponsible and
96	00:08:23.020	00:08:26.980	misleading budget in our nation's history." And at his briefing
97	00:08:26.990	00:08:30.870	this afternoon, the president's budget director Josh Bolten said recent
98	00:08:30.880	00:08:33.860	history is on President Bush's side. I imagine that you
99	00:08:33.870	00:08:38.630	all have already gotten some "dead on arrival" comments from
100	00:08:38.640	00:08:41.680	folks on the Hill. The same thing was said last
101	00:08:41.690	00:08:45.300	year. In the end, the Congress delivered the totals that
102	00:08:45.310	00:08:47.840	the president sought. Now, a lot of the details are
103	00:08:47.850	00:08:53.830	different and that is Congress's responsibility to make appropriations decisions,
104	00:08:53.840	00:08:57.110	subject to the president's signature. The president's budget is a
105	00:08:57.120	00:09:00.020	blueprint of how much he wants the government to spend,
106	00:09:00.030	00:09:03.070	offset by how much revenue he expects it to collect.
107	00:09:03.080	00:09:06.790	But because spending once again will far exceed revenues, the
108	00:09:06.800	00:09:09.810	government will have to borrow hundreds of billions of dollars
109	00:09:09.820	00:09:13.240	to make up the difference. The projected deficit this year
110	00:09:13.250	00:09:18.860	alone is $427 billion. But Budget Director Bolten says if
111	00:09:18.870	00:09:22.810	Congress follows the president's budget proposals, annual deficits could be
112	00:09:22.820	00:09:26.620	cut in half by 2009, a promise made by the
113	00:09:26.630	00:09:29.220	president during last week's state of the union address. It’s
114	00:09:29.230	00:09:34.580	never unanimously popular to propose any savings. The spending is
115	00:09:34.590	00:09:36.950	in the budget for a reason, because somebody wanted it
116	00:09:36.960	00:09:41.270	there. But in an era of limited resources, we need
117	00:09:41.280	00:09:43.670	to set some priorities and I'm optimistic that we'll get
118	00:09:43.680	00:09:47.440	some good cooperation from the Congress. While defense and homeland
119	00:09:47.450	00:09:51.200	security are slated for large increases, the president's budget calls
120	00:09:51.210	00:09:56.680	for eliminating or drastically scaling back some 150 federal programs.
121	00:09:56.690	00:10:00.560	They include: Government support for farmers--price supports would be
122	00:10:00.570	00:10:04.410	reduced on a wide range of crops; federal grant programs
123	00:10:04.420	00:10:09.670	for local schools, vocational education, anti-drug efforts and literacy programs
124	00:10:09.680	00:10:13.260	would be cut back; Medicaid, which provides health care for
125	00:10:13.270	00:10:16.440	the poor, would have its growth restrained; the Army Corps
126	00:10:16.450	00:10:20.360	of Engineers, whose dam and waterway projects are extremely popular
127	00:10:20.370	00:10:23.170	in Congress, would receive less funding than it did in
128	00:10:23.180	00:10:29.070	2005; and federal subsidies for Amtrak's operation would be eliminated.
129	00:10:29.080	00:10:32.140	Today, Democrats said those cuts are the wrong way to
130	00:10:32.150	00:10:35.220	reduce the deficit. John Spratt of South Carolina is the
131	00:10:35.230	00:10:38.450	top Democrat on the House Budget Committee. They're real and
132	00:10:38.460	00:10:41.350	they hurt and yet for all of the hurt these
133	00:10:41.360	00:10:45.510	accounts hardly move deficit at all. This is the irony
134	00:10:45.520	00:10:48.120	of what they have proposed here as a budget solution.
135	00:10:48.130	00:10:50.790	These programs have proved themselves and they have stood the
136	00:10:50.800	00:10:54.710	test of time. Yet they're cutting them. We simply take
137	00:10:54.720	00:10:56.590	it back to the American people and throw it to
138	00:10:56.600	00:10:59.510	the Congress and say, "Is this really what you want
139	00:10:59.520	00:11:02.890	to buy into?" Democrats also argue that the president's plan
140	00:11:02.900	00:11:07.130	only achieves its deficit-reduction goals by leaving out big-ticket spending
141	00:11:07.140	00:11:09.960	items, such as the cost of keeping troops in Iraq
142	00:11:09.970	00:11:14.810	and Afghanistan, and paying for his top domestic priority, revamping
143	00:11:14.820	00:11:18.310	Social Security. Budget Director Bolten. The budget went to bed
144	00:11:18.320	00:11:22.460	a couple of weeks, two or three weeks ago and
145	00:11:22.470	00:11:27.200	so before the president's proposals were announced. And the president's
146	00:11:27.210	00:11:31.090	Social Security proposals are still in formulation, in a process
147	00:11:31.100	00:11:34.720	of consultation with the Congress. We're just reflecting now for
148	00:11:34.730	00:11:38.700	you what we do know about the immediate deficit effects
149	00:11:38.710	00:11:42.640	of the personal account formulation that the president advertised. There's
150	00:11:42.650	00:11:45.200	a lot more, though, to go to know what the
151	00:11:45.210	00:11:49.040	real numbers are going out into the future. Also left
152	00:11:49.050	00:11:51.540	out of the president's budget was the future cost of
153	00:11:51.550	00:11:55.850	making Mr. Bush's first-term tax cuts permanent. Democrats today said
154	00:11:55.860	00:11:59.420	those hidden costs will lead the nation further into debt.
155	00:11:59.430	00:12:02.010	North Dakota's Kent Conrad: He is taking us to a
156	00:12:02.020	00:12:05.950	future in which massive cuts will be required. There will
157	00:12:05.960	00:12:08.970	be massive cuts. I'm predicting today massive cuts in Social
158	00:12:08.980	00:12:13.300	Security, massive cuts in Medicare under this president's plan. He's
159	00:12:13.310	00:12:16.650	going to take us right over the cliff into massive
160	00:12:16.660	00:12:21.750	deficits and massive debt that will harm the American economy
161	00:12:21.760	00:12:24.660	for a long time to come. Congress begins the process
162	00:12:24.670	00:12:28.640	of examining the president's budget tomorrow, with hearings on both
163	00:12:28.650	00:12:32.150	the House and Senate sides of the Capitol. Margaret Warner
164	00:12:32.160	00:12:36.320	picks up the congressional debate over the new budget. And
165	00:12:36.330	00:12:38.600	for that I'm joined by the two Senate leaders who
166	00:12:38.610	00:12:41.460	have primary responsibility for dealing with the budget in the
167	00:12:41.470	00:12:44.460	months ahead. Senator Judd Gregg of New Hampshire is the
168	00:12:44.470	00:12:47.790	chairman of the Senate Budget Committee, and Senator Kent Conrad
169	00:12:47.800	00:12:51.100	of North Dakota is the committee's ranking Democrat. Welcome to
170	00:12:51.110	00:12:55.090	you both. Senator Gregg, you expressed great support for this
171	00:12:55.100	00:12:57.690	budget today. You called it...you said the president should
172	00:12:57.700	00:13:00.880	be congratulated. What do you like about it? Well, I
173	00:13:00.890	00:13:02.850	like the fact that he's put forward a specific set
174	00:13:02.860	00:13:05.590	of ideas for restraining the growth of spending, both on
175	00:13:05.600	00:13:08.480	the discretionary side, and a large number of the entitlement
176	00:13:08.490	00:13:13.620	accounts, whether it's agriculture or Medicaid. On the discretionary side,
177	00:13:13.630	00:13:17.650	he's basically kept non-defense discretionary at a less than the
178	00:13:17.660	00:13:21.180	rate of inflation growth. On the defense side, he's actually
179	00:13:21.190	00:13:24.210	reduced the rate of growth of the base of defense.
180	00:13:24.220	00:13:29.290	So it's a pretty aggressive statement of trying to institute
181	00:13:29.300	00:13:33.740	some policies to discipline our fiscal house. And Senator Conrad,
182	00:13:33.750	00:13:37.410	you were, to say the least, not very complimentary. What
183	00:13:37.420	00:13:41.830	don't you like about it? I think this budget by
184	00:13:41.840	00:13:44.300	the president takes us just one more step down the
185	00:13:44.310	00:13:49.210	trail of record deficits and record debt, and debt and
186	00:13:49.220	00:13:54.910	deficits that explode as the president's proposals get enacted. You
187	00:13:54.920	00:13:57.080	know, he just left out a lot of things. When
188	00:13:57.090	00:13:58.880	he says he's going to cut the deficit in half
189	00:13:58.890	00:14:02.290	over the next five years, he left out war costs;
190	00:14:02.300	00:14:05.420	there's no war costs past September 30 of this year.
191	00:14:05.430	00:14:07.960	He left out the trillions of dollars that his Social
192	00:14:07.970	00:14:12.480	Security privatization plan will cost. He left out $700 billion
193	00:14:12.490	00:14:15.390	needed to fix the alternative minimum cost. Minimum tax. He
194	00:14:15.400	00:14:18.210	just left out so many things. He left out making
195	00:14:18.220	00:14:22.460	permanent the tax cuts that cost $1.7 trillion over the
196	00:14:22.470	00:14:25.080	next ten years. You put all those things back together,
197	00:14:25.090	00:14:27.470	and what you have is a pattern that takes us
198	00:14:27.480	00:14:31.020	deeper and deeper into deficit and debt. Senator Gregg, what's
199	00:14:31.030	00:14:33.380	your response to that--because that's the criticism from the
200	00:14:33.390	00:14:36.920	Democrats here, that there's so many big-ticket items that aren't
201	00:14:36.930	00:14:41.620	included, how credible should the American people look upon these
202	00:14:41.630	00:14:45.820	projections of cutting the deficit in half by 2009? Well,
203	00:14:45.830	00:14:48.310	first off, they can look very much at what the
204	00:14:48.320	00:14:51.500	president has proposed in specific spending restraint. And we'll look
205	00:14:51.510	00:14:55.250	forward to our Democratic colleagues joining us in restraining those
206	00:14:55.260	00:14:59.510	spending programs if they're interested in reducing the deficit. As
207	00:14:59.520	00:15:02.970	to the specific issue of, for example, war costs, five
208	00:15:02.980	00:15:05.540	years from now hopefully we won't be at war. In
209	00:15:05.550	00:15:07.370	fact, I'm sure we won't be at war in Iran
210	00:15:07.380	00:15:12.900	or Iraq--or in Iraq or Afghanistan. And as a
211	00:15:12.910	00:15:16.690	result, we shouldn't be building that number into the base,
212	00:15:16.700	00:15:22.120	the war costs into the base. The revenues which the
213	00:15:22.130	00:15:24.790	senator from North Dakota appears to want to increase by
214	00:15:24.800	00:15:27.730	raising taxes, that's not the approach that we want to
215	00:15:27.740	00:15:30.030	take. But if they believe they should raise taxes to
216	00:15:30.040	00:15:32.730	reduce this deficit, then let them bring forward a budget
217	00:15:32.740	00:15:35.000	that raises taxes, or let them bring forward a budget
218	00:15:35.010	00:15:38.310	that promotes their cuts. But where--if there are all
219	00:15:38.320	00:15:41.260	these other costs that are known--that are known to
220	00:15:41.270	00:15:44.090	be in fact incurred--Well, I don't accept...You don't
221	00:15:44.100	00:15:47.590	accept the $81 billion that the administration is about to
222	00:15:47.600	00:15:50.510	command the Iraq War? I don't have any problem with
223	00:15:50.520	00:15:52.310	stating that number, but I don't think you build it
224	00:15:52.320	00:15:54.470	into the base, because five years from now, it's not
225	00:15:54.480	00:15:57.540	going to be there. That number goes away. This is
226	00:15:57.550	00:15:59.530	not a one-time item. It is going to be a
227	00:15:59.540	00:16:02.380	two- or three-year item. Two or three years from now,
228	00:16:02.390	00:16:04.820	I don't want to increase defense spending by the cost
229	00:16:04.830	00:16:07.060	of that war, so that the defense base suddenly has
230	00:16:07.070	00:16:09.300	$80 billion of extra funds in it after the war
231	00:16:09.310	00:16:11.230	is over. And I think that would be a bad
232	00:16:11.240	00:16:14.460	policy. You talked about reducing the deficit in half in
233	00:16:14.470	00:16:16.880	four years. I think the president has put on the
234	00:16:16.890	00:16:20.150	table legitimate numbers that move us in that direction rather
235	00:16:20.160	00:16:22.580	aggressively. And I have heard from the other side nothing
236	00:16:22.590	00:16:27.760	from their proposals to accomplish deficit reduction other than raising
237	00:16:27.770	00:16:31.020	taxes. In my opinion, that wouldn't help the economy. It
238	00:16:31.030	00:16:33.860	probably would slow revenue growth in many ways, as a
239	00:16:33.870	00:16:36.370	result of the economy slowing down. Senator Conrad, what would
240	00:16:36.380	00:16:39.730	be the Democrats' alternative? Well, first of all, I want
241	00:16:39.740	00:16:44.290	to correct a couple of misimpressions. I've not advocated raising
242	00:16:44.300	00:16:47.270	taxes. I have said revenue has to be part of
243	00:16:47.280	00:16:50.270	the solution, and the first place we ought to look
244	00:16:50.280	00:16:53.700	for revenue is the tax gap. That is the difference
245	00:16:53.710	00:16:56.600	between what is owed and what is being paid. The
246	00:16:56.610	00:17:01.130	Bush administration itself says that that gap was $300 billion
247	00:17:01.140	00:17:05.230	in 2001. That's people who are getting away without paying
248	00:17:05.240	00:17:07.990	what they owe, shoving the rest of the burden onto
249	00:17:08.000	00:17:09.870	all the rest of us who do pay what we
250	00:17:09.880	00:17:12.930	owe. That would be the first place I'd look. Second,
251	00:17:12.940	00:17:16.560	they talk about spending restraint. Is there really spending restraint
252	00:17:16.570	00:17:20.530	in this budget? The president's budget increases spending by 8
253	00:17:20.540	00:17:23.820	percent over last year. Now, they've put a lot of
254	00:17:23.830	00:17:26.950	focus on the cuts. I understand that. But if you
255	00:17:26.960	00:17:30.900	look at the overall budget, it increases spending 8 percent.
256	00:17:30.910	00:17:33.920	At the same time, the president says cut the revenue
257	00:17:33.930	00:17:39.300	$1.7 trillion, we already have record deficits. You know, when
258	00:17:39.310	00:17:42.290	you increase spending and you cut revenue, and you can't
259	00:17:42.300	00:17:46.000	pay your bills to begin with, there's only one possible
260	00:17:46.010	00:17:50.470	outcome. That's more deficit, more debt, more borrowing, and a
261	00:17:50.480	00:17:53.170	weaker America. That's the prescription in this president's plan. Let
262	00:17:53.180	00:17:55.220	me just ask Senator Conrad--I would just like to
263	00:17:55.230	00:17:58.640	just quickly respond on this-Okay.--on two points. First,
264	00:17:58.650	00:18:01.830	the spending restraint is there, and we will see whether
265	00:18:01.840	00:18:03.560	or not our colleagues on the other side of the
266	00:18:03.570	00:18:06.530	aisle are willing to address it. The increases in spending
267	00:18:06.540	00:18:10.970	which the senator mentions--which are legitimate numbers--go to
268	00:18:10.980	00:18:14.740	fighting the war and Medicare primarily. Now, maybe they're willing
269	00:18:14.750	00:18:17.900	to cut the efforts in defense and maybe they're willing
270	00:18:17.910	00:18:20.090	to cut the efforts in Medicare, but I doubt it.
271	00:18:20.100	00:18:24.060	Non-discretionary defense spending is kept below the rate of inflation.
272	00:18:24.070	00:18:26.590	And there are proposals to reduce spending on the agriculture
273	00:18:26.600	00:18:28.780	programs, which I doubt that the other side is going
274	00:18:28.790	00:18:31.370	to be too excited about, and in other entitlements such
275	00:18:31.380	00:18:34.240	as Medicaid. On the revenue side, let's remember, revenues are
276	00:18:34.250	00:18:37.260	going up rather dramatically. Last year they increased by 9.2
277	00:18:37.270	00:18:40.700	percent. This year they're projected to increase by 6.5 percent.
278	00:18:40.710	00:18:44.880	We're headed on a path to receive much more in
279	00:18:44.890	00:18:47.480	the way of revenues as a result of the fact
280	00:18:47.490	00:18:50.940	that we shallowed out this recession by putting a tax
281	00:18:50.950	00:18:53.030	cut in place early on in the recession so that
282	00:18:53.040	00:18:56.080	we didn't have a significant economic--as significant an economic
283	00:18:56.090	00:18:58.760	downturn as we might have had. So we're getting significant
284	00:18:58.770	00:19:01.270	revenue growth, and putting a tax cut on top of
285	00:19:01.280	00:19:04.740	this economy would be very counterproductive. All right, Senator Conrad,
286	00:19:04.750	00:19:07.720	let me--let's talk now about the actual cuts. And
287	00:19:07.730	00:19:09.860	I take your point that the overall budget is growing,
288	00:19:09.870	00:19:13.740	but there is an actual cut in this non-homeland security,
289	00:19:13.750	00:19:17.900	non-defense part of the budget. Do you have a quarrel
290	00:19:17.910	00:19:22.560	with those specific cuts, and if you don't, where else
291	00:19:22.570	00:19:24.370	would you cut? I mean, if you do, where else
292	00:19:24.380	00:19:26.670	would you cut? Yeah, there are priorities here that I
293	00:19:26.680	00:19:30.640	think are badly misplaced. For example, I would not cut
294	00:19:30.650	00:19:35.090	the cops program by 96 percent. Cops program has put
295	00:19:35.100	00:19:38.070	100,000 police officers on the street in this country. That's
296	00:19:38.080	00:19:41.530	reduced crime. When we've got a terrorist threat, why ever
297	00:19:41.540	00:19:44.330	would you reduce the number of police on the street?
298	00:19:44.340	00:19:48.270	I wouldn't cut the firefighters by 30 percent. I wouldn't
299	00:19:48.280	00:19:52.790	eliminate funding for vocational education. You know, not everybody goes
300	00:19:52.800	00:19:56.860	to college. And to eliminate the education for those who
301	00:19:56.870	00:19:58.780	are going to go into the trades I just think
302	00:19:58.790	00:20:01.520	is shortsighted for this country. So there are cuts that
303	00:20:01.530	00:20:04.230	don't make sense. There are other cuts, frankly, that I
304	00:20:04.240	00:20:06.410	do support. I think we do need to go after
305	00:20:06.420	00:20:09.710	states that are abusing and taking advantage of the Medicaid
306	00:20:09.720	00:20:16.420	system. I would support limitations, payment limitations in agriculture, even
307	00:20:16.430	00:20:19.260	though I come from a farm state. So there are
308	00:20:19.270	00:20:21.760	places I would support the cuts. There are others that
309	00:20:21.770	00:20:25.560	I think are very misplaced. But overall, remember, this is
310	00:20:25.570	00:20:30.630	not a budget that cuts spending. It increases spending 8%,
311	00:20:30.640	00:20:33.400	even though we already have record deficits. And then the
312	00:20:33.410	00:20:36.040	president turns around and says, oh, by the way, cut
313	00:20:36.050	00:20:39.630	the revenue base by nearly $2 trillion on top of
314	00:20:39.640	00:20:42.970	it. There can only be one result. That's more deficits
315	00:20:42.980	00:20:46.220	and more debt. Going to the cuts, Senator Gregg, a
316	00:20:46.230	00:20:48.810	lot of these cuts--I mean, there are others--the
317	00:20:48.820	00:20:52.090	ones Senator Conrad named, and also things like increasing the
318	00:20:52.100	00:20:54.610	cost to some veterans for the health care benefits they
319	00:20:54.620	00:21:00.610	receive, eliminating Amtrak. All of these programs have powerful constituencies
320	00:21:00.620	00:21:04.610	on Capitol Hill, including with your own fellow Republicans. How
321	00:21:04.620	00:21:08.150	realistic is it that these cuts will get through? Well,
322	00:21:08.160	00:21:10.540	first off, I want to congratulate Senator Conrad if he's
323	00:21:10.550	00:21:14.600	willing to address agriculture from North Dakota. I congratulate him--
324	00:21:14.610	00:21:17.520	equally so in the Medicaid areas. I certainly hope we
325	00:21:17.530	00:21:21.550	can reach agreement on those two areas. Well, my view
326	00:21:21.560	00:21:24.080	is that last year we showed that we can discipline
327	00:21:24.090	00:21:26.830	the budget on a discretionary side and on defense when
328	00:21:26.840	00:21:31.590	we set a number of $822 billion. The Congress wanted
329	00:21:31.600	00:21:33.510	to spend considerably more than that. The White House said
330	00:21:33.520	00:21:36.200	no, and we ended up with $822 billion. If we
331	00:21:36.210	00:21:38.370	can reach agreement on a top line number--this year
332	00:21:38.380	00:21:42.160	the White House is suggesting $840 billion--and then let
333	00:21:42.170	00:21:44.560	the Congress set its priorities within that number, there may
334	00:21:44.570	00:21:47.490	be programs we'll support that the president doesn't support, and
335	00:21:47.500	00:21:50.670	there may be programs he supports that we will support.
336	00:21:50.680	00:21:53.960	Let us work out the details, but at least agree
337	00:21:53.970	00:21:56.380	on a top line number that is enforceable by something
338	00:21:56.390	00:21:58.820	called spending caps. And that's the way you make this
339	00:21:58.830	00:22:01.550	work. Is that doable, Senator Conrad? Do you think you
340	00:22:01.560	00:22:03.720	can agree on an overall number at least, and then
341	00:22:03.730	00:22:07.110	let the appropriators decide where the cuts come? I would
342	00:22:07.120	00:22:09.230	hope we could. And one thing where Senator Gregg and
343	00:22:09.240	00:22:13.250	I think are joined is on the spending disciplines; that
344	00:22:13.260	00:22:16.410	is, restoring the old pay-go rules that say if you're
345	00:22:16.420	00:22:19.430	going to increase spending or you're going to cut taxes,
346	00:22:19.440	00:22:22.170	you've got to pay for it. And that's a discipline
347	00:22:22.180	00:22:25.620	we badly need reenacted around here, and I'm hoping on
348	00:22:25.630	00:22:28.920	a bipartisan basis we can do that. Senator Conrad, let
349	00:22:28.930	00:22:31.310	me ask you this. If you look at--whether it's
350	00:22:31.320	00:22:34.340	the five-year part of this budget or the ten-year, we
351	00:22:34.350	00:22:36.660	are now seeing deficits, as the old saying goes, "as
352	00:22:36.670	00:22:39.370	far as the eye can see." Do you think we
353	00:22:39.380	00:22:41.900	will ever get back to the point of balancing the
354	00:22:41.910	00:22:45.350	federal books? It's critical that we do. The thing that
355	00:22:45.360	00:22:47.640	I most fault the president on is that he has
356	00:22:47.650	00:22:49.870	left the American people with the impression that he is
357	00:22:49.880	00:22:54.730	reducing our fiscal imbalances. The fact is, he is not.
358	00:22:54.740	00:22:58.280	He is dramatically increasing our deficit and debt in the
359	00:22:58.290	00:23:01.330	long term. If you look just beyond this five-year budget
360	00:23:01.340	00:23:05.210	window, all the things he's left out explode in cost.
361	00:23:05.220	00:23:08.570	And that's going to put this country in very, very
362	00:23:08.580	00:23:11.680	grave difficulty, given the fact it's right when the baby
363	00:23:11.690	00:23:15.680	boomers begin to retire. It will force very, very deep
364	00:23:15.690	00:23:19.510	and draconian cuts. That's a very important point. Senator Gregg,
365	00:23:19.520	00:23:21.800	are we looking at eternal deficits? Is that really the
366	00:23:21.810	00:23:24.830	message of this budget? No, not at all. What you're
367	00:23:24.840	00:23:27.310	looking at is two different problems here. In the short
368	00:23:27.320	00:23:30.260	term, we can certainly manage the deficit. We can reduce
369	00:23:30.270	00:23:33.580	it by half, which will be an historic low, relative
370	00:23:33.590	00:23:37.260	to the period that, we're over the last 20 years
371	00:23:37.270	00:23:41.050	except for that period when we had surpluses. But the
372	00:23:41.060	00:23:44.410	problem is the demographic situation that occurs in this country,
373	00:23:44.420	00:23:46.960	which is, when the baby boom generation starts to retire
374	00:23:46.970	00:23:52.370	in 2008, the demands of my population, of our generation
375	00:23:52.380	00:23:56.180	here on younger Americans, our children and our grandchildren--for
376	00:23:56.190	00:23:59.050	our retirement benefits, for our health care costs--are going
377	00:23:59.060	00:24:01.490	to be absolutely astronomical. And there simply aren't going to
378	00:24:01.500	00:24:04.700	be enough people working to support the retired generation, because
379	00:24:04.710	00:24:07.470	the retired generation will be so large. That is a
380	00:24:07.480	00:24:09.630	huge issue. The president has been willing to step up
381	00:24:09.640	00:24:11.790	to that issue by taking on the question of how
382	00:24:11.800	00:24:13.700	we reform Social Security. So I think you've got to
