at,scene-type,skipped,role-fillers
00:04:49.289,credits,True,DUPLICATE
00:04:49.789,credits,True,DUPLICATE
00:04:50.290,credits,True,DUPLICATE
00:04:50.790,credits,True,DUPLICATE
00:04:54.294,credits,True,DUPLICATE
00:04:54.794,credits,True,DUPLICATE
00:04:55.295,credits,True,DUPLICATE
00:04:55.795,credits,True,DUPLICATE
00:04:56.296,credits,True,DUPLICATE
00:04:56.796,credits,True,DUPLICATE
00:04:57.297,credits,True,DUPLICATE
00:04:57.797,credits,True,DUPLICATE
00:04:58.298,credits,True,DUPLICATE
00:04:58.798,credits,True,DUPLICATE
00:04:59.299,credits,True,DUPLICATE
00:04:59.799,credits,True,DUPLICATE
00:05:00.300,credits,True,DUPLICATE
00:05:00.800,credits,True,DUPLICATE
00:05:01.301,credits,True,DUPLICATE
00:05:01.801,credits,True,DUPLICATE
00:05:02.302,credits,True,DUPLICATE
00:05:02.802,credits,True,DUPLICATE
00:05:05.305,credits,True,DUPLICATE
00:05:05.805,credits,True,DUPLICATE
00:05:06.306,credits,True,DUPLICATE
00:05:06.806,credits,True,DUPLICATE
00:05:07.307,credits,True,DUPLICATE
00:05:07.807,credits,True,DUPLICATE
00:05:08.308,credits,True,DUPLICATE
00:05:08.808,credits,True,DUPLICATE
00:53:08.188,credits,True,no text in image
00:53:08.688,credits,True,DUPLICATE
00:53:09.189,credits,True,DUPLICATE
00:53:09.689,credits,True,DUPLICATE
00:53:10.190,credits,True,DUPLICATE
00:53:10.690,credits,True,DUPLICATE
00:53:11.191,credits,True,DUPLICATE
00:53:11.691,credits,True,DUPLICATE
00:53:12.192,credits,True,DUPLICATE
00:53:12.692,credits,True,DUPLICATE
00:53:13.193,credits,True,DUPLICATE
00:53:13.693,credits,True,DUPLICATE
00:53:14.194,credits,True,DUPLICATE
00:53:14.694,credits,True,DUPLICATE
00:53:15.195,credits,True,DUPLICATE
00:53:15.695,credits,True,DUPLICATE
00:53:16.196,credits,True,DUPLICATE
00:53:16.696,credits,True,DUPLICATE
00:53:29.209,credits,True,DUPLICATE
00:53:29.709,credits,True,DUPLICATE
00:53:30.210,credits,True,DUPLICATE
00:53:30.710,credits,True,DUPLICATE
00:53:31.211,credits,True,DUPLICATE
00:53:31.711,credits,True,DUPLICATE
