at,scene-type,skipped,role-fillers
00:58:50.530,credits,True,DUPLICATE
00:58:51.031,credits,True,DUPLICATE
00:58:51.531,credits,True,DUPLICATE
00:58:52.032,credits,True,DUPLICATE
00:58:52.532,credits,False,Directed By=JOSEPH CAMP
00:58:53.033,credits,True,DUPLICATE
00:58:53.533,credits,True,DUPLICATE
00:58:54.034,credits,True,DUPLICATE
00:58:54.534,credits,True,DUPLICATE
00:58:55.035,credits,False,Executive Producer=LESTER M. CRYSTAL
00:58:55.535,credits,True,DUPLICATE
00:58:56.036,credits,True,DUPLICATE
00:58:56.536,credits,True,DUPLICATE
00:58:57.037,credits,True,DUPLICATE
00:58:57.537,credits,True,not K-V
00:58:58.038,credits,True,DUPLICATE
00:58:58.538,credits,True,DUPLICATE
00:58:59.039,credits,True,DUPLICATE
00:58:59.539,credits,True,DUPLICATE
00:59:00.040,credits,True,DUPLICATE
00:59:00.540,credits,True,DUPLICATE
00:59:01.041,credits,True,DUPLICATE
00:59:01.541,credits,True,DUPLICATE
00:59:02.042,credits,True,DUPLICATE
00:59:02.542,credits,True,DUPLICATE
00:59:03.043,credits,True,DUPLICATE
00:59:03.543,credits,True,DUPLICATE
00:59:04.044,credits,False,A Production Of:=WNET/WETA & MacNEIL/LEHRER GANNET PRODUCTIONS
00:59:04.544,credits,True,DUPLICATE
00:59:05.045,credits,True,DUPLICATE
00:59:05.545,credits,True,DUPLICATE
00:59:06.046,credits,True,DUPLICATE
00:59:06.546,credits,True,DUPLICATE
00:59:07.047,credits,True,not K-V
00:00:50.050,credits,False,REC:=9/4/85|AIR:=9/4/85|DIRECTOR:=TONY MARSHALL|TIME:=57:48
00:00:50.550,credits,True,DUPLICATE
00:00:51.051,credits,True,DUPLICATE
00:00:51.551,credits,True,DUPLICATE
00:00:52.052,credits,True,DUPLICATE
00:00:52.552,credits,True,DUPLICATE
00:00:53.053,credits,True,DUPLICATE
00:00:53.553,credits,True,DUPLICATE
00:00:54.054,credits,True,DUPLICATE
00:00:54.554,credits,True,DUPLICATE
00:00:55.055,credits,True,DUPLICATE
00:00:55.555,credits,True,DUPLICATE
00:00:56.056,credits,True,DUPLICATE
00:00:56.556,credits,True,DUPLICATE
00:00:57.057,credits,True,DUPLICATE
00:00:57.557,credits,True,DUPLICATE
00:00:58.058,credits,True,DUPLICATE
00:00:58.558,credits,True,DUPLICATE
00:00:59.059,credits,True,DUPLICATE
00:00:59.559,credits,True,DUPLICATE
00:01:00.060,credits,True,DUPLICATE
00:01:00.560,credits,True,DUPLICATE
00:01:01.061,credits,True,DUPLICATE
00:01:01.561,credits,True,DUPLICATE
00:01:02.062,credits,True,DUPLICATE
00:01:02.562,credits,True,DUPLICATE
00:01:03.063,credits,True,DUPLICATE
00:01:03.563,credits,True,DUPLICATE
00:01:04.064,credits,True,DUPLICATE
00:01:04.564,credits,True,DUPLICATE
00:01:05.065,credits,True,DUPLICATE
00:01:05.565,credits,True,DUPLICATE
00:01:06.066,credits,True,DUPLICATE
00:01:06.566,credits,True,DUPLICATE
00:01:07.067,credits,True,DUPLICATE
00:01:07.567,credits,True,DUPLICATE
00:01:08.068,credits,True,DUPLICATE
00:01:08.568,credits,True,DUPLICATE
00:01:09.069,credits,True,DUPLICATE
00:01:09.569,credits,True,no text in image
00:14:34.874,credits,True,not K-V
00:14:35.375,credits,True,DUPLICATE
00:14:35.875,credits,True,DUPLICATE
00:14:36.376,credits,True,DUPLICATE
00:14:36.876,credits,True,DUPLICATE
00:14:37.377,credits,True,DUPLICATE
00:14:37.877,credits,True,DUPLICATE
00:14:38.378,credits,True,DUPLICATE
00:14:38.878,credits,True,DUPLICATE
00:14:39.379,credits,True,DUPLICATE
00:14:50.890,credits,True,no text in image
00:14:51.391,credits,True,DUPLICATE
00:14:51.891,credits,True,DUPLICATE
00:14:52.392,credits,True,DUPLICATE
00:14:52.892,credits,True,DUPLICATE
00:14:53.393,credits,True,DUPLICATE
00:14:53.893,credits,True,DUPLICATE
00:14:54.394,credits,True,DUPLICATE
00:48:20.900,credits,False,
00:48:21.401,credits,True,no text in image
00:48:21.901,credits,True,DUPLICATE
00:48:22.402,credits,True,DUPLICATE
00:48:22.902,credits,True,DUPLICATE
00:48:23.403,credits,True,DUPLICATE
00:48:23.903,credits,True,DUPLICATE
00:48:24.404,credits,True,DUPLICATE
