at,scene-type,skipped,role-fillers
00:58:21.001,credits,True,DUPLICATE
00:58:21.501,credits,True,DUPLICATE
00:58:22.002,credits,True,DUPLICATE
00:58:22.502,credits,True,DUPLICATE
00:58:23.003,credits,True,DUPLICATE
00:58:23.503,credits,True,DUPLICATE
00:58:24.004,credits,True,DUPLICATE
00:58:24.504,credits,True,DUPLICATE
00:58:25.005,credits,True,DUPLICATE
00:58:25.505,credits,True,DUPLICATE
00:58:26.006,credits,True,no text in image
00:25:00.500,credits,True,no text in image
00:25:01.001,credits,True,DUPLICATE
00:25:01.501,credits,True,DUPLICATE
00:25:02.002,credits,True,DUPLICATE
00:25:02.502,credits,True,DUPLICATE
00:25:03.003,credits,True,DUPLICATE
00:25:04.504,credits,True,DUPLICATE
00:25:05.005,credits,True,DUPLICATE
00:25:05.505,credits,True,DUPLICATE
00:25:06.006,credits,True,DUPLICATE
00:25:06.506,credits,True,DUPLICATE
00:25:07.007,credits,True,DUPLICATE
00:03:13.193,credits,True,no text in image
00:03:13.693,credits,True,DUPLICATE
00:03:14.194,credits,True,DUPLICATE
00:03:14.694,credits,True,DUPLICATE
00:03:15.195,credits,True,DUPLICATE
00:03:15.695,credits,True,DUPLICATE
00:03:16.196,credits,True,DUPLICATE
00:03:16.696,credits,True,DUPLICATE
00:03:17.197,credits,True,DUPLICATE
00:03:17.697,credits,True,DUPLICATE
00:03:18.198,credits,True,DUPLICATE
00:03:18.698,credits,True,DUPLICATE
00:03:19.199,credits,True,DUPLICATE
00:03:19.699,credits,True,DUPLICATE
00:03:20.200,credits,True,DUPLICATE
00:03:20.700,credits,True,DUPLICATE
00:03:21.201,credits,True,DUPLICATE
00:03:21.701,credits,True,DUPLICATE
00:03:22.202,credits,True,DUPLICATE
00:03:22.702,credits,True,DUPLICATE
00:03:23.203,credits,True,DUPLICATE
00:03:23.703,credits,True,commercial
00:03:24.204,credits,True,DUPLICATE
00:03:24.704,credits,True,DUPLICATE
00:03:25.205,credits,True,DUPLICATE
00:03:25.705,credits,True,no text in image
00:03:26.206,credits,True,DUPLICATE
00:03:26.706,credits,True,DUPLICATE
00:03:27.207,credits,True,DUPLICATE
00:03:27.707,credits,True,DUPLICATE
00:03:29.209,credits,True,commercial
00:03:29.709,credits,True,DUPLICATE
00:03:30.210,credits,True,DUPLICATE
00:03:30.710,credits,True,DUPLICATE
00:03:31.211,credits,True,DUPLICATE
00:03:31.711,credits,True,no text in image
00:03:32.212,credits,True,DUPLICATE
00:03:32.712,credits,True,DUPLICATE
00:03:33.213,credits,True,DUPLICATE
00:03:33.713,credits,True,DUPLICATE
00:03:34.214,credits,True,DUPLICATE
00:03:34.714,credits,True,DUPLICATE
00:43:37.617,credits,True,DUPLICATE
00:43:38.118,credits,True,DUPLICATE
00:43:38.618,credits,True,DUPLICATE
00:43:39.119,credits,True,DUPLICATE
00:43:39.619,credits,True,DUPLICATE
00:43:40.120,credits,True,DUPLICATE
00:50:45.045,credits,True,DUPLICATE
00:50:45.545,credits,True,DUPLICATE
00:50:46.046,credits,True,DUPLICATE
00:50:46.546,credits,True,DUPLICATE
00:50:47.047,credits,True,DUPLICATE
00:50:47.547,credits,True,DUPLICATE
